학교명,학교급구분,소재지지번주소,위도,경도
신현중학교,중학교,서울특별시 중랑구 상봉동 483,37.60441346,127.0917351
송곡여자중학교,중학교,서울특별시 중랑구 망우동 252-1,37.60602827,127.1049741
세종초등학교,초등학교,경기도 여주시 교동 121-7 세종초등학교,37.27969661,127.6337573
성신초등학교,초등학교,서울특별시 성북구 돈암동 산 11-269,37.59393484,127.0233205
신평초등학교,초등학교,강원도 원주시 지정면 신평리 681-3,37.38454651,127.8923524
소초초등학교,초등학교,강원도 원주시 소초면 평장리 792,37.41739316,128.0039936
신림초등학교,초등학교,강원도 원주시 신림면 신림리 512-2,37.23137065,128.0783157
신하초등학교,초등학교,경기도 이천시 부발읍 신하리 374-2,37.26080596,127.4785822
아미초등학교,초등학교,경기도 이천시 부발읍 아미리 761-6,37.25833542,127.4906958
세교초등학교,초등학교,경기도 평택시 세교동 556,37.00212071,127.0827161
쌍책초등학교,초등학교,경상남도 합천군 쌍책면 성산리 639-1,35.57500567,128.2826686
야로초등학교,초등학교,경상남도 합천군 야로면 하빈리 492,35.71173764,128.177917
숭산초등학교,초등학교,경상남도 합천군 가야면 매안리 392,35.73245438,128.1071799
소토초등학교,초등학교,경상남도 양산시 상북면 소토리 651,35.37945079,129.0528665
신선초등학교,초등학교,부산광역시 영도구 신선동3가 76-6,35.0831768,129.0474614
신둔초등학교,초등학교,경기도 이천시 신둔면 수광리 262-1,37.31002196,127.4034143
송곡초등학교,초등학교,경기도 이천시 모가면 송곡리 295-2,37.15209958,127.4839095
송내초등학교,초등학교,경기도 부천시 상동 430,37.49040575,126.7592693
약대초등학교,초등학교,경기도 부천시 약대동 112,37.51388346,126.7730618
양동고등학교,고등학교,경기도 양평군 양동면 쌍학리 218-1,37.42123219,127.7554826
신현고등학교,고등학교,서울특별시 중랑구 상봉동 482,37.6050089,127.0926531
송촌초등학교,초등학교,경기도 여주시 대신면 송촌리 504,37.411013,127.5687876
신도초등학교,초등학교,경기도 부천시 중동 1172-1,37.49764108,126.7586149
신남중학교,중학교,서울특별시 양천구 신월동 609-7,37.52044085,126.8478926
신라중학교,중학교,부산광역시 사상구 덕포동 65,35.17006076,128.9931748
신현중학교,중학교,인천광역시 서구 신현동 212-11,37.51971571,126.6644579
안락중학교,중학교,부산광역시 동래구 안락동 177-3,35.19127976,129.1092905
신방학중학교,중학교,서울특별시 도봉구 방학동 307-1,37.66400024,127.0294143
신진초등학교,초등학교,경상남도 진주시 평거동 748-4,35.17479693,128.0662179
수일초등학교,초등학교,경기도 수원시 장안구 파장동 411,37.31076681,127.0005323
안룡초등학교,초등학교,경기도 수원시 권선구 곡반정동 606,37.23317499,127.0244991
수원금곡초등학교,초등학교,경기도 수원시 권선구 금곡동 1004,37.27982073,126.952814
심도중학교,중학교,인천광역시 강화군 화도면 상방리 845-1,37.63190401,126.4215142
신도봉중학교,중학교,서울특별시 도봉구 쌍문동 94-1,37.64932131,127.0332017
안골포초등학교,초등학교,경상남도 창원시 진해구 청안동 475,35.10383571,128.805652
안계초등학교,초등학교,경상남도 창원시 마산회원구 내서읍 삼계리 503,35.23121526,128.4942435
순천여자고등학교,고등학교,전라남도 순천시 저전동 88,34.94853783,127.4822455
순천제일고등학교,고등학교,전라남도 순천시 가곡동 50,34.98846555,127.487525
순천매산고등학교,고등학교,전라남도 순천시 매곡동 142-9,34.95758482,127.4804446
순천금당고등학교,고등학교,전라남도 순천시 조례동 450-7,34.95128744,127.5233515
순천매산여자고등학교,고등학교,전라남도 순천시 매곡동 166-9,34.95875205,127.4804952
순천강남여자고등학교,고등학교,전라남도 순천시 조례동 561-4,34.96258385,127.5233087
순천복성고등학교,고등학교,전라남도 순천시 해룡면 복성리 437,34.94643512,127.5441558
성의중학교,중학교,경상북도 김천시 지좌동 621,36.11491539,128.1386181
숙지초등학교,초등학교,경기도 수원시 팔달구 화서동 651,37.2830716,126.9916465
수원초등학교,초등학교,경기도 수원시 팔달구 고등동 19,37.2777741,127.0044564
신정중학교,중학교,부산광역시 기장군 정관읍 용수리 1363,35.32912231,129.1691097
수완중학교,중학교,광주광역시 광산구 수완동 1495,35.18676288,126.8278244
세화초등학교,초등학교,제주특별자치도 제주시 구좌읍 세화리 1391-1,33.52246062,126.8587074
송당초등학교,초등학교,제주특별자치도 제주시 구좌읍 송당리 1366,33.47087655,126.7808089
애월초등학교더럭분교장,초등학교,제주특별자치도 제주시 애월읍 하가리 1580-1,33.45344324,126.3453821
신남고등학교,고등학교,강원도 인제군 남면 신남리 404,37.97026323,128.0792033
숙명여자중학교,중학교,서울특별시 강남구 도곡동 91,37.49105985,127.0533366
신도림고등학교,고등학교,서울특별시 구로구 신도림동 270-2,37.51396216,126.8819436
세경고등학교,고등학교,경기도 파주시 파주읍 연풍리 산83-13,37.83217838,126.8298899
신정여자중학교,중학교,서울특별시 강서구 화곡동 477-1,37.53811563,126.8563979
야탑초등학교,초등학교,경기도 성남시 분당구 야탑동 333,37.41631351,127.1258841
수내초등학교,초등학교,경기도 성남시 분당구 수내동 81,37.36751732,127.124282
심곡초등학교,초등학교,경기도 부천시 심곡동 300,37.49182322,126.7763896
심원초등학교,초등학교,경기도 부천시 중동 1097,37.49955059,126.7817416
신기중학교,중학교,대구광역시 동구 신기동 578,35.86785705,128.7024792
신아중학교,중학교,대구광역시 동구 신암동 28,35.8887397,128.6347011
신창중학교,중학교,광주광역시 광산구 신창동 1238,35.19379461,126.8391997
신가중학교,중학교,광주광역시 광산구 신창동 1108-4,35.18772366,126.8377502
수원매화초등학교,초등학교,경기도 수원시 영통구 매탄동 157,37.27443305,127.0404424
성지초등학교,초등학교,부산광역시 부산진구 범전동 229-1,35.16432312,129.0568154
성서초등학교,초등학교,부산광역시 부산진구 범천동 851-6,35.14528651,129.0619249
양동초등학교,초등학교,부산광역시 부산진구 양정동 24,35.17120104,129.0811939
안산호원초등학교,초등학교,경기도 안산시 단원구 초지동 741-1,37.30308873,126.8187496
안산서초등학교,초등학교,경기도 안산시 단원구 원곡동 936-4,37.3311951,126.7996294
신양초등학교,초등학교,경상남도 양산시 남부동 553-6,35.33365657,129.0245507
신도중학교,중학교,서울특별시 은평구 진관동 115,37.63281492,126.9307467
신라공업고등학교,고등학교,경상북도 경주시 천북면 신당리 1084,35.89350895,129.2422278
신광여자고등학교,고등학교,서울특별시 용산구 청파동3가 100,37.543325,126.9701672
성심여자고등학교,고등학교,서울특별시 용산구 원효로4가 1-1,37.53445137,126.9536579
신당중학교,중학교,대구광역시 달서구 신당동 1846-1,35.8542293,128.4964828
신반포중학교,중학교,서울특별시 서초구 반포동 3-1,37.50570628,126.9961146
신호초등학교,초등학교,부산광역시 강서구 신호동 254,35.08186009,128.8783015
안남초등학교,초등학교,경상남도 창원시 성산구 대방동 368,35.20938586,128.7102417
성수고등학교,고등학교,서울특별시 성동구 성수동1가 685-143,37.54760601,127.0380191
심천중학교,중학교,충청북도 영동군 심천면 초강리 378,36.22070852,127.7140395
압구정중학교,중학교,서울특별시 강남구 압구정동 471,37.52983754,127.0329599
수유중학교,중학교,서울특별시 강북구 수유동 491-61,37.63096396,127.010591
신일중학교,중학교,서울특별시 강북구 미아동 193-1,37.62801769,127.0284273
성암여자중학교,중학교,서울특별시 강북구 미아동 320-1,37.62077743,127.0245275
송도중학교,중학교,부산광역시 서구 남부민동 611-236,35.08277925,129.0222628
신정초등학교,초등학교,울산광역시 남구 신정동 1245,35.53914354,129.3034906
신평초등학교,초등학교,부산광역시 사하구 신평동 170,35.09398979,128.9714583
세현고등학교,고등학교,서울특별시 강서구 가양동 1491,37.56031757,126.8637798
안남초등학교,초등학교,부산광역시 동래구 안락동 175-16,35.19165946,129.1081597
세풍초등학교,초등학교,전라남도 광양시 광양읍 세풍리 210,34.94390627,127.5823729
시흥고등학교,고등학교,경기도 시흥시 하상동 384,37.38995364,126.8146621
수락중학교,중학교,서울특별시 노원구 상계동 1254,37.68295785,127.0545923
신창중학교,중학교,서울특별시 노원구 월계동 805-5,37.62832255,127.0479477
수북초등학교,초등학교,전라남도 담양군 수북면 수북리 161,35.30116459,126.9300933
안덕초등학교,초등학교,제주특별자치도 서귀포시 안덕면 화순리 1290,33.25040609,126.335987
숭인중학교,중학교,서울특별시 동대문구 답십리동 463-1,37.57378341,127.0440889
신호중학교,중학교,부산광역시 강서구 신호동 302-1,35.0820837,128.8769309
성암초등학교,초등학교,경상북도 경산시 옥산동 539-14,35.82238769,128.7160018
신선중학교,중학교,부산광역시 영도구 신선동3가 110-1,35.08030675,129.0455391
신구중학교,중학교,서울특별시 강남구 신사동 621,37.52700477,127.0322082
수원동신초등학교,초등학교,경기도 수원시 장안구 정자동 870-3,37.29558315,126.9890809
송림초등학교,초등학교,경기도 수원시 장안구 정자동 889-1,37.29130851,126.991184
송수초등학교,초등학교,부산광역시 해운대구 재송동 935-1 송수초등학교,35.18972419,129.1190391
수영초등학교,초등학교,부산광역시 수영구 광안동 725,35.1657222,129.112332
야음초등학교,초등학교,울산광역시 남구 야음동 865-4,35.52100347,129.3293613
안산진흥초등학교,초등학교,경기도 안산시 단원구 고잔동 712-1,37.31210564,126.8222836
슬기초등학교,초등학교,경기도 안산시 단원구 고잔동 720-1,37.30534222,126.8259695
송호초등학교,초등학교,경기도 안산시 단원구 고잔동 767-1,37.31152906,126.8354483
수미초등학교,초등학교,부산광역시 수영구 망미동 760,35.16835108,129.1038517
신정초등학교,초등학교,부산광역시 기장군 정관읍 용수리 1358,35.32843126,129.1678412
신상중학교,중학교,서울특별시 노원구 상계동 754-4,37.6513108,127.0636359
심원중학교,중학교,경기도 부천시 중동 1097-1,37.4997499,126.7828672
수주중학교,중학교,경기도 부천시 고강동 277-2,37.53152921,126.8167978
세천초등학교,초등학교,대전광역시 동구 세천동 70,36.34121754,127.4932124
안좌초등학교자라분교장,초등학교,전라남도 신안군 안좌면 자라리 227,34.68832699,126.1700569
양동중학교,중학교,서울특별시 양천구 목동 600-6,37.54776895,126.8693529
신서중학교,중학교,서울특별시 양천구 신정동 310-6,37.51557744,126.8556994
신진과학기술고등학교,고등학교,서울특별시 은평구 응암동 114-1,37.59833062,126.9181588
세명컴퓨터고등학교,고등학교,서울특별시 은평구 불광동 445-35,37.62755921,126.9235283
송정중학교,중학교,광주광역시 광산구 송정동 785,35.14107477,126.7964135
성화여자고등학교,고등학교,대구광역시 북구 복현동 540-1,35.90286168,128.6194207
시지고등학교,고등학교,대구광역시 수성구 신매동 602-1,35.83059032,128.7074167
송정초등학교,초등학교,경상북도 구미시 송정동 485,36.11400605,128.348548
신용초등학교,초등학교,광주광역시 북구 신용동 661,35.21048611,126.8572493
양덕초등학교,초등학교,경상남도 창원시 마산회원구 양덕동 42,35.23379249,128.588527
약수초등학교,초등학교,울산광역시 북구 중산동 1006,35.64755898,129.3414643
소안초등학교,초등학교,전라남도 완도군 소안면 비자리 940,34.17212122,126.6539327
신흥초등학교,초등학교,충청남도 천안시 동남구 목천읍 신계리 105-9,36.77355066,127.2164002
신계초등학교,초등학교,충청남도 천안시 동남구 목천읍 신계리 398,36.76851662,127.2022384
안말초등학교,초등학교,경기도 성남시 분당구 이매동 118,37.39292913,127.1256923
신백현초등학교,초등학교,경기도 성남시 분당구 백현동 559,37.38744314,127.1118961
안양남초등학교,초등학교,경기도 안양시 동안구 호계동 1215,37.37968554,126.9692153
송곡초등학교,초등학교,충청남도 아산시 염치읍 송곡리 53-1,36.80702091,127.0178698
성신초등학교,초등학교,충청남도 천안시 서북구 성환읍 성환리 449-5,36.9186736,127.1284793
신방초등학교,초등학교,충청남도 천안시 서북구 성환읍 신방리 95,36.92884218,127.0873227
양당초등학교,초등학교,충청남도 천안시 서북구 직산읍 양당리 105,36.87837959,127.1142531
소망초등학교,초등학교,충청남도 천안시 서북구 성거읍 소우리 188-29,36.87604542,127.162049
안양부흥초등학교,초등학교,경기도 안양시 동안구 비산동 1102-8,37.39459658,126.9467243
안양동초등학교,초등학교,경기도 안양시 동안구 비산동 511-85,37.40712724,126.935485
안양신기초등학교,초등학교,경기도 안양시 동안구 호계동 1056-5,37.38140272,126.9572247
승주초등학교,초등학교,전라남도 순천시 승주읍 서평리 546-1,35.01678037,127.3802825
신당초등학교,초등학교,충청남도 홍성군 서부면 남당리 664,36.54762492,126.4733069
소양초등학교,초등학교,전라북도 완주군 소양면 황운리 636-2,35.85648562,127.2340742
안강제일초등학교,초등학교,경상북도 경주시 안강읍 양월리 1146-4,35.9937951,129.2213198
안천초등학교,초등학교,전라북도 진안군 안천면 백화리 875-1,35.9001678,127.5596522
수산초등학교,초등학교,충청북도 제천시 수산면 수산리 349,36.93573471,128.187333
수성초등학교,초등학교,충청북도 청주시 청원구 내수읍 내수리 263-1,36.71884677,127.5269623
소성초등학교,초등학교,전라북도 정읍시 소성면 보화리 178-6,35.55508122,126.7776206
수성초등학교구성분교장,초등학교,충청북도 청주시 청원구 내수읍 구성리 266,36.68946523,127.5146315
신안초등학교,초등학교,경기도 안양시 만안구 안양동 723-1,37.38997176,126.9149709
안양초등학교,초등학교,경기도 안양시 만안구 안양동 378-1,37.39462695,126.9276681
수원다산중학교,중학교,경기도 수원시 영통구 이의동 1368,37.28389533,127.0512367
신어초등학교,초등학교,경상남도 김해시 삼방동 200,35.24380859,128.9113877
신덕초등학교,초등학교,부산광역시 북구 만덕동 947,35.20269573,129.0324336
신창초등학교,초등학교,광주광역시 광산구 신창동 1145,35.19796006,126.8410578
수문초등학교,초등학교,광주광역시 광산구 신창동 1259,35.19428948,126.8368784
신화초등학교,초등학교,충청남도 아산시 영인면 신화리 350,36.88578753,126.9683142
쌍룡초등학교,초등학교,충청남도 아산시 음봉면 쌍룡리 58-1,36.87988466,127.0737098
아산남성초등학교,초등학교,충청남도 아산시 신창면 남성리 119-4,36.78735185,126.9563808
신창초등학교,초등학교,충청남도 아산시 신창면 읍내리 310,36.78003284,126.932608
안양서초등학교,초등학교,경기도 안양시 만안구 안양동 931,37.39696022,126.9113203
안양호암초등학교,초등학교,경기도 안양시 만안구 석수동 221-40,37.42083599,126.9165642
안양부안초등학교,초등학교,경기도 안양시 동안구 관양동 1586-2,37.39804242,126.9544977
송정초등학교,초등학교,경기도 수원시 장안구 송죽동 404,37.29692289,127.0012872
송죽초등학교,초등학교,경기도 수원시 장안구 송죽동 502,37.30060807,127.0061689
신갈초등학교,초등학교,경기도 용인시 기흥구 신갈동 56,37.27341163,127.106699
소현초등학교,초등학교,경기도 용인시 수지구 상현동 854,37.30161607,127.0923584
송정초등학교,초등학교,강원도 동해시 송정동 1058,37.49452915,129.1229464
수봉초등학교,초등학교,충청북도 음성군 음성읍 읍내리 209,36.94019545,127.6929414
쌍봉초등학교,초등학교,충청북도 음성군 금왕읍 쌍봉리 413,37.00302725,127.5421291
수암초등학교,초등학교,울산광역시 남구 신정동 951-1,35.52586118,129.3161549
송간초등학교,초등학교,충청남도 부여군 부여읍 가증리 1,36.30766484,126.9573711
안미초등학교,초등학교,강원도 평창군 대화면 하안미리 1635,37.46009676,128.4344101
신리초등학교,초등학교,강원도 평창군 대화면 신리 574,37.53709625,128.4569061
쌘뽈여자고등학교,고등학교,충청남도 논산시 부창동 1,36.20047383,127.0853708
쌘뽈여자중학교,중학교,충청남도 논산시 부창동 1,36.20063995,127.0854466
안산창촌초등학교,초등학교,경기도 안산시 상록구 건건동 619,37.30769219,126.9045574
안산초등학교,초등학교,경기도 안산시 상록구 수암동 177,37.36475222,126.8780946
안천고등학교,고등학교,전라북도 진안군 안천면 백화리 875-1,35.89994515,127.5596511
술산초등학교,초등학교,전라북도 군산시 임피면 술산리 408-1,35.95784908,126.8614254
신시도초등학교,초등학교,전라북도 군산시 옥도면 신시도리 66,35.81529803,126.450784
양곡고등학교,고등학교,경기도 김포시 양촌읍 양곡리 286-1,37.65902947,126.6251468
수성초등학교,초등학교,부산광역시 동구 수정동 488-3,35.134524,129.0428593
성심보건고등학교,고등학교,부산광역시 해운대구 반송동 248-1 성심보건고등학교,35.22546248,129.1558344
소수중학교,중학교,경상북도 영주시 순흥면 읍내리 370-1,36.91226924,128.5776888
안양덕현초등학교,초등학교,경기도 안양시 동안구 호계동 1101,37.37583188,126.9621849
신길초등학교,초등학교,경기도 안산시 단원구 신길동 1513,37.33565547,126.7806091
안산양지초등학교,초등학교,경기도 안산시 단원구 고잔동 781-1,37.30474399,126.8347977
시곡초등학교,초등학교,경기도 안산시 상록구 사동 1344-2,37.28885333,126.8524523
신명초등학교,초등학교,부산광역시 강서구 명지동 3427,35.0950081,128.9207165
신대초등학교,초등학교,전라남도 순천시 해룡면 신대리 1966,34.93928348,127.5460729
송라초등학교,초등학교,경기도 화성시 매송면 송라리 585,37.27262312,126.8888835
송산초등학교,초등학교,경기도 화성시 송산면 사강리 701,37.21432013,126.7326008
속초고등학교,고등학교,강원도 속초시 장사동 460,38.22504583,128.5837676
속초여자고등학교,고등학교,강원도 속초시 교동 802-1,38.19943735,128.5686979
소룡초등학교,초등학교,전라북도 군산시 소룡동 1341,35.97423343,126.6822716
수원선일초등학교,초등학교,경기도 수원시 권선구 권선동 1276,37.24810892,127.0300082
세류초등학교,초등학교,경기도 수원시 권선구 세류동 63,37.26616435,127.009536
수원신곡초등학교,초등학교,경기도 수원시 권선구 세류동 527,37.25787312,127.0129362
양산고등학교,고등학교,경상남도 양산시 북부동 255,35.34880605,129.0445079
신월초등학교,초등학교,경기도 용인시 수지구 풍덕천동 1097,37.32093608,127.0925871
양벌초등학교,초등학교,경기도 광주시 오포읍 양벌리 290-20,37.3792731,127.256236
신원초등학교,초등학교,경기도 고양시 덕양구 신원동 601 601,37.66775154,126.8854349
신남초등학교,초등학교,강원도 춘천시 칠전동 149,37.84250949,127.7117582
신풍초등학교,초등학교,경기도 수원시 영통구 이의동 1342,37.28280588,127.0136378
수완초등학교,초등학교,광주광역시 광산구 수완동 929,35.19772584,126.8243189
신시도초등학교야미도분교장,초등학교,전라북도 군산시 옥도면 야미도리 18,35.84164245,126.4916128
세종초등학교,초등학교,서울특별시 광진구 군자동 98,37.55288743,127.0733106
안양양지초등학교,초등학교,경기도 안양시 만안구 안양동 977-1,37.3919705,126.9046081
신진초등학교,초등학교,부산광역시 기장군 철마면 고촌리 655,35.24079353,129.1715068
세곡초등학교,초등학교,경기도 수원시 권선구 권선동 1044,37.25611212,127.0280018
수원외국어고등학교,고등학교,경기도 수원시 영통구 이의동 1088-23,37.29607494,127.0347332
수원하이텍고등학교,고등학교,경기도 수원시 영통구 영통동 1049-1,37.25641263,127.0806908
성연중학교,중학교,충청남도 서산시 성연면 평리 299-1,36.83639398,126.4614453
신창중학교,중학교,충청남도 아산시 신창면 오목리 268-4,36.80011845,126.9299867
송원중학교,중학교,경기도 수원시 장안구 송죽동 376,37.29766013,127.0024586
수원북중학교,중학교,경기도 수원시 장안구 영화동 22,37.29557493,127.0209179
송내중앙중학교,중학교,경기도 동두천시 송내동 665,37.8881249,127.0524734
수원제일중학교,중학교,경기도 수원시 팔달구 화서동 5,37.28691746,127.0007739
숙지중학교,중학교,경기도 수원시 팔달구 화서동 652,37.28226974,126.9921735
수원원일중학교,중학교,경기도 수원시 영통구 매탄동 1229-10,37.26556985,127.0532142
신주중학교,중학교,경상남도 양산시 물금읍 범어리 2673-10,35.33480357,129.0148059
신천초등학교,초등학교,부산광역시 북구 구포동 801,35.2002579,129.0083611
신금초등학교,초등학교,부산광역시 북구 금곡동 1109,35.25044663,129.0152805
양덕초등학교,초등학교,부산광역시 북구 덕천동 812,35.20612836,129.0112207
신상중학교,중학교,경상북도 경산시 진량읍 신상리 343-1,35.87491436,128.8210529
성산중학교,중학교,경상남도 창녕군 성산면 정녕리 566,35.61950814,128.4724816
성일정보고등학교,고등학교,경기도 성남시 중원구 성남동 2876,37.43344772,127.1450528
안양서중학교,중학교,경기도 안양시 만안구 안양동 1055-3,37.38567631,126.904519
신기중학교,중학교,경기도 안양시 동안구 호계동 1075-1,37.37887551,126.9589977
안양부흥중학교,중학교,경기도 안양시 동안구 비산동 1102-1,37.39384816,126.9457225
송운초등학교,초등학교,부산광역시 해운대구 반송동 893 송운초등학교,35.22873903,129.1570994
신월중학교,중학교,경상남도 창원시 의창구 신월동 33,35.22909695,128.6936604
송정초등학교,초등학교,부산광역시 해운대구 송정동 935,35.18935983,129.2047686
센텀초등학교,초등학교,부산광역시 해운대구 재송동 1198 센텀초등학교,35.18094056,129.1220778
아화초등학교,초등학교,경상북도 경주시 서면 아화리 282,35.89259212,129.0531522
양북초등학교,초등학교,경상북도 경주시 양북면 어일리 701,35.7854553,129.4443197
신흥중학교,중학교,인천광역시 중구 신흥동3가 7-338,37.45380686,126.6299034
양동초등학교,초등학교,경상북도 경주시 강동면 양동리 65-1,35.99801257,129.2532742
신현여자중학교,중학교,인천광역시 서구 신현동 212-21,37.52055363,126.6644543
송산초등학교,초등학교,전라남도 순천시 별량면 송기리 298,34.85040239,127.4157157
송광초등학교,초등학교,전라남도 순천시 송광면 이읍리 766,34.96166943,127.2676275
신안초등학교,초등학교,경상남도 산청군 신안면 하정리 721,35.30186993,127.9721107
신천초등학교,초등학교,경상남도 산청군 시천면 동당리 75-4,35.25977077,127.780508
안양공업고등학교,고등학교,경기도 안양시 만안구 안양동 881-3,37.39918999,126.9150161
수원정보과학고등학교,고등학교,경기도 수원시 영통구 원천동 78-8,37.27582397,127.049438
안계중학교,중학교,경상북도 의성군 안계면 용기리 1009-1,36.38710314,128.4296597
안심중학교,중학교,대구광역시 동구 서호동 121,35.86713198,128.7099354
시지중학교,중학교,대구광역시 수성구 신매동 583-1,35.83581889,128.7090537
신흥여자중학교,중학교,인천광역시 중구 신흥동3가 7-210,37.45383065,126.6311801
수성중학교,중학교,대구광역시 수성구 파동 2,35.82561415,128.6074106
안의초등학교,초등학교,경상남도 함양군 안의면 당본리 203,35.62951977,127.8092881
신원초등학교,초등학교,경상남도 거창군 신원면 과정리 199-4,35.56649085,127.9252778
시흥중학교,중학교,서울특별시 금천구 시흥동 산 24-15,37.44579338,126.9054161
세일중학교,중학교,서울특별시 금천구 독산동 147-2,37.47442703,126.8957415
숭의중학교,중학교,광주광역시 남구 방림동 50-3,35.12846909,126.9216159
신기초등학교,초등학교,경상남도 양산시 신기동 511-1,35.35208418,129.0403341
신제주초등학교,초등학교,제주특별자치도 제주시 연동 316,33.4829105,126.4977941
성일중학교,중학교,서울특별시 동대문구 제기동 271-41,37.5812877,127.0338291
성원중학교,중학교,서울특별시 성동구 성수동2가 333-17,37.53918773,127.0520959
신원중학교,중학교,서울특별시 양천구 신월동 43-4,37.53668316,126.8242246
양강중학교,중학교,서울특별시 양천구 신월동 499-2,37.52442452,126.849688
성재중학교,중학교,서울특별시 강서구 가양동 1463,37.56938302,126.845729
수명중학교,중학교,서울특별시 강서구 내발산동 757,37.548913,126.8236662
신도림중학교,중학교,서울특별시 구로구 신도림동 311-1,37.5104579,126.8854304
신광초등학교,초등학교,제주특별자치도 제주시 연동 1996-5,33.49171371,126.4843069
신양중학교,중학교,서울특별시 광진구 자양동 57-8,37.53326061,127.0634311
신월중학교,중학교,서울특별시 양천구 신월동 17-6,37.54065764,126.8290847
신정고등학교,고등학교,울산광역시 남구 신정동 1650-1,35.53253473,129.3018209
아림초등학교,초등학교,경상남도 거창군 거창읍 상림리 775,35.68919577,127.9046794
수성고등학교,고등학교,대구광역시 수성구 지산동 1184-3,35.82138395,128.6257144
신등초등학교,초등학교,경상남도 창원시 의창구 대산면 제동리 456-44,35.32006192,128.6991891
솔터고등학교,고등학교,경기도 김포시 마산동 615-6,37.64157214,126.6363545
아산고등학교,고등학교,충청남도 아산시 온천동 30-3,36.78917735,127.0042997
아산전자기계고등학교,고등학교,충청남도 아산시 둔포면 둔포리 235,36.92951649,127.0430787
세마고등학교,고등학교,경기도 오산시 세교동 626,37.18038137,127.0410679
세종고등학교,고등학교,경기도 여주시 상동 144-5,37.2956334,127.6443167
안동중앙고등학교,고등학교,경상북도 안동시 태화동 603-1,36.56071736,128.7095671
압해서초등학교,초등학교,전라남도 신안군 압해읍 대천리 659-1,34.86232596,126.2733459
압해초등학교,초등학교,전라남도 신안군 압해읍 동서리 191,34.86743271,126.3090111
압해동초등학교,초등학교,전라남도 신안군 압해읍 신장리 518-1,34.84107339,126.3547783
안좌초등학교,초등학교,전라남도 신안군 안좌면 읍동리 1014,34.75497004,126.1242393
성의여자고등학교,고등학교,경상북도 김천시 평화동 406-6,36.11899124,128.1121709
성지여자고등학교,고등학교,경상남도 창원시 마산합포구 완월동 206-1,35.19783652,128.5597728
세류중학교,중학교,경기도 수원시 권선구 세류동 207,37.25753801,127.0068494
속초중학교,중학교,강원도 속초시 교동 776-8,38.2048239,128.5728994
속초여자중학교,중학교,강원도 속초시 금호동 625-37,38.20691513,128.584908
성일고등학교,고등학교,전라북도 익산시 황등면 황등리 626-1,36.00781446,126.9468468
신태인고등학교,고등학교,전라북도 정읍시 신태인읍 신태인리 9,35.69236101,126.8921413
신재초등학교,초등학교,부산광역시 해운대구 재송동 1024-1 신재초등학교,35.19143069,129.1227741
신도초등학교,초등학교,부산광역시 해운대구 좌동 1346,35.16931006,129.1672894
신곡초등학교,초등학교,부산광역시 해운대구 좌동 1324,35.16989243,129.1820227
압구정고등학교,고등학교,서울특별시 강남구 압구정동 470,37.53087081,127.0328538
신탄진고등학교,고등학교,대전광역시 대덕구 신탄진동 149-5,36.44896206,127.4364993
야로고등학교,고등학교,경상남도 합천군 야로면 구정리 178,35.70312433,128.1691456
신등고등학교,고등학교,경상남도 산청군 신등면 양전리 43-2,35.38760042,128.013225
성산중학교,중학교,제주특별자치도 서귀포시 성산읍 고성리 1027,33.44349337,126.9104298
신산중학교,중학교,제주특별자치도 서귀포시 성산읍 신산리 963,33.38178665,126.8751604
숙명여자고등학교,고등학교,서울특별시 강남구 도곡동 91,37.49040312,127.0523128
안의고등학교,고등학교,경상남도 함양군 안의면 석천리 93,35.63082918,127.8196937
아림고등학교,고등학교,경상남도 거창군 거창읍 김천리 150,35.67753305,127.9124644
성환고등학교,고등학교,충청남도 천안시 서북구 성환읍 송덕리 55,36.92382051,127.1155928
소양중학교,중학교,전라북도 완주군 소양면 황운리 750,35.85622646,127.2321933
약산중학교,중학교,전라남도 완도군 약산면 장용리 850,34.39286411,126.8984718
송면중학교,중학교,충청북도 괴산군 청천면 이평리 191,36.65963046,127.8747727
소하중학교,중학교,경기도 광명시 소하동 1329,37.44804046,126.887415
숭덕고등학교,고등학교,광주광역시 광산구 월계동 765-7,35.21434389,126.8391261
신등중학교,중학교,경상남도 산청군 신등면 양전리 43-2,35.38832103,128.0129477
세교중학교,중학교,경기도 평택시 세교동 304-11,37.01348068,127.0888084
송탄중학교,중학교,경기도 평택시 지산동 1195,37.0762772,127.0665717
신한중학교,중학교,경기도 평택시 비전동 산 76-12,36.99356942,127.1043051
신철원중학교,중학교,강원도 철원군 갈말읍 지포리 85-2,38.14628934,127.3039663
수원중학교,중학교,경기도 수원시 팔달구 매교동 191,37.26733441,127.0182118
앙성중학교,중학교,충청북도 충주시 앙성면 용포리 172,37.11379554,127.7513308
신니중학교,중학교,충청북도 충주시 신니면 신청리 산 16-1,37.00250511,127.7402735
아영중학교,중학교,전라북도 남원시 아영면 청계리 103,35.50650564,127.6092016
송동중학교,중학교,전라북도 남원시 송동면 신평리 48-3,35.3635493,127.342377
양덕여자중학교,중학교,경상남도 창원시 마산회원구 합성동 16-1,35.24324863,128.5944678
양곡중학교,중학교,경상남도 창원시 성산구 신촌동 32,35.19807291,128.6271727
신림중학교,중학교,강원도 원주시 신림면 신림리 572,37.22995323,128.0874572
송남중학교,중학교,충청남도 아산시 송악면 역촌리 353-1,36.72194672,127.0039285
