공원명,위도,경도,공원면적,제공기관명
문화근린공원,35.1849172,126.9166864,87710.3,광주광역시 북구
두암제1근린공원,35.1651036,126.9376496,13383.5,광주광역시 북구
첨단체육근린공원,35.2205463,126.858765,170920.6,광주광역시 북구
일곡제1근린공원,35.2079754,126.8954453,34840.3,광주광역시 북구
일곡제2근린공원,35.2064997,126.8983947,10315,광주광역시 북구
일곡제3근린공원,35.2025932,126.8962296,14313.6,광주광역시 북구
첨단2주거1호근린공원,35.2077934,126.8613964,34505.3,광주광역시 북구
첨단2산업2호근린공원,35.2014475,126.8636426,48063.4,광주광역시 북구
첨단2주거3호근린공원,35.2123642,126.8575359,22483.2,광주광역시 북구
우산근린공원,35.1756255,126.9263108,133120,광주광역시 북구
본촌근린공원,35.2025321,126.8736607,100811,광주광역시 북구
운암제3 근린공원,35.1802204,126.8758031,11024,광주광역시 북구
영산강대상근린공원,35.2190864,126.8583302,343538.5,광주광역시 북구
운암산 근린공원,35.1838609,126.8680464,368907,광주광역시 북구
태봉어린이공원,35.1629176,126.9030896,2960,광주광역시 북구
미리내어린이공원,35.1598855,126.9081493,2056,광주광역시 북구
운암어린이공원,35.1739887,126.8815165,2496.5,광주광역시 북구
버들어린이공원,35.1724838,126.8837449,3515.4,광주광역시 북구
지우어린이공원,35.1753429,126.8837057,3860.5,광주광역시 북구
신용제1어린이공원,35.1716172,126.8982976,3817.5,광주광역시 북구
효동어린이공원,35.1682873,126.9092391,4205,광주광역시 북구
효죽어린이공원,35.1725538,126.9109512,3529.3,광주광역시 북구
용흥어린이공원,35.1763308,126.9139155,2330,광주광역시 북구
꿈동산어린이공원,35.1771361,126.9331745,2205.9,광주광역시 북구
무등어린이공원,35.1773615,126.9365556,1747.8,광주광역시 북구
희망어린이공원,35.1795632,126.9279029,2578.5,광주광역시 북구
우리어린이공원,35.1802224,126.9212187,1873.1,광주광역시 북구
하백어린이공원,35.1912495,126.8909254,1666,광주광역시 북구
무진어린이공원,35.1705937,126.9358188,1500,광주광역시 북구
부영어린이공원,35.1685849,126.9357164,3414,광주광역시 북구
초롱어린이공원,35.1694497,126.9383265,1674,광주광역시 북구
평교어린이공원,35.1793627,126.9247938,1538.5,광주광역시 북구
그린어린이공원,35.1743275,126.9245834,2326.2,광주광역시 북구
둘리어린이공원,35.1708251,126.9313478,2349.5,광주광역시 북구
새싹어린이공원,35.1741719,126.9320593,2333.6,광주광역시 북구
어울림어린이공원,35.1688205,126.927779,2296.2,광주광역시 북구
반룡어린이공원,35.1799986,126.9026336,1783,광주광역시 북구
봉곡어린이공원,35.179946,126.9000072,1905.1,광주광역시 북구
새봄어린이공원,35.1778426,126.9005515,1801.5,광주광역시 북구
용주어린이공원,35.1821276,126.9041179,1851,광주광역시 북구
고운어린이공원,35.1861634,126.910142,2500.8,광주광역시 북구
박들어린이공원,35.1911912,126.9033484,1803.5,광주광역시 북구
상오치어린이공원,35.1884085,126.9104151,1500.9,광주광역시 북구
하오치어린이공원,35.1857983,126.9073362,3600.8,광주광역시 북구
샛터어린이공원,35.1895154,126.9077179,1500.1,광주광역시 북구
차돌(독)어린이공원,35.1890795,126.9039697,1506.8,광주광역시 북구
군황어린이공원,35.1620517,126.9397288,1544.7,광주광역시 북구
송학어린이공원,35.1644242,126.935629,2509.8,광주광역시 북구
개나리어린이공원,35.1806318,126.9169975,1520.7,광주광역시 북구
사랑어린이공원,35.1784162,126.9183092,1701,광주광역시 북구
용봉어린이공원,35.1823243,126.9142522,1794.2,광주광역시 북구
충효어린이공원,35.1760798,126.9187112,4104.1,광주광역시 북구
현대어린이공원,35.179792,126.919952,1500.4,광주광역시 북구
삼정어린이공원,35.1677221,126.9377518,2410.1,광주광역시 북구
장수어린이공원,35.1619848,126.9384751,1650,광주광역시 북구
느티나무어린이공원,35.1842518,126.9242891,2356.1,광주광역시 북구
늘푸른어린이공원,35.1877446,126.927436,2345.3,광주광역시 북구
동심어린이공원,35.1863179,126.922582,2582.7,광주광역시 북구
문산어린이공원,35.1864689,126.9261857,1500.2,광주광역시 북구
바느실어린이공원,35.1899895,126.9239214,2571.1,광주광역시 북구
소망어린이공원,35.1846753,126.9214515,2551.4,광주광역시 북구
송정어린이공원,35.1907695,126.9213228,3011,광주광역시 북구
오정어린이공원,35.1875112,126.914786,2039.1,광주광역시 북구
장미어린이공원,35.1857752,126.919437,1701.7,광주광역시 북구
진달래어린이공원,35.1870568,126.9201194,1593.9,광주광역시 북구
철쭉어린이공원,35.182419,126.9211151,1606,광주광역시 북구
동산어린이공원,35.1888034,126.8646018,1508.2,광주광역시 북구
산동어린이공원,35.1917183,126.865936,1509,광주광역시 북구
푸른어린이공원,35.1881569,126.8674754,4331.5,광주광역시 북구
한마음어린이공원,35.1882678,126.8695052,1500.5,광주광역시 북구
가작어린이공원,35.1986277,126.8994863,4159.1,광주광역시 북구
당산어린이공원,35.2098103,126.8992014,2479.1,광주광역시 북구
들샘어린이공원,35.2059169,126.8968829,6301.2,광주광역시 북구
비둘기어린이공원,35.2009824,126.8973384,3244.9,광주광역시 북구
삼각어린이공원,35.2007347,126.9013236,2167.6,광주광역시 북구
서일어린이공원,35.2127526,126.9005148,4237.4,광주광역시 북구
소소리어린이공원,35.2108625,126.8919265,2211.7,광주광역시 북구
용수어린이공원,35.2001125,126.895457,2744.8,광주광역시 북구
월산어린이공원,35.2053797,126.8995643,2049.7,광주광역시 북구
일곡어린이공원,35.2085741,126.8928274,1599.6,광주광역시 북구
일동어린이공원,35.2067522,126.8914299,2316.2,광주광역시 북구
한새어린이공원,35.2129687,126.8971236,4468.5,광주광역시 북구
신안북어린이공원,35.1678705,126.8997494,1766.5,광주광역시 북구
용봉동어린이공원,35.1832391,126.9026351,1839.2,광주광역시 북구
용봉동부어린이공원,35.1801464,126.8969721,2764.5,광주광역시 북구
용봉북어린이공원,35.1836928,126.896518,2640,광주광역시 북구
용봉서부어린이공원,35.1774602,126.8926149,1621.2,광주광역시 북구
백일홍어린이공원,35.1828004,126.9249758,2280.1,광주광역시 북구
용봉중앙어린이공원,35.1797992,126.8937886,3396.7,광주광역시 북구
양산 제1어린이공원,35.217929,126.8797516,6671.4,광주광역시 북구
양산 제2어린이공원,35.2151682,126.8840511,2171.4,광주광역시 북구
양산 제3어린이공원,35.2123168,126.8803582,1500,광주광역시 북구
양산 제4어린이공원,35.2019384,126.8760848,3844.6,광주광역시 북구
양산 제5어린이공원,35.2107348,126.8822436,2828,광주광역시 북구
양산 제6어린이공원,35.2094969,126.8767582,1611.4,광주광역시 북구
양산 제7어린이공원,35.2074071,126.8783718,2388.7,광주광역시 북구
양산 제8어린이공원,35.2057965,126.8745952,2061.9,광주광역시 북구
신평어린이공원,35.2106034,126.8713823,2482,광주광역시 북구
첨단2주거 1호어린이공원,35.2106345,126.8582945,3224.1,광주광역시 북구
첨단2주거 2호어린이공원,35.2125496,126.8619682,2633.7,광주광역시 북구
첨단2주거 3호어린이공원,35.2106528,126.8648313,3711.9,광주광역시 북구
첨단2산업체육공원,35.1994359,126.8612305,21176.2,광주광역시 북구
천변공원,35.1604756,126.8944059,424420,광주광역시 북구
일곡근린공원,35.2118651,126.8959124,1066166,광주광역시 북구
양지소공원,35.2047155,126.8815694,686.4,광주광역시 북구
유림소공원,35.174093,126.865337,521,광주광역시 북구
풍향골어린이공원,35.163062,126.928655,4345.8,광주광역시 북구
신평소공원,35.210744,126.871291,450,광주광역시 북구
울산대공원,35.531038,129.293804,3694058,울산시설공단
울산체육공원,35.5326987,129.2622065,1443510,울산시설공단
울산하늘공원,35.4711922,129.1336574,12932.2,울산시설공단
송정,35.146645,126.799576,43140,광주광역시 광산구
무돌,35.158309,126.809359,1629.9,광주광역시 광산구
대덕,35.155539,126.814926,1779.9,광주광역시 광산구
꿈꾸는,35.15495,126.811526,1629.8,광주광역시 광산구
칙칙폭폭,35.152618,126.814668,1630.1,광주광역시 광산구
별빛,35.152644,126.811425,1630.2,광주광역시 광산구
자유,35.1535,126.809042,1630.2,광주광역시 광산구
용아,35.15097,126.803652,1689.8,광주광역시 광산구
다정한,35.150216,126.806493,1630,광주광역시 광산구
하남,35.191494,126.794638,43180.3,광주광역시 광산구
월곡,35.167675,126.814802,22460.2,광주광역시 광산구
산정,35.167664,126.806034,43860,광주광역시 광산구
안청,35.21299,126.803728,74684,광주광역시 광산구
산정중앙,35.168233,126.804403,2192,광주광역시 광산구
다모아,35.170823,126.807205,2231,광주광역시 광산구
햇살,35.174035,126.807158,1689.4,광주광역시 광산구
월곡하늘,35.167316,126.810455,1815,광주광역시 광산구
월곡솔밭,35.168956,126.81452,1736.7,광주광역시 광산구
빛뫼,35.22366,126.819275,1500.7,광주광역시 광산구
꽃밭등,35.221829,126.818913,2721.9,광주광역시 광산구
조형,35.220891,126.817277,1500,광주광역시 광산구
아산,35.222108,126.820857,1500.8,광주광역시 광산구
비아,35.221152,126.822282,1500.2,광주광역시 광산구
도루메,35.130474,126.788838,1585.7,광주광역시 광산구
임방울,35.128361,126.7898,1500,광주광역시 광산구
도담,35.209963,126.834581,2783.6,광주광역시 광산구
우리들,35.212541,126.837574,2952.4,광주광역시 광산구
장고분,35.212878,126.841022,2397.8,광주광역시 광산구
월전,35.131661,126.767931,40038.5,광주광역시 광산구
용동,35.133275,126.75751,38773.8,광주광역시 광산구
용     동,35.129949,126.752011,4480.9,광주광역시 광산구
대상,35.219835,126.847401,46946.1,광주광역시 광산구
무양,35.21092,126.839811,37279.5,광주광역시 광산구
쌍암,35.222207,126.844201,147962.1,광주광역시 광산구
응암,35.218387,126.833388,36558.6,광주광역시 광산구
어등,35.164821,126.807871,5600.2,광주광역시 광산구
수랑,35.159198,126.804868,8300.3,광주광역시 광산구
서작,35.159125,126.811006,1600,광주광역시 광산구
풍영,35.181894,126.837817,1594,광주광역시 광산구
평동역,35.12222,126.763486,15498.8,광주광역시 광산구
원두,35.120772,126.776405,25291.4,광주광역시 광산구
웃음꽃,35.178146,126.818957,1517.4,광주광역시 광산구
목련,35.17611,126.81914,3374.8,광주광역시 광산구
꿈사랑,35.177823,126.822172,2486.5,광주광역시 광산구
뭉게뭉게,35.177751,126.826501,1920.5,광주광역시 광산구
여울빛,35.176585,126.828242,2414.1,광주광역시 광산구
제1풍영정,35.17451,126.812421,23939.3,광주광역시 광산구
제2풍영정,35.177154,126.813321,26266.2,광주광역시 광산구
신가2,35.184856,126.841376,34409.1,광주광역시 광산구
가온,35.185762,126.832012,2302.4,광주광역시 광산구
신가,35.184726,126.832129,2845.9,광주광역시 광산구
천사,35.184017,126.834517,1534,광주광역시 광산구
선광,35.183146,126.836837,1525.7,광주광역시 광산구
아람,35.186193,126.837449,1643.8,광주광역시 광산구
쉼목,35.187477,126.836785,2962.5,광주광역시 광산구
맑은샘,35.17794,126.809402,1500.1,광주광역시 광산구
야호숲,35.173388,126.810754,1500.3,광주광역시 광산구
풍영정천,35.177946,126.814155,1520,광주광역시 광산구
목련무지개,35.177823,126.816099,1518,광주광역시 광산구
방동,35.173676,126.815965,1500.1,광주광역시 광산구
기쁨,35.170384,126.810641,1505.6,광주광역시 광산구
신가,35.182656,126.827883,11950,광주광역시 광산구
운남,35.169419,126.817346,34212.8,광주광역시 광산구
영산강대상,35.209288,126.851911,58953.2,광주광역시 광산구
옥동1,35.125832,126.761382,16644.4,광주광역시 광산구
가족,35.198439,126.838893,10709.8,광주광역시 광산구
역사,35.194427,126.845057,51806.4,광주광역시 광산구
생태,35.194003,126.835931,15329,광주광역시 광산구
가족,35.199208,126.838183,1592.1,광주광역시 광산구
용수,35.19669,126.841967,1842.6,광주광역시 광산구
생태,35.194018,126.834428,1622.3,광주광역시 광산구
솔솔,35.193396,126.838255,1753.4,광주광역시 광산구
초록,35.18883,126.834876,2000,광주광역시 광산구
그린나래,35.189082,126.838159,1500.3,광주광역시 광산구
솔무,35.198779,126.815653,10031.2,광주광역시 광산구
신완,35.198056,126.814272,43091.7,광주광역시 광산구
잿등,35.194024,126.812794,10000.4,광주광역시 광산구
장덕,35.187566,126.813381,37644.8,광주광역시 광산구
원당산,35.19306,126.821296,135509.6,광주광역시 광산구
성덕,35.193749,126.818196,31067.8,광주광역시 광산구
수완호수,35.187949,126.820166,84835.1,광주광역시 광산구
풍영정천변길,35.185279,126.817137,40991.9,광주광역시 광산구
완동,35.199382,126.827591,37027,광주광역시 광산구
수문1,35.195707,126.832976,53315.2,광주광역시 광산구
고래실,35.195363,126.829655,24936.4,광주광역시 광산구
너른배미,35.193484,126.827176,10015,광주광역시 광산구
은빛,35.187949,126.825979,10025.4,광주광역시 광산구
아름,35.184557,126.825868,14254.5,광주광역시 광산구
라온,35.211699,126.846961,1556.2,광주광역시 광산구
첨단강변,35.211662,126.850903,1559.3,광주광역시 광산구
월봉,35.208547,126.846934,1559.9,광주광역시 광산구
경암,35.179604,126.800859,64834.9,광주광역시 광산구
역산,35.169465,126.800356,24580,광주광역시 광산구
장수천,35.175959,126.802889,10119,광주광역시 광산구
한우물,35.177846,126.796366,1551.2,광주광역시 광산구
경암,35.178113,126.802568,1535.5,광주광역시 광산구
따사로움,35.174206,126.799937,1507.3,광주광역시 광산구
부엉,35.174213,126.801872,1500,광주광역시 광산구
역산,35.170097,126.800394,2206.7,광주광역시 광산구
옥동2,35.125316,126.763062,29733.4,광주광역시 광산구
새골풀,35.200794,126.812968,1500.7,광주광역시 광산구
고실,35.201014,126.81673,1764.3,광주광역시 광산구
신완,35.198243,126.812666,1754.9,광주광역시 광산구
꽃방울,35.196658,126.818089,1510.8,광주광역시 광산구
잿등,35.19358,126.813505,1500.1,광주광역시 광산구
우주선,35.19179,126.813109,1500.3,광주광역시 광산구
보물선,35.19333,126.816083,5999.5,광주광역시 광산구
골옷,35.189801,126.811749,1500.1,광주광역시 광산구
장덕,35.187943,126.813749,1554.3,광주광역시 광산구
성덕,35.188007,126.816605,2110.4,광주광역시 광산구
해님,35.18313,126.813191,1605.6,광주광역시 광산구
장자울,35.181321,126.81042,1568.4,광주광역시 광산구
버들,35.181622,126.816752,1500.7,광주광역시 광산구
솔빛,35.200789,126.822659,1500,광주광역시 광산구
수완,35.198617,126.82474,1500.1,광주광역시 광산구
해솔,35.192783,126.824698,1500,광주광역시 광산구
솟대,35.192635,126.831013,2151.9,광주광역시 광산구
동심,35.189306,126.830906,1500,광주광역시 광산구
새터,35.188679,126.830225,1553.4,광주광역시 광산구
은빛,35.186619,126.825886,2517,광주광역시 광산구
아름,35.184825,126.823042,1502,광주광역시 광산구
성곽,35.181145,126.820494,3023.6,광주광역시 광산구
선운,35.14595,126.773579,59093.6,광주광역시 광산구
북두칠성,35.147605,126.771664,1639.6,광주광역시 광산구
우주,35.146378,126.775354,1509.1,광주광역시 광산구
무지개,35.14652,126.778553,1585,광주광역시 광산구
풍물,35.150298,126.776147,3388.5,광주광역시 광산구
선운소공원,35.148721,126.771813,810.8,광주광역시 광산구
송산,35.160084,126.735996,597960,광주광역시 광산구
천하,35.130954,126.751466,13035.2,광주광역시 광산구
하신,35.18801,126.797158,30158,광주광역시 광산구
대연공원,35.140147,129.094511,55227,부산광역시 남구
당곡공원,35.125023,129.091385,75465,부산광역시 남구
대일어린이공원,35.134079,129.095471,422.1,부산광역시 남구
못골어린이공원,35.139799,129.090081,499.8,부산광역시 남구
솔밭어린이공원,35.120074,129.109518,1500.2,부산광역시 남구
UN공원,35.127677,129.098688,176486,부산광역시 남구
지게골어린이공원,35.141946,129.079359,1654,부산광역시 남구
문현어린이공원,35.142741,129.073677,364,부산광역시 남구
개나리어린이공원,35.138072,129.073376,370,부산광역시 남구
통일동산어린이공원,35.139757,129.073124,479,부산광역시 남구
이기대공원,35.122594,129.119861,1924935,부산광역시 남구
대연2공원,35.130813,129.082289,51000,부산광역시 남구
용호공원,35.132325,129.114819,10052,부산광역시 남구
가로공원,35.130716,129.107511,13398,부산광역시 남구
어린이공원,35.137571,129.079331,2309.1,부산광역시 남구
어린이공원,35.147056,129.073571,2157,부산광역시 남구
어린이공원,35.145593,129.071143,1608,부산광역시 남구
어린이공원,35.132801,129.083628,2017,부산광역시 남구
우암1어린이공원,35.128261,129.078947,3953,부산광역시 남구
우암2소공원,35.126993,129.075044,660,부산광역시 남구
소공원,35.121729,129.090301,283,부산광역시 남구
어린이공원,35.125903,129.091277,1625,부산광역시 남구
어린이공원,35.121966,129.090047,1864.6,부산광역시 남구
평화공원,35.125799,129.100337,32015,부산광역시 남구
어린이공원,35.112869,129.111521,2118.8,부산광역시 남구
어린이공원,35.117698,129.083951,4247,부산광역시 남구
어린이공원,35.112435,129.083749,8562,부산광역시 남구
소공원,35.129158,129.071761,1269,부산광역시 남구
오륙도해맞이소공원,35.102539,129.122349,10659,부산광역시 남구
소공원,35.122391,129.114843,437,부산광역시 남구
소공원,35.121847,129.115151,2434,부산광역시 남구
소공원,35.143052,129.066072,4175,부산광역시 남구
소공원,35.127351,129.072618,650,부산광역시 남구
문화공원A,35.148345,129.064098,3543,부산광역시 남구
문화공원,35.139525,129.103957,6811,부산광역시 남구
대연혁신도시 어린이공원,35.142273,129.099601,4330.6,부산광역시 남구
대동골소공원,35.151402,129.088713,1227,부산광역시 남구
문화공원B,35.146713,129.064177,2257,부산광역시 남구
감만당집마루 소공원,35.112918,129.080306,1193,부산광역시 남구
무제등소공원,35.107143,129.104494,4955,부산광역시 남구
소공원,35.137819,129.106734,2310,부산광역시 남구
괴항공원,35.1508512,128.2530814,7415,경상남도 함안군
아라공원,35.1601934,128.2424612,284017,경상남도 함안군
검암공원,35.1610743,128.2525361,2270,경상남도 함안군
사적공원,35.1638612,128.2431701,12840,경상남도 함안군
도항1공원,35.1623701,128.2408189,1643,경상남도 함안군
도항2공원,35.1613512,128.2401297,1503,경상남도 함안군
대치공원,35.2135836,128.2925916,14449,경상남도 함안군
대치공원,35.2207548,128.2839432,48664,경상남도 함안군
입곡문화공원,35.1531737,128.2653713,60250,경상남도 함안군
서촌공원,35.1419698,128.2526236,3120,경상남도 함안군
쌈지공원,35.1633612,128.2437131,4059,경상남도 함안군
구혜공원,35.356323,128.433735,48664,경상남도 함안군
호국공원,35.227711,128.335998,3275,경상남도 함안군
연꽃테마공원,35.280833,128.394764,109800,경상남도 함안군
오곡1공원(아파트 내),35.2765704,128.520214,3325,경상남도 함안군
오곡2공원,35.277075,128.517592,3753,경상남도 함안군
입곡어린이공원,35.264142,128.448863,2000,경상남도 함안군
남구공원(LH내),35.1803758,128.3131512,2000,경상남도 함안군
1호공원(봉황공원),35.623654,127.283179,962.743,전라북도 임실군
1호근린공원,35.534365,127.318625,588,전라북도 임실군
1호사선대공원,35.669836,127.275512,194.2,전라북도 임실군
2호근린공원,35.5505401,127.322727,264,전라북도 임실군
3호근린공원,35.537077,127.329069,42.14,전라북도 임실군
운암 근린공원,35.660904,127.158306,5.052,전라북도 임실군
4호원동산어린이공원,35.537077,127.329069,2.4,전라북도 임실군
5호공원,35.544243,127.320793,4.25,전라북도 임실군
관촌어린이공원,35.676412,127.272542,1.639,전라북도 임실군
운암 소공원,35.659008,127.161263,1.092,전라북도 임실군
한진공원,37.421883,126.651779,993.2,인천광역시 연수구
선학공원,37.423824,126.699185,9132,인천광역시 연수구
능허대공원,37.425586,126.6449,12363,인천광역시 연수구
두리공원,37.424193,126.695598,1591.1,인천광역시 연수구
승기공원,37.419438,126.698372,7545.8,인천광역시 연수구
은행나무공원,37.420872,126.697607,4452.7,인천광역시 연수구
학공원,37.420077,126.697,2322.1,인천광역시 연수구
마리공원,37.426079,126.682458,5354.8,인천광역시 연수구
문남공원,37.421345,126.683188,21810.9,인천광역시 연수구
연일공원,37.419663,126.691854,5037.7,인천광역시 연수구
용담공원,37.418579,126.674208,30112.3,인천광역시 연수구
청학공원,37.416022,126.675115,10681.2,인천광역시 연수구
솔밭공원,37.416298,126.6903,28549.3,인천광역시 연수구
솔안공원,37.411616,126.682516,13580.7,인천광역시 연수구
양지공원,37.415099,126.678723,10253.6,인천광역시 연수구
대학공원,37.421423,126.686352,103616.6,인천광역시 연수구
문화공원,37.417376,126.68144,41908.8,인천광역시 연수구
동춘공원,37.408877,126.669727,10000.1,인천광역시 연수구
동막공원,37.403544,126.673311,10000.1,인천광역시 연수구
부수지공원,37.407864,126.678216,19001.3,인천광역시 연수구
함박공원,37.422377,126.681442,5028,인천광역시 연수구
효정공원,37.423386,126.672031,5994,인천광역시 연수구
일단지공원,37.41986,126.678429,1659.5,인천광역시 연수구
늘봄공원,37.41305,126.678237,2456.4,인천광역시 연수구
샘말공원,37.414,126.680396,2625.1,인천광역시 연수구
백제우물공원,37.426352,126.670127,1500,인천광역시 연수구
성호공원,37.423166,126.66787,2990.3,인천광역시 연수구
시대공원,37.422564,126.670804,5928.6,인천광역시 연수구
안골공원,37.429508,126.664387,1446.7,인천광역시 연수구
이야기공원,37.426472,126.668873,1500.2,인천광역시 연수구
중앙공원,37.428725,126.668238,1500.1,인천광역시 연수구
청담공원,37.418519,126.672953,3027.6,인천광역시 연수구
하나공원,37.41912,126.670526,6199.9,인천광역시 연수구
봉재공원,37.406618,126.667579,4915.4,인천광역시 연수구
청은공원,37.413609,126.672493,4337.2,인천광역시 연수구
풍림공원,37.399789,126.671922,5137.9,인천광역시 연수구
동남공원,37.402655,126.668973,3000.1,인천광역시 연수구
청량공원,37.410961,126.673744,8583,인천광역시 연수구
느티나무공원,37.426552,126.696997,1500.2,인천광역시 연수구
원도장공원,37.429974,126.696615,1500,인천광역시 연수구
선유공원,37.424119,126.696752,1505.5,인천광역시 연수구
솔샘공원,37.423543,126.665338,1467.1,인천광역시 연수구
승정공원,37.425763,126.664131,1500,인천광역시 연수구
향나무공원,37.425686,126.661709,1462.4,인천광역시 연수구
옥련공원,37.425038,126.653811,1425.1,인천광역시 연수구
연수체육공원,37.407803,126.685517,20000,인천광역시 연수구
송도  12호 어린이공원,37.39782,126.638141,1500.1,인천광역시 연수구
송도  13호 어린이공원,37.394908,126.642417,1499.8,인천광역시 연수구
국제화복합단지 1호 근린공원,37.386552,126.671238,83568.7,인천광역시 연수구
먼우금공원(송도1호),37.395185,126.653594,1499.8,인천광역시 연수구
꽃마을공원(송도2호),37.392346,126.650718,1498,인천광역시 연수구
파도놀이공원(송도3호),37.392985,126.656993,1449.4,인천광역시 연수구
뱃놀이공원(송도4호),37.390955,126.654945,1499.7,인천광역시 연수구
도담공원(송도5호),37.390439,126.661327,1488.2,인천광역시 연수구
새터공원(송도6호),37.388664,126.658453,1500.1,인천광역시 연수구
새싹공원,37.426261,126.649738,2362,인천광역시 연수구
새롬공원(송도27호),37.378433,126.641846,11778.2,인천광역시 연수구
송도  8호 어린이공원,37.380538,126.645541,5593.5,인천광역시 연수구
송도  9호 어린이공원,37.378233,126.64894,1500.2,인천광역시 연수구
청룡공원,37.423347,126.658036,5000,인천광역시 연수구
송도31호공원,37.383876,126.619016,33476.8,인천광역시 연수구
송도33호공원,37.399676,126.627661,39089.1,인천광역시 연수구
첨단산업클러스터단지 1호 근린공원,37.362684,126.649649,22029.1,인천광역시 연수구
첨단산업클러스터단지 2호 근린공원,37.362047,126.650388,22088.1,인천광역시 연수구
송도  10호 어린이공원,37.402842,126.64242,1999.9,인천광역시 연수구
송도  14호 어린이공원,37.38802,126.63117,1500.3,인천광역시 연수구
송도  17호 어린이공원,37.397059,126.629851,8838.4,인천광역시 연수구
송도  11호 어린이공원,37.399754,126.646708,2000.1,인천광역시 연수구
송도  16호 어린이공원,37.382135,126.631567,1499.7,인천광역시 연수구
테크노파크(T.P.)확대조성단지 2호 소공원,37.379689,126.661678,5150.7,인천광역시 연수구
테크노공원(송도7호),37.385578,126.651069,4369.8,인천광역시 연수구
푸른송도배수지공원,37.400844,126.663297,20548,인천광역시 연수구
첨단산업클러스터3호 근린공원,37.373488,126.657558,30161,인천광역시 연수구
첨단산업클러스터2호어린이공원,37.373741,126.657405,9065,인천광역시 연수구
송도누리공원공원,37.378907,126.655236,55703.9,인천광역시 연수구
대암공원,37.416205,126.654252,3307.5,인천광역시 연수구
첨단산업클러스터5호 근린공원,37.372046,126.656419,10424.4,인천광역시 연수구
국제화복합단지 2호 근린공원,37.384148,126.660017,14180.4,인천광역시 연수구
국제화복합단지 3호 근린공원,37.382796,126.663586,14574.5,인천광역시 연수구
국제화복합단지 4호 근린공원,37.381693,126.665653,19350.3,인천광역시 연수구
청학사거리공원,37.425629,126.668916,1334.5,인천광역시 연수구
안말공원,36.3976741,127.7307936,1500,충청북도 보은군
관기공원,36.4361914,127.8161476,47000,충청북도 보은군
관기공원,36.4387354,127.8171611,2500,충청북도 보은군
1호공원,36.4615651,127.8035284,33045,충청북도 보은군
장내공원,36.4777856,127.7691287,2275,충청북도 보은군
동산공원,36.5775118,127.6584416,1421,충청북도 보은군
사내공원,36.5326975,127.8226114,50909,충청북도 보은군
소공원1,36.4288952,127.7280648,2960,충청북도 보은군
소공원2,36.4298239,127.7326944,1942,충청북도 보은군
소공원3,36.4240928,127.7306318,1804,충청북도 보은군
수변공원,36.4301335,127.7292684,7468,충청북도 보은군
이평공원,36.4803871,127.7286643,153000,충청북도 보은군
죽전공원,36.4770777,127.7142164,233000,충청북도 보은군
장신공원,36.4825365,127.7089624,61170,충청북도 보은군
삼산공원,36.4846071,127.7136611,4100,충청북도 보은군
죽전공원,36.4782181,127.7174363,1700,충청북도 보은군
뱃들공원,36.4869023,127.7216294,19000,충청북도 보은군
교사공원,36.4894881,127.7120762,5300,충청북도 보은군
향교공원,36.4938474,127.7128784,68000,충청북도 보은군
부수공원,36.4897464,127.5986334,154400,충청북도 보은군
중앙공원,36.4990471,127.5975687,87900,충청북도 보은군
회인공원,36.4932151,127.5929644,30400,충청북도 보은군
용촌공원,36.4980355,127.5918253,3150,충청북도 보은군
부수공원,36.4897825,127.5997169,1500,충청북도 보은군
중앙공원,36.4914358,127.5960977,2230,충청북도 보은군
원남공원,36.4002193,127.7300335,69280,충청북도 보은군
상가리공원,36.3974089,127.7247523,40490,충청북도 보은군
월촌공원,36.3978184,127.7264543,1500,충청북도 보은군
사우택지6(김포어린이11),37.619567,126.718165,3042,경기도 김포시
천둥공원(고촌10호),37.601921,126.769063,39409,경기도 김포시
학운2어린이47,37.613159,126.604448,4651,경기도 김포시
사우택지5(김포어린이10),37.621805,126.715035,2521,경기도 김포시
김포어린이30,37.633241,126.678747,3084,경기도 김포시
김포어린이31,37.636097,126.675592,4301,경기도 김포시
고촌물류단지(35호),37.597344,126.782499,15586,경기도 김포시
고촌물류단지(36호),37.592925,126.789999,12706,경기도 김포시
한강소공원22,37.642249,126.641989,1482,경기도 김포시
김포어린이35,37.614723,126.727226,1501,경기도 김포시
김포어린이37,37.610664,126.725416,1500,경기도 김포시
김포어린이41,37.608737,126.731874,2000,경기도 김포시
풍무2지구(김포26호),37.611717,126.730227,29054,경기도 김포시
풍무2지구(김포27호),37.608864,126.729268,34435,경기도 김포시
풍년근린공원(김포5호),37.624404,126.720032,10712,경기도 김포시
사우근린공원(김포6호),37.622893,126.723971,9898,경기도 김포시
걸포근린공원(김포3호),37.638067,126.706824,148600,경기도 김포시
신향근린공원(김포4호),37.633092,126.708861,14104,경기도 김포시
삼환공원(김포어린이4),37.627768,126.701252,4149,경기도 김포시
김포소공원50,37.634281,126.707401,1265,경기도 김포시
학운2체육공원4,37.613159,126.604448,10275,경기도 김포시
학운2소공원51,37.613159,126.604448,5407,경기도 김포시
학운(2)산단(42호),37.613159,126.604448,19829,경기도 김포시
신화공원(김포어린이3),37.625594,126.701173,4751,경기도 김포시
봉화공원(김포어린이5),37.627469,126.704206,2357,경기도 김포시
한강소공원16,37.659337,126.683227,528,경기도 김포시
김포소공원30,37.620818,126.705252,1320,경기도 김포시
김포어린이46,37.620085,126.702591,1776,경기도 김포시
