공원명,위도,경도,공원면적,제공기관명
용두산공원,35.1002526,129.032771,70812,부산광역시 중구
중앙공원,35.1096029,129.028064,229041,부산광역시 중구
영주어린이공원,35.1115211,129.0307744,198,부산광역시 중구
함지골공원,35.0806768,129.0250074,792812,부산광역시 영도구
동삼공원,35.073341,129.0323256,15995,부산광역시 영도구
동삼혁신지구근린공원,35.0503993,129.0563287,10603,부산광역시 영도구
절영어린이공원,35.0718573,129.0523518,5946,부산광역시 영도구
상리어린이공원,35.0718573,129.0523518,3852,부산광역시 영도구
일산봉어린이공원,35.0860798,129.0609568,1878,부산광역시 영도구
광명어린이공원,35.0842584,129.0606194,3165,부산광역시 영도구
팔각어린이공원,35.0874136,129.0601671,1511,부산광역시 영도구
중리어린이공원,35.0747356,129.0627111,1502,부산광역시 영도구
와치어린이공원,35.0758196,129.0677495,1516,부산광역시 영도구
푸른어린이공원,35.0740081,129.0588366,1514,부산광역시 영도구
동삼동 소공원,35.0811465,129.0671636,9989,부산광역시 영도구
하리지구 소공원,35.06972055,129.0815802,870,부산광역시 영도구
하리지구 소공원,35.06865839,129.0824214,2067,부산광역시 영도구
하리지구 소공원,35.06968254,129.0828077,625,부산광역시 영도구
추풍령공원,36.2158764,128.003072,32770,충청북도 영동군
중앙공원,36.1757238,127.7888865,456874,충청북도 영동군
상용공원,36.271189,127.8162272,141055,충청북도 영동군
교동공원,36.2382106,127.9137711,83690,충청북도 영동군
용산공원,36.2639494,127.8330457,123522,충청북도 영동군
남성공원,36.2285111,127.9150744,88054,충청북도 영동군
용두공원,36.1680436,127.7856138,209196,충청북도 영동군
구촌어린이집,36.2608324,127.8270796,3995,충청북도 영동군
남성어린이집,36.2326301,127.9103163,3095,충청북도 영동군
노근리평화공원,36.2134369,127.8808985,132240,충청북도 영동군
주곡산단,36.1682576,127.8215598,13416,충청북도 영동군
1호 근린공원,36.2944221,127.8117405,73571,충청북도 영동군
2호 소공원,36.2887085,127.8137302,1553,충청북도 영동군
3호 근린공원,36.2948074,127.8149093,12601,충청북도 영동군
4호 소공원,36.289637,127.8098772,1800,충청북도 영동군
동정어린이집,36.173648,127.7867369,1600,충청북도 영동군
초전공원,35.9220709,128.2832708,74000,경상북도 성주군
가천공원,35.88275045,128.1674113,26100,경상북도 성주군
백전공원,35.96961912,128.2599127,35280,경상북도 성주군
성밖숲공원,35.91625048,128.2794456,26450,경상북도 성주군
학산공원,35.93828351,128.2881028,15000,경상북도 성주군
세록공원,35.92712369,128.2766026,32378,경상북도 성주군
성산소공원,35.9182996,128.2934199,750,경상북도 성주군
금산소공원,35.94396552,128.2849812,658,경상북도 성주군
학산소공원,35.9386935,128.2972273,4180,경상북도 성주군
창천공원 1호,35.88433295,128.1644401,2060,경상북도 성주군
창천공원 2호,35.88449155,128.1688942,1600,경상북도 성주군
창천공원 3호,35.92190083,128.2900573,1500,경상북도 성주군
예산공원 2,35.92292982,128.2814898,3510,경상북도 성주군
경산공원,35.91999524,128.2811854,2000,경상북도 성주군
사곡공원,35.91999524,128.2811854,1968,경상북도 성주군
성산공원,35.91874621,128.2904404,1700,경상북도 성주군
사곡공원,35.88694241,128.1607573,1400,경상북도 성주군
예산공원 3,35.92621782,128.2844768,1600,경상북도 성주군
백전공원 2,35.92185864,128.0925404,2975,경상북도 성주군
성산어린이공원,35.9182996,128.2934199,1510,경상북도 성주군
용정공원,35.8067816,128.4903444,1430,경상북도 성주군
고분군사적공원,35.90626741,128.298736,207089,경상북도 성주군
학산체육공원,35.94080893,128.2909231,20689,경상북도 성주군
중앙공원,37.3480572,126.7355548,37836,경기도 시흥시
서촌공원,37.3486016,126.7271088,10064,경기도 시흥시
희망공원,37.3363322,126.7174086,126984,경기도 시흥시
젊음과패기의 공원,37.3486016,126.7271088,10647,경기도 시흥시
평안공원,37.3398917,126.7453041,10019,경기도 시흥시
소망공원,37.3368206,126.7177816,76148,경기도 시흥시
송운공원,37.359972,126.729861,10113,경기도 시흥시
군서공원,37.3471517,126.7513245,11106,경기도 시흥시
큰솔공원,37.3418828,126.7565451,12758,경기도 시흥시
동보공원,37.355046,126.716478,10009,경기도 시흥시
함현공원,37.36532752,126.732849,12141,경기도 시흥시
나래솔공원,37.323169,126.7041122,10044,경기도 시흥시
산들공원,37.346067,126.780876,27413,경기도 시흥시
산현공원,37.373655,126.850165,89676,경기도 시흥시
목감공원,37.385885,126.861181,15152,경기도 시흥시
하늬공원,37.318331,126.698897,10797,경기도 시흥시
비둘기공원,37.4417135,126.7941854,63283,경기도 시흥시
웃터골공원,37.4443424,126.8013769,10120,경기도 시흥시
샛말공원,37.3934973,126.8043802,11079,경기도 시흥시
태평공원,37.388604,126.81425,10404,경기도 시흥시
솔숲공원,37.4188829,126.7917141,22070,경기도 시흥시
제1호공원,37.37617,126.81254,20060,경기도 시흥시
영모재공원,37.369526,126.817198,107778,경기도 시흥시
승지공원,37.371926,126.812571,10842,경기도 시흥시
중앙공원,37.368046,126.813871,17367,경기도 시흥시
능골공원,37.365668,126.808324,20260,경기도 시흥시
옥구공원,37.355049,126.713225,334910,경기도 시흥시
배곧생명,37.371841,126.722795,232456,경기도 시흥시
두드림,37.377586,126.7294796,46561,경기도 시흥시
차오름,37.374055,126.731032,25576,경기도 시흥시
해미공원,37.327341,126.699828,32706,경기도 시흥시
물비늘,37.321365,126.70991,13750,경기도 시흥시
사랑공원,37.355498,126.733836,1650,경기도 시흥시
시흥공원,37.352046,126.730352,1650,경기도 시흥시
해공원,37.341826,126.755992,2685,경기도 시흥시
새싹공원,37.340119,126.751166,2278,경기도 시흥시
달공원,37.345364,126.754788,1987,경기도 시흥시
별공원,37.345807,126.7508126,1794,경기도 시흥시
꿈동산공원,37.342595,126.747852,1929,경기도 시흥시
무지개공원,37.346693,126.746805,1822,경기도 시흥시
연못공원,37.348645,126.744683,2092,경기도 시흥시
군서희망공원,37.345816,126.742512,2187,경기도 시흥시
정왕1공원,37.35725,126.752319,1800,경기도 시흥시
정왕2공원,37.358902,126.754915,1772,경기도 시흥시
정왕3공원,37.353157,126.740217,1899,경기도 시흥시
정왕4공원,37.353887,126.743114,1697,경기도 시흥시
정왕5공원,37.352024,126.743859,1798,경기도 시흥시
정왕6공원,37.352727,126.745723,1700,경기도 시흥시
옥터공원,37.346508,126.689589,1534,경기도 시흥시
오이도공원,37.341728,126.689961,1852,경기도 시흥시
함현공원,37.365875,126.735853,1621,경기도 시흥시
함송공원,37.363259,126.734233,1694,경기도 시흥시
온들녘공원,37.361183,126.731569,1590,경기도 시흥시
풀잎사랑공원,37.358559,126.7293,1638,경기도 시흥시
서해공원,37.354631,126.724697,1650,경기도 시흥시
생금공원,37.350733,126.758192,7360,경기도 시흥시
죽율공원,37.34804,126.762264,1806,경기도 시흥시
안골공원,37.349045,126.785732,1579,경기도 시흥시
내곡공원,37.348184,126.783338,1604,경기도 시흥시
한우물공원,37.344966,126.783233,1595,경기도 시흥시
석곡공원,37.343985,126.780878,1601,경기도 시흥시
거모공원,37.342961,126.784341,1772,경기도 시흥시
태봉공원,37.342178,126.786609,1600,경기도 시흥시
도일공원,37.340033,126.785692,1500,경기도 시흥시
도담공원,37.374703,126.841897,1556,경기도 시흥시
해찬공원,37.372947,126.847813,1517,경기도 시흥시
을미공원,37.371549,126.854846,1557,경기도 시흥시
수풀안공원,37.379521,126.863715,1697,경기도 시흥시
꿈자람공원,37.383437,126.86445,1522,경기도 시흥시
꿈누리공원,37.319325,126.697642,2266,경기도 시흥시
꿈자람공원,37.316339,126.702442,1907,경기도 시흥시
꿈물결공원,37.317932,126.696343,2341,경기도 시흥시
은행공원,37.442401,126.798511,1774,경기도 시흥시
관곡공원,37.399603,126.800535,1626,경기도 시흥시
성마루공원,37.391015,126.805525,3200,경기도 시흥시
연꽃공원,37.395772,126.810882,2420,경기도 시흥시
하상공원,37.391861,126.8138791,6460,경기도 시흥시
새재공원,37.382779,126.801498,1660,경기도 시흥시
매꼴공원,37.381162,126.780663,7524,경기도 시흥시
진말공원,37.378173,126.787347,7524,경기도 시흥시
장곡공원,37.378731,126.783874,3284,경기도 시흥시
새싹공원,37.381117,126.78249,3240,경기도 시흥시
해가든공원,37.420317,126.795529,1500,경기도 시흥시
목실공원,37.373611,126.813335,3387,경기도 시흥시
실개울공원,37.365512,126.810374,5351,경기도 시흥시
가래울공원,37.365225,126.813735,9351,경기도 시흥시
시화 1소공원,37.348099,126.748363,2370,경기도 시흥시
시화 2소공원,37.357584,126.73397,2322,경기도 시흥시
파코스,37.345086,126.785128,1620,경기도 시흥시
물왕소공원,37.376977,126.845275,1421,경기도 시흥시
남왕소공원,37.383354,126.860952,882,경기도 시흥시
연성1지구 소공원,37.390815,126.810238,5310,경기도 시흥시
하중 소공원,37.391297,126.80724,2810,경기도 시흥시
문화공원,37.333798,126.745568,14346,경기도 시흥시
새늘공원,37.378081,126.846012,4653,경기도 시흥시
문화2공원,37.378122,126.846823,4222,경기도 시흥시
정왕동 체육3공원,37.337666,126.7541695,112983,경기도 시흥시
정왕동 체육4공원,37.364915,126.730508,11676,경기도 시흥시
정왕동 체육5공원,37.364027,126.728631,10117,경기도 시흥시
다니공원,37.376216,126.856281,12096,경기도 시흥시
새미공원,37.377628,126.857858,15911,경기도 시흥시
힘찬공원,37.3180683,126.718331,38552,경기도 시흥시
나래농업공원,37.312859,126.720766,10002,경기도 시흥시
한울공원,37.355356,126.701963,330112,경기도 시흥시
은계중앙공원(3호근린),37.441459,126.800828,37295,경기도 시흥시
신천근린공원,37.435741,126.785457,24860,경기도 시흥시
지산공원,35.820333,128.632447,3315,대구광역시 수성구
현대공원,35.8224894,128.6252836,2237.4,대구광역시 수성구
거성공원,35.8196881,128.6356262,1643.8,대구광역시 수성구
국화공원,35.867998,128.649043,1407.6,대구광역시 수성구
진달래공원,35.867998,128.649043,2844.9,대구광역시 수성구
만촌공원,35.85085,128.653092,1326,대구광역시 수성구
봉선화공원,35.850604,128.650317,1501.4,대구광역시 수성구
민들레공원,35.867998,128.649043,1599.1,대구광역시 수성구
말뫼공원,35.825407,128.626524,1524,대구광역시 수성구
보성공원,35.821145,128.643529,1714.5,대구광역시 수성구
용지공원,35.82087,128.646427,1654,대구광역시 수성구
새마을공원,35.857851,128.619641,1650.9,대구광역시 수성구
범어재공원,35.86549,128.619889,1146.9,대구광역시 수성구
호돌이공원,35.861041,128.620089,1717.7,대구광역시 수성구
계림공원,35.863473,128.638031,666.1,대구광역시 수성구
샛별공원,35.870459,128.643492,993.1,대구광역시 수성구
청구공원,35.863426,128.64594,660.2,대구광역시 수성구
동원공원,35.862218,128.643211,475.7,대구광역시 수성구
광명공원,35.860199,128.641572,728.9,대구광역시 수성구
무열공원,35.865661,128.64785,659.2,대구광역시 수성구
동신공원,35.8474522,128.6185181,1982.2,대구광역시 수성구
수목공원,35.8491393,128.6182606,1976.5,대구광역시 수성구
황금공원,35.845678,128.6188829,1993.1,대구광역시 수성구
마산공원,35.811062,128.654525,1601.7,대구광역시 수성구
배수지공원,35.8159819,128.6481283,1510,대구광역시 수성구
중앙공원,35.8183005,128.6431953,2273.6,대구광역시 수성구
관계지공원,35.8143855,128.6397192,3315.9,대구광역시 수성구
범물공원,35.8171696,128.6442039,1588.9,대구광역시 수성구
삼주공원,35.8158733,128.6428413,4213.6,대구광역시 수성구
청솔공원,35.836675,128.706066,1835.3,대구광역시 수성구
신기공원,35.837622,128.709608,1451.4,대구광역시 수성구
동서공원,35.834319,128.705562,2059.4,대구광역시 수성구
두성공원,35.833657,128.705205,1939.2,대구광역시 수성구
두리공원,35.837622,128.709608,1710.9,대구광역시 수성구
삼각공원,35.843632,128.707552,1702.9,대구광역시 수성구
나래공원,35.843694,128.700098,1582.8,대구광역시 수성구
누리공원,35.841838,128.705943,5671.8,대구광역시 수성구
고산공원,35.844868,128.694859,2015,대구광역시 수성구
세각단공원,35.8266954,128.6330244,1924,대구광역시 수성구
무학공원,35.8249773,128.6397246,1525.8,대구광역시 수성구
지봉공원,35.8230983,128.6396817,2049,대구광역시 수성구
수동공원,35.8252992,128.6371926,1502.9,대구광역시 수성구
에덴공원,35.821602,128.632429,6983.8,대구광역시 수성구
청산공원,35.8235159,128.6274293,1493.4,대구광역시 수성구
화성공원,35.8254819,128.6294034,1529.1,대구광역시 수성구
달무리공원,35.846222,128.696425,1568.8,대구광역시 수성구
미진공원,35.837723,128.696513,2955.6,대구광역시 수성구
전원공원,35.841312,128.697545,2117.7,대구광역시 수성구
사월 1공원,35.840378,128.719764,2564,대구광역시 수성구
상동 1공원,35.831845,128.609573,1270,대구광역시 수성구
상동 2공원,35.831704,128.609557,1170,대구광역시 수성구
들안길꿈나무공원,35.838306,128.618639,2397,대구광역시 수성구
백합공원,35.835675,128.612981,1411,대구광역시 수성구
상동공원,35.838197,128.615508,2980.9,대구광역시 수성구
보람공원,35.8373,128.620831,1449.6,대구광역시 수성구
맑음공원,35.833636,128.618552,4313.1,대구광역시 수성구
천마공원,35.837307,128.706415,1987.8,대구광역시 수성구
대경공원,35.8413469,128.6183464,1952.7,대구광역시 수성구
무궁화공원,35.850844,128.615914,1664.1,대구광역시 수성구
상록수공원,35.844165,128.615561,1984.1,대구광역시 수성구
중동공원,35.841633,128.615449,1981.8,대구광역시 수성구
희망공원,35.839293,128.61526,2655.2,대구광역시 수성구
청소년공원,35.836764,128.613476,2647.6,대구광역시 수성구
들안길공원,35.833939,128.613471,2643.6,대구광역시 수성구
덕화공원,35.831948,128.615616,1500.7,대구광역시 수성구
샛터공원,35.837827,128.621009,2633.4,대구광역시 수성구
아랫마을공원,35.834212,128.619684,2641.7,대구광역시 수성구
끝동공원,35.832236,128.618209,2653.9,대구광역시 수성구
상림근린공원,35.524331,127.719397,472900,경상남도 함양군
하림공원,35.511968,127.743278,112500,경상남도 함양군
충혼탑어린이공원,35.514948,127.726059,4600,경상남도 함양군
화산공원,35.523088,127.788719,2308,경상남도 함양군
최치원공원,35.526398,127.722826,19468,경상남도 함양군
청량,37.595591,127.044279,242864,서울특별시 동대문구
우산각,37.573597,127.024372,5294.2,서울특별시 동대문구
느티나무,37.578974,127.032569,1719,서울특별시 동대문구
안골,37.570627,127.070651,1652.3,서울특별시 동대문구
마로니에,37.570627,127.070651,1656.2,서울특별시 동대문구
늘푸른,37.570627,127.070651,1653.1,서울특별시 동대문구
늘봄,37.570627,127.070651,1659.2,서울특별시 동대문구
한내,37.570627,127.070651,1617.2,서울특별시 동대문구
이삭,37.579262,127.055441,354.2,서울특별시 동대문구
쉼터,37.564741,127.059374,1695,서울특별시 동대문구
장안,37.570627,127.070651,14744.8,서울특별시 동대문구
장평,37.570627,127.070651,15698.4,서울특별시 동대문구
미나리,37.570627,127.070651,1636.3,서울특별시 동대문구
장미,37.570627,127.070651,1652.8,서울특별시 동대문구
샛별,37.570627,127.070651,1652.9,서울특별시 동대문구
천장,37.59886,127.053831,1656,서울특별시 동대문구
홍릉,37.589274,127.043205,102920,서울특별시 동대문구
답십리,37.573094,127.063823,160419.1,서울특별시 동대문구
배봉산,37.579434,127.065849,265582,서울특별시 동대문구
미리내,37.58072,127.071679,833,서울특별시 동대문구
이슬,37.56775,127.063552,336,서울특별시 동대문구
용머리,37.572731,127.036548,738.5,서울특별시 동대문구
장일,37.569871,127.065175,992,서울특별시 동대문구
아름,37.586334,127.066514,1116,서울특별시 동대문구
독구말,37.598394,127.06507,973,서울특별시 동대문구
동산,37.566904,127.057577,1359.2,서울특별시 동대문구
보림,37.592185,127.061184,1592,서울특별시 동대문구
용두희망,37.580154,127.026725,1422,서울특별시 동대문구
방아다리,37.585062,127.034812,1537,서울특별시 동대문구
용두,37.573134,127.040461,17182,서울특별시 동대문구
활터(가칭),37.577563,127.051427,5408,서울특별시 동대문구
새샘(가칭),37.569038,127.055026,9052,서울특별시 동대문구
장령당,37.569716,127.053609,1424,서울특별시 동대문구
휘봉,37.586887,127.069106,1398,서울특별시 동대문구
꿈동산,37.569659,127.057606,1570.7,서울특별시 동대문구
작은언덕,37.594094,127.052309,400,서울특별시 동대문구
아름드리,37.579262,127.055441,2626.5,서울특별시 동대문구
선농단,37.580921,127.032082,3933,서울특별시 동대문구
내길,37.590018,127.063619,514.9,서울특별시 동대문구
진달래,37.582461,127.06956,2345,서울특별시 동대문구
용두4구역,37.575701,127.034989,1763.2,서울특별시 동대문구
월랑공원,35.787871,127.4265121,619840,전라북도 진안군
자주공원,35.792411,127.424612,1500,전라북도 진안군
용담체육공원,35.953138,127.523113,27831,전라북도 진안군
용담가족테마공원,35.950812,127.523112,23710,전라북도 진안군
마이돈농촌테마공원,35.771551,127.414511,36326,전라북도 진안군
마이봉미로공원,35.772481,127.417811,45000,전라북도 진안군
남산공원,34.964851,128.327117,805324,경상남도 고성군
동산공원,34.973548,128.333195,109511,경상남도 고성군
왕릉공원,34.979699,128.320438,49784,경상남도 고성군
가례공원,35.057643,128.372777,3400,경상남도 고성군
양지공원,35.060263,128.371839,3863,경상남도 고성군
연꽃공원,34.993798,128.186149,15163,경상남도 고성군
수남공원,34.963828,128.318704,133365,경상남도 고성군
코아루공원,34.964431,128.321133,9707,경상남도 고성군
대가 연꽃테마공원,35.008862,128.298183,19944,경상남도 고성군
군호마을 소공원-1,34.930352,128.118101,1933,경상남도 고성군
군호마을 소공원-2,34.930707,128.119502,990,경상남도 고성군
군호마을 소공원-3,34.931045,128.119733,1722,경상남도 고성군
영일어린이공원,37.510097,126.903895,5413,서울특별시 영등포구
이음소공원,37.527656,126.902501,732,서울특별시 영등포구
고추말어린이공원,37.511577,126.907115,3071,서울특별시 영등포구
새말소공원,37.528901,126.900527,1642,서울특별시 영등포구
도리미 소공원,37.509501,126.903125,1859,서울특별시 영등포구
파밀리에 소공원,37.493251,126.904792,395,서울특별시 영등포구
당산역 소공원,37.533517,126.900642,417,서울특별시 영등포구
신풍역 소공원,37.500278,126.909424,805,서울특별시 영등포구
꽃담 소공원,37.531174,126.900161,2582,서울특별시 영등포구
인스빌2 소공원,37.513184,126.890275,1007,서울특별시 영등포구
인스빌1 소공원,37.514461,126.888327,1194,서울특별시 영등포구
문래소공원,37.519765,126.88688,1954,서울특별시 영등포구
꿈에그린어린이공원,37.503103,126.908722,1619,서울특별시 영등포구
중마루근린공원,37.519757,126.911347,6456,서울특별시 영등포구
평화어린이공원,37.52111,126.938292,4595,서울특별시 영등포구
중앙어린이공원,37.521363,126.905494,3671,서울특별시 영등포구
메낙골근린공원,37.506992,126.915244,57703,서울특별시 영등포구
당산근린공원,37.525177,126.895135,11154,서울특별시 영등포구
신길근린공원,37.501712,126.905408,19503,서울특별시 영등포구
문래근린공원,37.517456,126.894267,23611,서울특별시 영등포구
자매근린공원,37.522288,126.929715,16458,서울특별시 영등포구
신일어린이공원,37.511852,126.922191,173,서울특별시 영등포구
당산나루소공원,37.533224,126.900448,1339,서울특별시 영등포구
양평어린이공원,37.538015,126.898077,2845,서울특별시 영등포구
영등포근린공원,37.515778,126.9122,61544,서울특별시 영등포구
양화폭포근린공원,37.548968,126.881219,13000,서울특별시 영등포구
신우어린이공원,37.503539,126.89908,3112,서울특별시 영등포구
두암어린이공원,37.495428,126.897371,1477,서울특별시 영등포구
동심어린이공원,37.498712,126.897326,2820,서울특별시 영등포구
원지어린이공원,37.497577,126.899642,4845,서울특별시 영등포구
서강어린이공원,37.525611,126.908707,1797,서울특별시 영등포구
대림어린이공원,37.491121,126.903339,6969,서울특별시 영등포구
다사랑어린이공원,37.492792,126.899215,1632,서울특별시 영등포구
산성어린이공원,37.496859,126.902594,413,서울특별시 영등포구
양남어린이공원,37.523165,126.888303,1467,서울특별시 영등포구
강마을어린이공원,37.532972,126.906681,3329,서울특별시 영등포구
자유어린이공원,37.520381,126.936257,5385,서울특별시 영등포구
남산공원,35.0589754,126.9863914,59784,전라남도 화순군
동구리호수공원,35.0746406,126.9886635,143509,전라남도 화순군
광덕제1어린이공원,35.0594197,126.9927799,1500,전라남도 화순군
광덕제2어린이공원,35.0563975,126.9913554,1698,전라남도 화순군
광덕제3어린이공원,35.0567211,126.9938883,1629,전라남도 화순군
신기제1어린이공원,35.0656072,126.9907982,4042,전라남도 화순군
신기제2어린이공원,35.0613471,126.9978675,2341,전라남도 화순군
연양체육공원,35.0434232,126.9644571,148674,전라남도 화순군
고인돌공원,34.9870145,126.9179799,64150,전라남도 화순군
금강공원,35.233048,129.078029,1875409,부산광역시 금정구
장전공원,35.244452,129.070754,453632,부산광역시 금정구
명장공원,35.214293,129.116241,125688,부산광역시 금정구
가마실공원,35.228156,129.091556,1530.9,부산광역시 금정구
공수물공원,35.231648,129.092102,558,부산광역시 금정구
구서공원,35.251219,129.087464,1736.6,부산광역시 금정구
구월공원,35.223398,129.098218,1910,부산광역시 금정구
금정공원,35.244967,129.087965,796,부산광역시 금정구
금천공원,35.223792,129.114729,1983.3,부산광역시 금정구
기찰공원,35.241697,129.094402,983.1,부산광역시 금정구
까치공원,35.238115,129.086307,513.1,부산광역시 금정구
남산공원,35.266611,129.086972,2255,부산광역시 금정구
놀이마당공원,35.275869,129.087247,1462.1,부산광역시 금정구
다람쥐공원,35.269483,129.087828,1706.1,부산광역시 금정구
달님공원,35.266616,129.085537,4086.8,부산광역시 금정구
보람공원,35.216778,129.111828,2738.2,부산광역시 금정구
비석바위공원,35.237851,129.074081,3405.3,부산광역시 금정구
상록수공원,35.229023,129.122052,4343.1,부산광역시 금정구
샘골공원,35.260673,129.087471,1024.5,부산광역시 금정구
서명상상어린이공원,35.216475,129.106535,1155.4,부산광역시 금정구
선경공원,35.257982,129.085766,3985.9,부산광역시 금정구
숲속공원,35.219387,129.096175,5694,부산광역시 금정구
요산꽃님공원,35.271819,129.086971,1657.9,부산광역시 금정구
우성공원,35.255578,129.086254,1100,부산광역시 금정구
은빛공원,35.224242,129.113042,2336,부산광역시 금정구
조리공원,35.303843,129.111567,1504,부산광역시 금정구
평화공원,35.219115,129.106782,993,부산광역시 금정구
푸른솔밭공원,35.268758,129.086384,3523.5,부산광역시 금정구
푸조나무숲공원,35.303268,129.11259,2663,부산광역시 금정구
형제공원,35.266603,129.087772,2203.3,부산광역시 금정구
화랑공원,35.214929,129.116711,1833.4,부산광역시 금정구
신천공원,35.275984,129.117538,307,부산광역시 금정구
회동첨단공원,35.238372,129.124516,3032,부산광역시 금정구
동대공원,35.238372,129.124516,1814.1,부산광역시 금정구
금사소공원,35.232277,129.122981,503,부산광역시 금정구
부산묘지공원,35.271938,129.098872,750932,부산광역시 금정구
7호공원,37.7698551,128.9103383,2518,강원도 강릉시
8호공원,37.7671311,128.9071923,5174,강원도 강릉시
9호공원,37.7647944,128.9041451,1992,강원도 강릉시
10호공원,37.7623011,128.9043691,2147,강원도 강릉시
11호공원,37.7614721,128.9059982,1450,강원도 강릉시
12호공원,37.7452871,128.9043832,1500,강원도 강릉시
13호공원,37.7400702,128.8780293,2000,강원도 강릉시
14호공원,37.7561532,128.8877041,1631,강원도 강릉시
15호공원,37.7562972,128.8880524,2012,강원도 강릉시
16호공원,37.7583954,128.8807922,2539,강원도 강릉시
17호공원,37.7727711,128.9140991,3090,강원도 강릉시
18호공원,37.7709382,128.9144653,1484,강원도 강릉시
19호공원,37.7715351,128.9167931,1500,강원도 강릉시
25호공원,37.7573172,128.9208951,1500,강원도 강릉시
27호공원,37.7672273,128.9045973,1550,강원도 강릉시
32호공원,37.7561192,128.8875752,1070,강원도 강릉시
33호공원,37.7685191,128.8773064,1814,강원도 강릉시
34호공원,37.7633292,128.8734521,1658,강원도 강릉시
35호공원,37.7664813,128.8844324,11974,강원도 강릉시
36호공원,37.7646143,128.8812707,1527,강원도 강릉시
37호공원,37.7612964,128.8748541,5868,강원도 강릉시
38호공원,37.7643682,128.8834272,2859,강원도 강릉시
42호공원,37.7485234,128.8962598,8290,강원도 강릉시
교항6공원,37.8838098,128.8241234,1500,강원도 강릉시
주문2공원,37.8922861,128.8268018,5700,강원도 강릉시
44호공원,37.7605941,128.8698808,2458,강원도 강릉시
45호공원,37.7551945,128.8691134,1945,강원도 강릉시
46호공원,37.754844,128.8699428,3467,강원도 강릉시
사천진공원,37.8357711,128.8751591,3614,강원도 강릉시
교항7공원,37.8693981,128.8231292,2044,강원도 강릉시
소공원,37.7498674,128.8844945,383,강원도 강릉시
소공원,37.7540156,128.8854131,139,강원도 강릉시
소공원,37.7548982,128.8867297,62,강원도 강릉시
주문진 2 소공원,37.8690233,128.8256936,2375,강원도 강릉시
주문진 3 소공원,37.8686719,128.826915,2727,강원도 강릉시
주문진 4 소공원,37.8672026,128.8257934,1582,강원도 강릉시
남산공원,37.7466331,128.8936672,31227,강원도 강릉시
교동1공원,37.7644791,128.8932971,104308,강원도 강릉시
교동3공원,37.7699511,128.8764433,10277,강원도 강릉시
교동4공원,37.7698273,128.8814262,101819,강원도 강릉시
유천공원,37.7610592,128.8669941,102269,강원도 강릉시
오솔길공원,37.7645493,128.8725451,32022,강원도 강릉시
대전공원,37.7960175,128.8585603,21001,강원도 강릉시
성덕공원,37.7519911,128.9154111,22331,강원도 강릉시
2호공원,37.7786208,128.9157121,18540,강원도 강릉시
3호공원,37.7740725,128.9112878,1694,강원도 강릉시
4호공원,37.7697925,128.9037037,1986,강원도 강릉시
5호공원,37.7695991,128.9154952,2058,강원도 강릉시
6호공원,37.7689721,128.9124183,2832,강원도 강릉시
북면문곡리공원,37.213578,128.428212,9873,강원도 영월군
영월7호(샛바람어린이공원),37.181898,128.470289,2087,강원도 영월군
영월10호(누비어린이공원),37.184108,128.48289,1609,강원도 영월군
영월12호(해찬솔어린이공원),37.17402,128.480076,1698,강원도 영월군
영월11호(별바리기 어린이공원),37.183825,128.487128,2084,강원도 영월군
영월13호(여기우리어린이공원),37.174657,128.476297,1864,강원도 영월군
주천1호(꽃가람어린이공원),37.271989,128.265084,1688,강원도 영월군
주천2호(너울춤어린이공원),37.273351,128.269567,3420,강원도 영월군
영월15호(은행나무 어린이공원),37.179226,128.464612,1517,강원도 영월군
영월16호(가온어린이공원),37.189097,128.469851,1946,강원도 영월군
상동3호(옥수정 어린이공원),37.136372,128.861135,1760,강원도 영월군
영월18호(별빛폭포 어린이공원),37.181412,128.460992,8544,강원도 영월군
영월17호(하송어린이공원),37.177531,128.456517,1774,강원도 영월군
옹정공원,37.169694,128.332382,57880,강원도 영월군
쌍용공원,37.178647,128.324585,77310,강원도 영월군
주천공원,37.274431,128.273426,80324,강원도 영월군
하송공원,37.193656,128.457515,441441,강원도 영월군
영월공원,37.185188,128.477817,239324,강원도 영월군
덕포공원,37.17745,128.481027,54832,강원도 영월군
상동1공원,37.144827,128.840891,10145,강원도 영월군
동강생태공원,37.228214,128.505639,176090,강원도 영월군
동부,36.994726,127.118767,29821,경기도 평택시
동부그린,36.996666,127.117641,10578.3,경기도 평택시
평택공단,37.010579,127.079449,12299.5,경기도 평택시
세교,37.010579,127.079449,10133.9,경기도 평택시
남산,36.961588,127.060698,15253.8,경기도 평택시
추팔,36.951658,127.074944,11052.8,경기도 평택시
농성,36.960948,127.044731,29511,경기도 평택시
역사유적,36.987564,127.120641,13056.6,경기도 평택시
덕동산(중앙),36.997612,127.100038,145023,경기도 평택시
원평,36.990299,127.080052,11781,경기도 평택시
현신(용이1호),37.001634,127.141569,12538,경기도 평택시
이화(용이2호),37.001634,127.141569,16742,경기도 평택시
용이(용이3호),36.996454,127.136296,21590,경기도 평택시
평택(삼각산),37.001145,127.090977,4861,경기도 평택시
안정,36.947947,127.042694,34608,경기도 평택시
사군자,37.017581,127.094393,10702.1,경기도 평택시
사색,37.017581,127.094393,11658.8,경기도 평택시
현촌,37.001634,127.141569,45228.6,경기도 평택시
다솜?,36.997279,127.102611,59205,경기도 평택시
하날,36.997279,127.102611,36864,경기도 평택시
