가로수길명,가로수길시작위도,가로수길시작경도,가로수길종료위도,가로수길종료경도,가로수수량,가로수길길이,제공기관명
비슬로,35.809497,128.512584,35.808497,128.508288,64,0.41,대구광역시 달성군
비슬로,35.808497,128.508288,35.792054,128.47607,535,3.4,대구광역시 달성군
비슬로,35.792054,128.47607,35.789497,128.465483,308,2,대구광역시 달성군
비슬로,35.78396,128.447723,35.780471,128.434824,219,1.3,대구광역시 달성군
비슬로,35.646515,128.434883,35.75378,128.400189,352,4.1,대구광역시 달성군
비슬로,35.75378,128.400189,35.734577,128.459277,456,4.7,대구광역시 달성군
비슬로,35.705508,128.437909,35.701791,128.439749,52,0.408,대구광역시 달성군
비슬로,35.701791,128.439749,35.707008,128.436687,268,1.6,대구광역시 달성군
비슬로,35.690397,128.446524,35.695179,128.437729,181,1.8,대구광역시 달성군
비슬로36길,35.659015,128.45286,35.664699,128.449015,156,1.4,대구광역시 달성군
비슬로63길,35.664699,128.449015,35.65532,128.452048,227,1.5,대구광역시 달성군
하빈로84길,35.900736,128.445124,35.90093,128.445486,424,1.3,대구광역시 달성군
가곡길,35.913662,128.449729,35.916536,128.446549,406,2.4,대구광역시 달성군
"하빈로107길,가곡1길",35.910762,128.446653,35.914396,128.448592,800,3.8,대구광역시 달성군
대평리,35.927391,128.463603,35.933265,128.466078,210,0.7,대구광역시 달성군
하빈로,35.88766,128.421367,35.906544,128.44768,220,1.2,대구광역시 달성군
하빈로,35.906544,128.44768,35.90093,128.445486,45,0.629,대구광역시 달성군
하빈로,35.90093,128.445486,35.891513,128.423655,225,1.87,대구광역시 달성군
하빈로,35.891513,128.423655,35.868048,128.415272,169,1.95,대구광역시 달성군
강변도로,35.879577,128.411221,35.888036,128.417667,181,3,대구광역시 달성군
묘동길,35.888036,128.417667,35.891513,128.423655,301,2.4,대구광역시 달성군
하산길,35.886778,128.410581,35.881139,128.408079,74,0.4,대구광역시 달성군
하빈남로,35.861752,128.392058,35.878144,128.417271,94,1.4,대구광역시 달성군
하빈남로,35.878144,128.417271,35.878904,128.417434,245,2.66,대구광역시 달성군
달구벌대로,35.881431,128.389048,35.878848,128.409824,,0.96,대구광역시 달성군
달구벌대로,35.878848,128.409824,35.877987,128.416934,,0.463,대구광역시 달성군
달구벌대로,35.878904,128.417434,35.879004,128.418235,,0.4,대구광역시 달성군
달구벌대로,35.879004,128.418235,35.865211,128.426711,,0.573,대구광역시 달성군
달구벌대로,35.865211,128.426711,35.869402,128.424388,,0.357,대구광역시 달성군
달구벌대로,35.865211,128.426711,35.870402,128.424587,,2.2,대구광역시 달성군
"달서대로,서재로",35.865796,128.492816,35.876261,128.499051,19,0.304,대구광역시 달성군
서재로,35.867206,128.492055,35.879211,128.497538,276,1.6,대구광역시 달성군
서재로,35.88596,128.501065,35.88079,128.511897,113,0.5,대구광역시 달성군
서재로,35.88079,128.511897,35.888556,128.506539,114,1.9,대구광역시 달성군
"서재로,달서대로,세천로",35.871927,128.495056,35.874654,128.471323,245,0.95,대구광역시 달성군
세천로,35.874654,128.471323,35.874654,128.471323,230,1.3,대구광역시 달성군
세천북로,35.874654,128.471323,35.874654,128.471323,80,0.466,대구광역시 달성군
달구벌대로,35.856492,128.467443,35.859158,128.465114,309,0.962,대구광역시 달성군
문양역길,35.862991,128.438599,35.87421,128.437669,233,0.864,대구광역시 달성군
문양역길,35.87421,128.437669,35.861768,128.438807,65,0.29,대구광역시 달성군
달구벌대로109길,35.861768,128.438807,35.860795,128.441512,19,0.365,대구광역시 달성군
달구벌대로109길,35.860795,128.441512,35.855752,128.437105,113,0.658,대구광역시 달성군
달구벌대로109길,35.855752,128.437105,35.853435,128.439988,52,0.293,대구광역시 달성군
달구벌대로109길,35.855752,128.437105,35.85938,128.446629,9,0.131,대구광역시 달성군
달구벌대로77길,35.85938,128.446629,35.869402,128.424388,303,1.7,대구광역시 달성군
달구벌대로77길,35.865211,128.426711,35.868664,128.425855,112,0.324,대구광역시 달성군
문양역5길,35.871629,128.445678,35.864065,128.437177,99,1.65,대구광역시 달성군
매곡로7길,35.860605,128.442909,35.863851,128.453764,175,1.1,대구광역시 달성군
"매곡로,다사로",35.868822,128.458542,35.863851,128.453764,111,0.671,대구광역시 달성군
다사역로,35.868378,128.456958,35.864954,128.458297,81,0.402,대구광역시 달성군
다사역로,35.864954,128.458297,35.862518,128.459097,33,0.308,대구광역시 달성군
매곡로2길,35.863851,128.453764,35.875809,128.475857,182,0.95,대구광역시 달성군
대실역남로,35.857348,128.465617,35.850808,128.465932,327,1.15,대구광역시 달성군
대실역남로4길,35.850034,128.464215,35.843567,128.457863,210,1.1,대구광역시 달성군
대실역남로3길,35.850034,128.464215,35.856546,128.468235,50,0.404,대구광역시 달성군
대실역남로1길,35.850124,128.464316,35.852206,128.464185,155,0.343,대구광역시 달성군
달구벌대로174길,35.854352,128.463069,35.857673,128.460472,100,0.703,대구광역시 달성군
달구벌대로174길,35.858464,128.460855,35.858018,128.463208,5,0.066,대구광역시 달성군
달구벌대로92길,35.853051,128.431841,35.855155,128.433478,20,0.319,대구광역시 달성군
달구벌대로92길,35.855155,128.433478,35.855431,128.433049,86,0.317,대구광역시 달성군
"세천로7길,세천로8길",35.871263,128.472224,35.872624,128.472325,273,1.4,대구광역시 달성군
"세천로1길~2길,세천남로",35.879732,128.470007,35.873654,128.473322,800,3.7,대구광역시 달성군
"세천로4길,3길",35.874654,128.471323,35.874654,128.471323,233,1.1,대구광역시 달성군
세천3로,35.879732,128.470007,35.874654,128.471323,197,0.626,대구광역시 달성군
"세천로6길,7길",35.874654,128.471323,35.875624,128.472322,223,1.06,대구광역시 달성군
"세천북로18길,세천로21길",35.87866,128.472642,35.875447,128.473397,200,0.874,대구광역시 달성군
세천6길,35.874654,128.471323,35.877653,128.473322,47,0.47,대구광역시 달성군
대실역북로1~2길,35.861131,128.46692,35.863101,128.465263,394,1.57,대구광역시 달성군
대실역북로,35.863212,128.465328,35.857348,128.465617,224,0.843,대구광역시 달성군
왕선로,35.86592,128.466449,35.859158,128.465114,164,0.805,대구광역시 달성군
다사로,35.88596,128.501065,35.868822,128.458542,706,6,대구광역시 달성군
하빈로84길,35.863777,128.458461,35.880059,128.459996,125,1.7,대구광역시 달성군
"비슬로543길,성천로42길",35.809497,128.512584,35.811358,128.506927,,0.754,대구광역시 달성군
성천로42길,35.811358,128.506927,35.809312,128.506816,,0.18,대구광역시 달성군
성천로,35.804051,128.493176,35.798612,128.490058,507,2.5,대구광역시 달성군
화암로,35.805875,128.520565,35.798776,128.50165,243,1.1,대구광역시 달성군
화암로,35.798776,128.50165,35.80384,128.511378,274,1.6,대구광역시 달성군
명천로,35.80384,128.511378,35.798201,128.491905,367,2.1,대구광역시 달성군
"명천로,화암로",35.800109,128.498067,35.798294,128.528899,44,0.22,대구광역시 달성군
명곡로,35.799387,128.495651,35.796332,128.49629,53,0.4,대구광역시 달성군
명곡로,35.796332,128.49629,35.769279,128.512615,644,3.7,대구광역시 달성군
화원로,35.803448,128.498254,35.805803,128.500678,37,0.175,대구광역시 달성군
화원로,35.805803,128.500678,35.809172,128.497995,67,0.352,대구광역시 달성군
구라로,35.809172,128.497995,35.817913,128.492734,90,0.821,대구광역시 달성군
사문진로,35.805816,128.486922,35.806758,128.49098,56,0.443,대구광역시 달성군
사문진로,35.806758,128.49098,35.806726,128.487983,99,0.4,대구광역시 달성군
사문진로,35.806726,128.487983,35.808671,128.486214,49,0.23,대구광역시 달성군
사문진로,35.809152,128.480758,35.810182,128.478004,45,0.185,대구광역시 달성군
사문진로,35.809826,128.478119,35.810182,128.478004,16,0.264,대구광역시 달성군
비슬로528로,35.804637,128.504456,35.805701,128.505443,129,0.388,대구광역시 달성군
성천로,35.798839,128.487152,35.792912,128.477265,17,0.232,대구광역시 달성군
비슬로481길,35.800349,128.482171,35.7975,128.482887,52,0.232,대구광역시 달성군
명천로,35.80119,128.502082,35.802083,128.500284,29,0.91,대구광역시 달성군
명천로,35.802083,128.500284,35.797526,128.488791,129,0.607,대구광역시 달성군
성암로,35.798915,128.509677,35.798449,128.508482,7,0.065,대구광역시 달성군
인흥길,35.798449,128.508482,35.791416,128.516288,105,0.828,대구광역시 달성군
인흥길,35.791416,128.516288,35.791278,128.517816,13,0.127,대구광역시 달성군
마비정길,35.789477,128.518361,35.770893,128.537353,159,1.4,대구광역시 달성군
비슬로387길,35.780471,128.434824,35.784035,128.433214,110,0.35,대구광역시 달성군
비슬로387길,37.561044,126.858638,35.783817,128.430297,75,0.48,대구광역시 달성군
비슬로387길,35.781747,128.434521,35.783864,128.431165,15,0.05,대구광역시 달성군
금계길,35.790184,128.443695,35.794063,128.441825,50,0.2,대구광역시 달성군
금계길,35.790184,128.443695,35.779428,128.448853,185,1.1,대구광역시 달성군
논공공단길,35.78282,128.432225,35.781252,128.433671,57,0.36,대구광역시 달성군
시저로,35.779565,128.430564,35.783402,128.429373,28,0.18,대구광역시 달성군
비슬로,35.780471,128.434824,35.780155,128.431056,282,1.4,대구광역시 달성군
비슬로,35.789592,128.466291,35.792157,128.465333,20,0.1,대구광역시 달성군
비슬로447길,35.789592,128.466291,35.795505,128.458868,102,0.55,대구광역시 달성군
비슬로447길,35.794705,128.465081,35.793444,128.465794,30,0.2,대구광역시 달성군
옥포로,35.789146,128.470641,35.787225,128.472309,178,0.5,대구광역시 달성군
옥포로,35.790755,128.471003,35.754924,128.492799,78,0.95,대구광역시 달성군
옥포로,35.754924,128.492799,35.761836,128.492569,65,0.95,대구광역시 달성군
"옥포로,비슬로468길",35.761836,128.492569,35.771117,128.491069,252,2.2,대구광역시 달성군
옥포로,35.792044,128.476169,35.794573,128.478655,24,0.13,대구광역시 달성군
옥포로,35.792054,128.47607,35.794573,128.478645,60,0.178,대구광역시 달성군
명곡로,35.754477,128.502959,35.754432,128.502652,171,0.39,대구광역시 달성군
명곡로,35.754332,128.502552,35.754172,128.502657,30,0.32,대구광역시 달성군
명곡로,35.786315,128.50416,35.785375,128.504351,211,0.8,대구광역시 달성군
용연사길,35.755916,128.495137,35.747894,128.520122,92,0.65,대구광역시 달성군
원전길,35.800278,128.486622,35.801559,128.486676,90,0.4,대구광역시 달성군
비슬로,35.75378,128.400189,35.734577,128.459277,456,4.7,대구광역시 달성군
달성군청로,35.7774,128.427045,35.775304,128.428884,279,0.734,대구광역시 달성군
금강로16길,35.774541,128.431686,35.773729,128.429862,62,0.23,대구광역시 달성군
금강로,35.774541,128.431686,35.777396,128.430053,62,0.26,대구광역시 달성군
금강로,35.773729,128.429862,35.773728,128.429863,49,0.253,대구광역시 달성군
논공공단길,35.780522,128.430236,35.778364,128.427437,94,0.4,대구광역시 달성군
약산덧재길,35.737551,128.419686,35.742337,128.425604,162,0.63,대구광역시 달성군
약산덧재길,35.742337,128.425604,35.743166,128.429096,6,0.272,대구광역시 달성군
약산덧재길,35.743166,128.429096,35.742698,128.427909,20,0.271,대구광역시 달성군
약산덧재길,35.742698,128.427909,35.743004,128.434075,33,0.223,대구광역시 달성군
약산덧재길,35.743004,128.434075,35.743166,128.429096,21,0.225,대구광역시 달성군
비슬로262길,35.748864,128.415855,35.750422,128.418423,42,1.1,대구광역시 달성군
성산로,35.764806,128.402855,35.753835,128.388635,45,0.68,대구광역시 달성군
비슬로361길,35.775219,128.422499,35.779064,128.420242,45,0.31,대구광역시 달성군
낙동강종주자전거길,35.779064,128.420242,35.780835,128.413301,432,1.5,대구광역시 달성군
낙동강종주자전거길,35.788658,128.405308,35.796941,128.412578,706,3,대구광역시 달성군
낙동강종주자전거길,35.796941,128.412578,35.806789,128.426016,494,2.2,대구광역시 달성군
낙동강종주자전거길,35.806789,128.426016,35.80478,128.443024,14,0.2,대구광역시 달성군
본리로,35.80478,128.443024,35.794901,128.454194,304,1.1,대구광역시 달성군
논공로,35.730533,128.453879,35.708119,128.433048,1190,8.6,대구광역시 달성군
논공중앙로34길,35.727423,128.456351,35.731505,128.451963,111,0.75,대구광역시 달성군
"공단1교,논공로9길",35.727478,128.446769,35.731339,128.439297,120,0.823,대구광역시 달성군
논공로5길,35.729505,128.440714,35.727145,128.43702,58,0.52,대구광역시 달성군
논공로5길,35.731339,128.439297,35.727668,128.43918,72,0.39,대구광역시 달성군
논공로5길,35.729505,128.440714,35.732891,128.448264,132,0.66,대구광역시 달성군
논공중앙로,35.691889,128.422035,35.69198,128.420643,556,3.7,대구광역시 달성군
논공중앙로51길,35.73856,128.459601,35.730756,128.464184,191,1,대구광역시 달성군
논공중앙로-논공중앙로45길,35.731237,128.45417,35.732245,128.453534,109,0.775,대구광역시 달성군
논공중앙로45길-46길,35.736449,128.456962,35.73695,128.457062,114,0.88,대구광역시 달성군
중부내륙고속도로지선,35.730172,128.4651,35.752281,128.47571,538,2.9,대구광역시 달성군
현풍동로,35.701791,128.439749,35.694239,128.449674,208,1.6,대구광역시 달성군
현풍중앙로,35.691125,128.444183,35.69326,128.444937,5,0.189,대구광역시 달성군
현풍서로,35.691345,128.4233,35.694565,128.435493,26,0.31,대구광역시 달성군
현풍서로,35.694565,128.435493,35.694047,128.405334,78,1.5,대구광역시 달성군
현풍서로,35.69259,128.411175,35.692231,128.404552,108,0.687,대구광역시 달성군
현풍서로~구지서로,35.696284,128.38077,35.701091,128.371804,171,2.3,대구광역시 달성군
현풍서로,35.692231,128.404552,35.691178,128.401377,63,1.3,대구광역시 달성군
지동길,35.688728,128.418688,35.684899,128.422022,29,0.192,대구광역시 달성군
지동길,35.677524,128.425784,35.681818,128.423902,7,0.303,대구광역시 달성군
삼강길,35.666068,128.427995,35.66556,128.418836,52,0.646,대구광역시 달성군
과학북로,35.664922,128.416821,35.667513,128.436216,259,2.6,대구광역시 달성군
못안길,35.65739,128.474292,35.662284,128.470254,206,0.839,대구광역시 달성군
"못안길,가태길",35.662284,128.470254,35.652056,128.471915,196,1.2,대구광역시 달성군
가태길,35.652056,128.471915,35.649569,128.470526,70,0.742,대구광역시 달성군
가태길,35.649569,128.470526,35.647979,128.470049,92,0.39,대구광역시 달성군
가태길,35.647979,128.470049,35.644933,128.471796,49,0.148,대구광역시 달성군
"달창로,달창로26길",35.646932,128.454826,35.644223,128.457041,913,3.7,대구광역시 달성군
"테크노순환로10길,휴양림길",35.687022,128.458656,35.697908,128.475881,333,1.2,대구광역시 달성군
휴양림길,35.697216,128.493232,35.691067,128.510375,530,1.8,대구광역시 달성군
휴양림길,35.699904,128.47946,35.693862,128.503565,43,0.165,대구광역시 달성군
휴양림길,35.693862,128.503565,35.701565,128.489793,108,1.5,대구광역시 달성군
휴양림길,35.709902,128.502761,35.701508,128.478394,44,0.153,대구광역시 달성군
휴양림길,35.700518,128.461793,35.709902,128.502761,141,0.8,대구광역시 달성군
음동길,35.694561,128.47608,35.701441,128.491865,300,2.2,대구광역시 달성군
유가사길,35.715267,128.503111,35.712703,128.507625,158,1.5,대구광역시 달성군
"현풍로27길,테크노북로3길",35.698246,128.447093,35.697302,128.454432,,0.765,대구광역시 달성군
테크노북로5길,35.700024,128.466195,35.691748,128.469863,,0.525,대구광역시 달성군
테크노순환로10길,35.68524,128.498451,35.687022,128.458656,,0.6,대구광역시 달성군
"테크노대로2길,4길",35.686782,128.449767,35.686634,128.465324,,0.81,대구광역시 달성군
"테크노순환로7길,비슬로96길",35.682539,128.446965,35.681289,128.470268,,2.4,대구광역시 달성군
테크노순환로1길,35.681021,128.452004,35.678881,128.455913,,1.6,대구광역시 달성군
테크노중앙로2길,35.671001,128.472726,35.671023,128.472728,,1.18,대구광역시 달성군
테크노순환로,35.7008,128.466157,35.669652,128.446155,542,4.3,대구광역시 달성군
테크노순환로12길,35.68524,128.498451,35.693123,128.466071,146,0.355,대구광역시 달성군
테크노북로,35.700024,128.466195,35.687022,128.458656,300,2.2,대구광역시 달성군
테크노중앙대로,35.692185,128.450496,35.678881,128.455913,372,3.4,대구광역시 달성군
"테크노공원로,테크노상업로",35.693123,128.466071,35.692185,128.450496,34,3.1,대구광역시 달성군
테크노북로7길,35.700024,128.466195,35.693123,128.466071,373,3.1,대구광역시 달성군
테크노남로13길,35.685067,128.453186,35.68486,128.452904,328,3.1,대구광역시 달성군
테크노대로,35.691177,128.446631,35.693123,128.466071,,2.1,대구광역시 달성군
현풍로,35.7008,128.466157,35.698476,128.463231,,1.3,대구광역시 달성군
창리로,35.663503,128.415103,35.659546,128.415087,239,1.19,대구광역시 달성군
창리서로,35.659985,128.413579,35.660017,128.407137,107,0.65,대구광역시 달성군
창리서로,35.660017,128.407137,35.660585,128.402133,87,0.65,대구광역시 달성군
창리로19길,35.660404,128.41219,35.655223,128.404798,35,0.5,대구광역시 달성군
과학대로,35.659458,128.415274,35.652684,128.416468,29,3.85,대구광역시 달성군
과학대로,35.673401,128.459877,35.658392,128.423978,89,1.35,대구광역시 달성군
구지동로,35.658392,128.423978,35.657122,128.423675,81,0.2,대구광역시 달성군
구지동로,35.635209,128.455561,35.644488,128.451576,364,1.2,대구광역시 달성군
구지동로,35.644488,128.451576,35.643683,128.457492,80,0.6,대구광역시 달성군
창한로,35.645303,128.460922,35.646932,128.454826,104,0.82,대구광역시 달성군
과학남로61길,35.640334,128.406079,35.640627,128.404238,52,0.33,대구광역시 달성군
과학남로,35.622751,128.393033,35.609673,128.380137,669,3.8,대구광역시 달성군
과학남로,35.634489,128.418024,35.62639,128.422622,758,3.5,대구광역시 달성군
달성2차동2로,35.637056,128.425239,35.630158,128.424111,141,0.9,대구광역시 달성군
달성2차동2로,35.642261,128.425201,35.637056,128.425239,79,0.55,대구광역시 달성군
달성2차동3로,35.638634,128.411077,35.631415,128.429529,145,0.95,대구광역시 달성군
달성2차1로,35.630445,128.430883,35.640344,128.408747,119,1.2,대구광역시 달성군
달성2차동1로,35.632694,128.417542,35.638634,128.411077,120,0.7,대구광역시 달성군
달성2차동1로,35.638634,128.411077,35.638634,128.411077,337,1.6,대구광역시 달성군
달성2차4로,35.636904,128.415629,35.637711,128.430162,196,1.2,대구광역시 달성군
달성2차3로,35.636385,128.420117,35.635878,128.430523,162,0.9,대구광역시 달성군
달성2차2로,35.640344,128.408747,35.636788,128.4285,151,1.2,대구광역시 달성군
달성2차로,35.640344,128.408747,35.640627,128.404238,396,2.2,대구광역시 달성군
달성2차서로,35.640344,128.408747,35.640473,128.41369,300,1.55,대구광역시 달성군
달성2차6로,35.640992,128.427236,35.637929,128.425989,96,0.43,대구광역시 달성군
과학대로,35.726062,128.457212,35.663503,128.415103,958,3.8,대구광역시 달성군
과학마을로,35.655763,128.419661,35.654347,128.414635,71,0.42,대구광역시 달성군
"과학마을로,2길",35.655918,128.414986,35.657604,128.419323,143,0.886,대구광역시 달성군
"과학북로,구지서로",35.671463,128.377912,35.668654,128.380711,47,1,대구광역시 달성군
구지서로,35.668808,128.380204,35.697316,128.355316,845,2.6,대구광역시 달성군
가창로,35.805139,128.623472,35.799556,128.624194,98,0.75,대구광역시 달성군
가창로,35.804055,128.621833,35.722344,128.675775,1394,10,대구광역시 달성군
"가창로10길,팔조령길",35.725399,128.673664,35.721216,128.677049,405,2.18,대구광역시 달성군
신천대로,35.804055,128.621833,35.801306,128.622778,52,0.35,대구광역시 달성군
헐티로,35.799556,128.624194,35.729444,128.560278,1098,12.8,대구광역시 달성군
헐티로11길,35.789532,128.601286,35.785496,128.600676,55,0.88,대구광역시 달성군
하남대로,37.550461,127.186831,37.475949,127.241005,,10.41,경기도 하남시
신장로,37.545853,127.197938,37.532914,127.216198,,3.03,경기도 하남시
조정대로,37.550678,127.187334,37.560048,127.203326,,1.81,경기도 하남시
미사대로,37.580125,127.192603,37.543162,127.234079,,5.82,경기도 하남시
더우개로,37.539014,127.220211,37.542928,127.220976,,0.56,경기도 하남시
태허정로,37.543162,127.234079,37.512517,127.283624,,5.73,경기도 하남시
대청로,37.539217,127.212806,37.538621,127.228954,,1.58,경기도 하남시
창우로,37.527718,127.221839,37.542751,127.233567,,2.04,경기도 하남시
대성로,37.536334,127.208411,37.522578,127.197808,,1.88,경기도 하남시
신평로,37.533896,127.203195,37.550508,127.214261,,2.15,경기도 하남시
초광로,37.542406,127.175541,37.521607,127.175554,,2.46,경기도 하남시
초일로,37.542406,127.175541,37.538727,127.182681,,0.76,경기도 하남시
풍초로,37.538728,127.182691,37.532745,127.184122,,0.69,경기도 하남시
초이로,37.544619,127.172092,37.531525,127.172323,,1.58,경기도 하남시
고골로,37.525221,127.198351,37.496599,127.190174,,3.4,경기도 하남시
덕산로,37.531985,127.201809,37.546358,127.192249,,2.01,경기도 하남시
덕풍공원로,37.533351,127.198538,37.535398,127.199083,,0.21,경기도 하남시
천현로,37.534355,127.213489,37.534646,127.225678,,1.54,경기도 하남시
검단로,37.522421,127.221456,37.521733,127.229487,,0.69,경기도 하남시
미사동로,37.569235,127.197456,37.570507,127.201024,,0.31,경기도 하남시
샘재길,37.522466,127.199934,37.531725,127.217311,,1.85,경기도 하남시
덕풍천동로,37.540838,127.217318,37.548368,127.219188,,0.86,경기도 하남시
덕풍천서로,37.540826,127.216434,37.548668,127.218398,,0.86,경기도 하남시
신장동로 140번길,37.542985,127.219489,37.542997,127.222683,,0.29,경기도 하남시
신장동로,37.542888,127.207513,37.539959,127.222662,,2.03,경기도 하남시
하남대로 802번길,37.540931,127.208643,37.541994,127.216222,,0.85,경기도 하남시
하남대로 776번길,37.539734,127.211078,37.541348,127.216269,,0.33,경기도 하남시
대청로21번길,37.541594,127.213499,37.540558,127.214464,,0.49,경기도 하남시
대청로22번길,37.540424,127.214626,37.538073,127.217361,,0.34,경기도 하남시
대청로116번길,37.536294,127.222142,37.539329,127.225065,,0.42,경기도 하남시
대청로116번길,37.538502,127.224821,37.537739,127.226295,,0.15,경기도 하남시
대청로59번길,37.540649,127.218893,37.543273,127.219478,,0.31,경기도 하남시
신장동로,37.539955,127.222649,37.542828,127.222812,,0.34,경기도 하남시
덕풍동로,37.543045,127.206982,37.550538,127.208528,,1.03,경기도 하남시
덕풍동로,37.550632,127.208597,37.552452,127.209877,,0.21,경기도 하남시
덕풍동로,37.551869,127.209446,37.551136,127.208937,,0.26,경기도 하남시
덕풍서로,37.550277,127.198838,37.551897,127.203738,,0.39,경기도 하남시
덕풍서로,37.551973,127.203794,37.554561,127.205773,,0.31,경기도 하남시
덕풍남로,37.546676,127.210642,37.548631,127.207229,,0.35,경기도 하남시
덕풍북로,37.546361,127.198153,37.547482,127.209249,,2.66,경기도 하남시
덕풍로,37.548395,127.212243,37.555337,127.198031,,1.51,경기도 하남시
서하남로,37.522505,127.197728,37.517053,127.144557,,4,경기도 하남시
검단산로(검단남로),37.534171,127.227516,37.515001,127.223902,,2.2,경기도 하남시
감일초이광역도로(감초로),37.546829,127.173599,37.514481,127.156746,,3.9,경기도 하남시
강변로,37.873277,127.058981,37.946489,127.061367,937,9.2,경기도 동두천시
거북마루로,37.895798,127.055238,37.895695,127.045939,132,0.7,경기도 동두천시
광암로,37.899078,127.057869,37.890843,127.094382,97,0.7,경기도 동두천시
동광로,37.909893,127.048999,37.917933,127.061411,230,1.5,경기도 동두천시
동두천로,37.881219,127.053659,37.913231,127.056772,355,3.5,경기도 동두천시
못골로,37.913591,127.064101,37.909342,127.065916,210,1.6,경기도 동두천시
방죽로,37.912121,127.055728,37.903681,127.063165,57,0.5,경기도 동두천시
벌마들로,37.916847,127.053771,37.904624,127.045891,183,1.3,경기도 동두천시
봉동로,37.946489,127.061367,37.947351,127.054526,123,0.7,경기도 동두천시
삼육사로,37.910029,127.014038,37.891078,127.104006,1201,8.2,경기도 동두천시
상패로,37.905768,127.044188,39.917926,127.056764,281,1.9,경기도 동두천시
생연로,37.892934,127.047621,37.912676,127.056032,168,2.3,경기도 동두천시
송내로,37.878701,127.056247,37.873435,127.080438,77,0.4,경기도 동두천시
송터로,37.909806,127.060411,37.907211,127.065144,38,0.5,경기도 동두천시
싸리말로,37.888162,127.056288,37.917585,127.064321,86,0.4,경기도 동두천시
어등로,37.901456,127.064974,37.897436,127.070855,165,1.1,경기도 동두천시
어수로,37.905831,127.044042,37.901833,127.055579,75,1.2,경기도 동두천시
원터강변로,37.922888,127.051721,37.924611,127.055606,85,0.5,경기도 동두천시
이담로,37.888681,127.048462,37.888586,127.056809,180,1.3,경기도 동두천시
장고갯로,37.916647,127.057046,37.904214,127.063372,291,2.8,경기도 동두천시
중앙로,37.883221,127.054454,37.913618,127.064231,683,4.6,경기도 동두천시
지행로,37.892495,127.047125,37.892275,127.063432,154,1.3,경기도 동두천시
천보산로,37.892173,127.090118,37.882941,127.094462,145,1,경기도 동두천시
탑신로,37.891081,127.103854,37.896311,127.109031,148,0.9,경기도 동두천시
행선로,37.888603,127.056851,37.899544,127.062805,269,1.3,경기도 동두천시
산림욕장 진입로,37.946471,127.061403,37.950505,127.067401,164,0.7,경기도 동두천시
배롱나무 특화거리,34.505283,127.33366,34.582266,127.102548,28000,138,전라남도 화순군
군북8,35.243668,128.328793,35.262531,128.312612,50,2.9,경상남도 함안군
대산5,35.343233,128.451367,35.345232,128.454737,84,0.7,경상남도 함안군
법수1,35.319742,128.388915,35.331014,128.367825,200,3.1,경상남도 함안군
법수2,35.326777,128.330212,35.349969,128.333267,188,2.7,경상남도 함안군
법수3,35.352853,128.328254,35.355928,128.325762,200,0.8,경상남도 함안군
법수4,35.314461,128.355198,35.313583,128.357066,80,0.4,경상남도 함안군
법수5,35.331754,128.373546,35.330505,128.399575,361,2.5,경상남도 함안군
법수6,35.330476,128.368455,35.324042,128.361721,100,0.7,경상남도 함안군
법수7,35.319979,128.390889,35.328075,128.388319,360,0.9,경상남도 함안군
법수8,35.194154,128.231752,35.194836,128.231527,35,0.2,경상남도 함안군
산인1,35.281106,128.421371,35.265265,128.485941,224,4.5,경상남도 함안군
산인2,35.277889,128.429063,35.315853,128.451235,590,5.2,경상남도 함안군
산인3,35.276883,128.430133,35.281004,128.420632,150,0.6,경상남도 함안군
산인4,35.259355,128.451397,35.264755,128.459161,295,1,경상남도 함안군
산인5,35.281082,128.420622,35.261611,128.468915,216,3.2,경상남도 함안군
"여항,함안1",35.207519,128.437528,35.188643,128.460958,457,4,경상남도 함안군
"여항,함안2",35.203221,128.428498,35.179511,128.428587,800,3.3,경상남도 함안군
"여항,함안3",35.254917,128.424747,35.210161,128.436559,960,5.5,경상남도 함안군
"여항,함안4",35.242377,128.428398,35.250675,128.444258,230,2.2,경상남도 함안군
"여항,함안6",35.246577,128.254221,35.255253,128.419705,140,1,경상남도 함안군
칠북1,35.356119,128.514672,35.372823,128.512261,640,1.8,경상남도 함안군
칠북2,35.347328,128.524981,35.349857,128.563181,1300,3.7,경상남도 함안군
칠북3,35.380056,128.530639,35.369022,128.533003,500,1.2,경상남도 함안군
칠북4,35.344245,128.520767,35.352307,128.518951,289,1,경상남도 함안군
칠북5,35.347256,128.526911,35.936336,129.205626,24,0.2,경상남도 함안군
칠북6,35.347001,128.523566,35.344292,128.520995,94,0.45,경상남도 함안군
칠서1,35.377193,128.511911,35.385829,128.514595,320,1,경상남도 함안군
칠서2,35.382607,128.520332,35.380231,128.482361,600,4,경상남도 함안군
칠서3,35.353314,128.488283,35.372508,128.498895,370,2.6,경상남도 함안군
칠원1,35.306856,128.502291,35.298547,128.498523,100,1,경상남도 함안군
칠원2,35.299561,128.501204,35.305488,128.516339,750,1.8,경상남도 함안군
칠원3,35.274419,128.525974,35.277893,128.517011,218,0.9,경상남도 함안군
칠원4,35.301555,128.527493,35.311127,128.515954,112,1.5,경상남도 함안군
칠원5,35.270222,128.526563,35.269332,128.529439,110,0.3,경상남도 함안군
칠원6,35.185389,128.335368,35.191654,128.341471,104,1,경상남도 함안군
가야1,35.257898,128.423638,35.273099,128.419783,224,1.8,경상남도 함안군
