가로수길명,가로수길시작위도,가로수길시작경도,가로수길종료위도,가로수길종료경도,가로수수량,가로수길길이,제공기관명
삼양로27길,37.618764,127.013134,37.618704,127.021289,107,0.6,서울특별시 강북구
삼양로54길,37.623771,127.026128,37.624794,127.018465,72,0.7,서울특별시 강북구
솔샘로48길,37.619471,127.019145,37.618837,127.017598,22,0.1,서울특별시 강북구
숭인로,37.612331,127.030017,37.611311,127.022194,12,2.8,서울특별시 강북구
숭인로7길,37.614452,127.023724,37.612076,127.024681,11,0.3,서울특별시 강북구
숭인로13길,37.614563,127.026865,37.612498,127.027193,6,0.3,서울특별시 강북구
오현로20길,37.625398,127.037089,37.626958,127.039759,98,0.4,서울특별시 강북구
한천로105길,37.625103,127.044849,37.626518,127.047391,64,0.3,서울특별시 강북구
한천로115길,37.631429,127.037271,37.362871,127.038725,14,0.2,서울특별시 강북구
한천로139길,37.638546,127.024745,37.640062,127.026639,38,0.2,서울특별시 강북구
한천로150길,37.644831,127.027065,37.642922,127.022689,75,0.4,서울특별시 강북구
한천로159길,37.644019,127.018801,37.644872,127.019834,14,0.14,서울특별시 강북구
도봉로66길,37.630248,127.025601,37.630636,127.026979,19,0.95,서울특별시 강북구
중앙대로,35.098197,129.035591,35.111616,129.038013,245,1.6,부산광역시 중구
해관로,35.106932,129.035917,35.098942,129.035907,252,0.9,부산광역시 중구
대영로,35.111957,129.037761,35.112211,129.034064,38,0.8,부산광역시 중구
충장대로,35.105136,129.037068,35.111211,129.041621,143,0.8,부산광역시 중구
태종로,35.097356,129.035872,35.097109,129.035987,4,0.2,부산광역시 중구
대청로,35.103277,129.021295,35.102869,129.037566,259,1.4,부산광역시 중구
중구로,35.103277,129.021295,35.111836,129.034532,207,1.9,부산광역시 중구
흑교로,35.099708,129.024758,35.107497,129.022605,162,0.9,부산광역시 중구
구덕로,35.097814,129.034754,35.097194,129.025887,85,0.9,부산광역시 중구
망양로,35.114937,129.033072,35.108836,129.024316,227,2.3,부산광역시 중구
대교로,35.105051,129.037819,35.099626,129.037721,88,0.7,부산광역시 중구
보수대로,35.097329,129.025886,35.107203,129.022411,78,1.3,부산광역시 중구
광복중앙로,35.102839,129.030836,35.101369,129.030928,14,0.4,부산광역시 중구
비프광장로,35.098895,129.029035,35.098153,129.025572,16,0.3,부산광역시 중구
40계단 칠엽수거리,35.104969,129.034854,35.105034,129.036242,24,0.2,부산광역시 중구
32번국도,36.271465,127.261373,36.271942,127.254316,,1.2,대전광역시 대덕구
갑천우안도로,36.215723,127.235191,36.251475,127.251187,,6.5,대전광역시 대덕구
계족로,36.21344,127.255548,36.225308,127.253389,,4.2,대전광역시 대덕구
계족로 574번길,36.214641,127.255446,36.214862,127.26579,,0.9,대전광역시 대덕구
계족로 664번길,36.221462,127.254525,36.22125,127.261131,,1,대전광역시 대덕구
계족로663번길,36.221436,127.254316,36.221325,127.252666,,0.4,대전광역시 대덕구
계족산로,36.214132,127.255453,36.2212,127.26452,,1.9,대전광역시 대덕구
계족산로 17번길,36.214288,127.26003,36.22303,127.255428,,0.6,대전광역시 대덕구
계족산로 5번길,36.214331,127.255527,36.22207,127.254997,,0.8,대전광역시 대덕구
계족산로 81번길,36.214763,127.262483,36.22223,127.26949,,0.8,대전광역시 대덕구
계족산로52번길,36.214424,127.261382,36.213713,127.262522,,0.4,대전광역시 대덕구
길치고개길,36.211768,127.272102,36.212792,127.275611,,1.4,대전광역시 대덕구
대덕대로,36.261938,127.234232,36.27357,127.254249,,4.7,대전광역시 대덕구
"대덕대로 1447,1448번길",36.27092,127.242886,36.261454,127.244827,,1.9,대전광역시 대덕구
"대덕대로 1470,1486번길",36.265549,127.244249,36.264294,127.243693,,2.2,대전광역시 대덕구
대덕대로1527번길,36.265693,127.25491,36.271352,127.254305,,2.6,대전광역시 대덕구
대전천북로,36.203822,127.244952,36.212369,127.241909,,2.4,대전광역시 대덕구
대전로,36.204093,127.251348,36.225354,127.253228,,5.2,대전광역시 대덕구
대전로 1291번길,36.22857,127.251187,36.22324,127.245289,,1.3,대전광역시 대덕구
대전로 1331번길,36.215489,127.24065,36.2222,127.251174,,3.2,대전광역시 대덕구
"대전로 1019,1033번길",36.204025,127.244911,36.204611,127.25533,,0.6,대전광역시 대덕구
"대전로 1020,한남로 88번길",36.204699,127.25641,36.211336,127.24553,,1.4,대전광역시 대덕구
대청호수로,36.265837,127.272473,36.245869,127.282228,,10.5,대전광역시 대덕구
대청로,36.27416,127.254437,36.282967,127.283299,,7.8,대전광역시 대덕구
"대청로 64,82번길",36.271152,127.26693,36.27,127.261039,,1.8,대전광역시 대덕구
대화로,36.22375,127.251016,36.215247,127.243698,,3.4,대전광역시 대덕구
대화로 32번길,36.22413,127.245804,36.223,127.235131,,3.6,대전광역시 대덕구
대화로 50번길,36.22388,127.24519,36.22957,127.251059,,0.8,대전광역시 대덕구
대화로132번길,36.215795,127.242339,36.222555,127.241041,,1.3,대전광역시 대덕구
대화로52번길,36.22426,127.245047,36.22353,127.243628,,1.4,대전광역시 대덕구
덕암로,36.251875,127.25939,36.263807,127.253221,,3.5,대전광역시 대덕구
덕암로 148번길,36.255696,127.252328,36.26152,127.251852,,0.3,대전광역시 대덕구
덕암북로,36.2634,127.254133,36.265531,127.25957,,1.5,대전광역시 대덕구
동서대로,36.213795,127.265385,36.2147,127.263184,,1.3,대전광역시 대덕구
동춘당로,36.213663,127.26505,36.22238,127.254884,,2.6,대전광역시 대덕구
동춘당로 151번길,36.221184,127.26715,36.215636,127.261046,,0.8,대전광역시 대덕구
"동춘당로 94, 114, 126번길",36.21555,127.262327,36.22761,127.263717,,1.4,대전광역시 대덕구
문평동로신일동로,36.26123,127.245005,36.265862,127.23565,,2.5,대전광역시 대덕구
문평서로신일서로,36.26076,127.243503,36.264815,127.234024,,2.7,대전광역시 대덕구
벚꽃길,36.263451,127.25456,36.253282,127.25359,,3,대전광역시 대덕구
비래골길,36.215713,127.264999,36.22498,127.27414,,0.8,대전광역시 대덕구
비래동로,36.21151,127.265707,36.21283,127.27456,,0.7,대전광역시 대덕구
비래서로,36.21161,127.271561,36.212033,127.26417,,1.4,대전광역시 대덕구
비래서로9번길,36.211966,127.264456,36.213281,127.265517,,0.8,대전광역시 대덕구
산업단지로,36.255415,127.242878,36.254069,127.251387,,1.8,대전광역시 대덕구
상서로,36.254865,127.25866,36.252495,127.253195,,0.8,대전광역시 대덕구
상용호진입도로,36.265469,127.27469,36.264115,127.254853,,0.9,대전광역시 대덕구
석봉로,36.264915,127.251924,36.26507,127.25411,,0.9,대전광역시 대덕구
선비마을로,36.214177,127.26446,36.222848,127.254135,,3.4,대전광역시 대덕구
선비마을로 23번길,36.215562,127.26392,36.214775,127.264946,,0.3,대전광역시 대덕구
송촌남로,36.212105,127.263977,36.21667,127.262923,,0.8,대전광역시 대덕구
"송촌로, 계족산로52번길",36.21226,127.264056,36.214682,127.262505,,1.3,대전광역시 대덕구
신상로동부로,36.211618,127.271705,36.211031,127.273539,,0.9,대전광역시 대덕구
신일서로126번길,36.255992,127.243524,36.254928,127.242078,,0.9,대전광역시 대덕구
"신일서로67,68번길",36.262488,127.24344,36.26323,127.24569,,1.4,대전광역시 대덕구
신탄진동로 23번길,36.265257,127.255479,36.27558,127.255087,,0.5,대전광역시 대덕구
"신탄진동로, 신탄진동로24번길",36.265085,127.254847,36.265253,127.261961,,1.4,대전광역시 대덕구
신탄진로,36.225538,127.253359,36.271935,127.254239,,11.5,대전광역시 대덕구
신탄진로190번길,36.235024,127.252374,36.234565,127.253451,,0.3,대전광역시 대덕구
신탄진로681번길,36.262002,127.253503,36.262102,127.252535,,0.2,대전광역시 대덕구
신탄진로756번길,36.264489,127.26773,36.264165,127.254749,,1.3,대전광역시 대덕구
신탄진북로32번길,36.2748,127.26919,36.27439,127.26657,,0.1,대전광역시 대덕구
쌍청당로,36.214431,127.2673,36.22399,127.26177,,0.8,대전광역시 대덕구
아리랑로,36.222772,127.253942,36.223814,127.244081,,2.2,대전광역시 대덕구
오정로,36.205471,127.245583,36.212342,127.242028,,1.8,대전광역시 대덕구
우암동로,36.212926,127.27503,36.213584,127.27881,,0.2,대전광역시 대덕구
우암로,36.211668,127.271658,36.213487,127.265317,,1.4,대전광역시 대덕구
"장동로,산디로",36.241437,127.252522,36.234474,127.262802,,7.2,대전광역시 대덕구
중리동로,36.213322,127.254733,36.22051,127.254123,,2.1,대전광역시 대덕구
중리로,36.215843,127.253015,36.213292,127.253125,,1.4,대전광역시 대덕구
중리북로,36.22086,127.254046,36.215884,127.252409,,0.9,대전광역시 대덕구
청림길,36.213083,127.252454,36.212059,127.252478,,0.3,대전광역시 대덕구
평촌1길,36.263071,127.254665,36.255475,127.26096,,1.3,대전광역시 대덕구
한남로,36.204789,127.244693,36.21509,127.254066,,2.3,대전광역시 대덕구
"한남로149, 150번길",36.204251,127.245937,36.211414,127.24198,,1.9,대전광역시 대덕구
한밭대로,36.212503,127.242018,36.213286,127.255453,,3.5,대전광역시 대덕구
한밭대로1006번길,36.211575,127.24526,36.212837,127.243691,,0.6,대전광역시 대덕구
한밭대로1009번길,36.213054,127.243883,36.21471,127.243334,,0.7,대전광역시 대덕구
홍도로,36.21548,127.254114,36.213123,127.253704,,1.3,대전광역시 대덕구
신탄진로738번길,36.263553,127.254635,36.262584,127.255989,,0.5,대전광역시 대덕구
살곶이길,37.571701,127.037934,37.557506,127.040801,955,1.36,서울특별시 성동구
마조로,37.565357,127.041701,37.557506,127.040801,148,0.84,서울특별시 성동구
행당로,37.554606,127.020179,37.558476,127.033946,235,2.1,서울특별시 성동구
성수이로,37.548697,127.058259,37.535359,127.053395,300,1.1,서울특별시 성동구
성수일로,37.550826,127.052093,37.540591,127.048086,186,1.16,서울특별시 성동구
천호대로78길,37.563873,127.056294,37.558909,127.054209,179,0.45,서울특별시 성동구
천호대로,37.572631,127.038697,37.560503,127.069221,653,2.96,서울특별시 성동구
청계천로,37.571292,127.023643,37.571808,127.037216,61,1.45,서울특별시 성동구
동호로,37.544605,127.016686,37.541053,127.017497,100,1.1,서울특별시 성동구
아차산로,37.548111,127.044521,37.542132,127.063943,155,1.82,서울특별시 성동구
동일로,37.559261,127.073282,37.534645,127.057837,287,2.8,서울특별시 성동구
고산자로,37.571701,127.037934,37.551458,127.035286,598,4.45,서울특별시 성동구
광나루로,37.544971,127.033754,37.548301,127.067447,684,3.5,서울특별시 성동구
난계로,37.561587,127.024305,37.552469,127.025104,56,1.75,서울특별시 성동구
뚝섬로,37.540705,127.018101,37.537231,127.060988,422,4.5,서울특별시 성동구
왕십리로,37.565174,127.023702,37.538125,127.043574,506,4.26,서울특별시 성동구
독서당로,37.539261,127.011758,37.554656,127.034328,558,3.1,서울특별시 성동구
무학로,37.569504,127.030263,37.564136,127.030003,72,0.7,서울특별시 성동구
마장로,37.567836,127.023529,37.569722,127.048365,279,2.42,서울특별시 성동구
마장로42길,37.566808,127.044155,37.565384,127.047267,45,0.8,서울특별시 성동구
서울숲길,37.548581,127.037973,37.548091,127.044403,135,0.58,서울특별시 성동구
고산자로10길,37.558491,127.034053,37.559102,127.036964,81,0.25,서울특별시 성동구
아차산로7길,37.549428,127.056029,37.545183,127.054066,7,0.48,서울특별시 성동구
자동차시장1길,37.562065,127.059356,37.560955,127.059103,23,0.13,서울특별시 성동구
독서당로55길,37.550558,127.026469,37.549078,127.028816,111,0.35,서울특별시 성동구
금호로,37.557392,127.019376,37.544261,127.023867,236,1.75,서울특별시 성동구
뚝섬로1길,37.546782,127.048191,37.541388,127.045839,49,0.43,서울특별시 성동구
고산자로2길,37.558141,127.038924,37.552062,127.035285,69,1.5,서울특별시 성동구
뚝섬로5길,37.543387,127.051862,37.540069,127.050424,28,0.17,서울특별시 성동구
연무장7길,37.544741,127.055191,37.542793,127.054248,15,0.22,서울특별시 성동구
무학봉길,37.562929,127.032441,37.559849,127.023852,90,0.8,서울특별시 성동구
동호로2길,37.546939,127.016551,37.548244,127.019087,121,0.3,서울특별시 성동구
무수막길,37.554282,127.020011,37.548302,127.025641,21,0.65,서울특별시 성동구
매봉길,37.549362,127.012527,37.545193,127.017042,314,0.73,서울특별시 성동구
난계로24길,37.571108,127.023507,37.569292,127.030157,27,0.27,서울특별시 성동구
청주가로수길,36.623504,127.374151,36.632711,127.438822,1286,6.3,충청북도 청주시
무심천 벚나무길,36.667459,127.465884,36.605962,127.499039,824,7.75,충청북도 청주시
청남대 진입로,36.496914,127.496914,36.466356,127.492815,430,4.2,충청북도 청주시
사직대로,36.634451,127.447416,36.637092,127.490104,547,4,충청북도 청주시
상당로,36.657178,127.488288,36.628211,127.491364,372,3.35,충청북도 청주시
우암산순환로,36.639277,127.492063,36.649738,127.515755,370,4.69,충청북도 청주시
청주 제2순환로,36.597335,127.505211,36.595842,127.472023,2383,2.85,충청북도 청주시
공군제17전투비행단진입로,36.697644,127.480677,36.700822,127.485899,92,0.55,충청북도 청주시
강남대로,37.518059,127.018557,37.466234,127.040143,1201,6.9,서울특별시 서초구
남부순환로,37.476676,126.981814,37.485341,127.040966,1061,4.3,서울특별시 서초구
논현로,37.485052,127.041173,37.471816,127.050186,347,7.2,서울특별시 서초구
반포대로,37.507124,127.000503,37.480906,127.012347,608,3.5,서울특별시 서초구
방배로,37.498153,126.986697,37.476052,127.001612,507,2.8,서울특별시 서초구
서초대로,37.497822,127.026133,37.485361,126.982537,564,3.6,서울특별시 서초구
동작대로,37.505815,126.981087,37.477388,126.982021,194,2.4,서울특별시 서초구
신반포로,37.511225,127.020582,37.500891,126.984551,550,3.6,서울특별시 서초구
사평대로,37.504574,127.023883,37.499378,126.985312,455,3.8,서울특별시 서초구
서초중앙로,37.504157,127.010356,37.482425,127.017544,501,2.6,서울특별시 서초구
사임당로,37.493086,127.029435,37.487401,127.010777,310,1.8,서울특별시 서초구
양재대로,37.465902,127.044316,37.461961,127.036081,159,4,서울특별시 서초구
잠원로,37.522367,127.016237,37.507118,127.009875,385,2.4,서울특별시 서초구
효령로,37.489338,127.030905,37.476453,126.985423,839,4.3,서울특별시 서초구
헌릉로,37.465402,127.044014,37.463511,127.091447,870,8.5,서울특별시 서초구
과천대로,37.475804,126.982068,37.460668,126.988256,200,2.4,서울특별시 서초구
고무래로,37.503853,127.009065,37.500203,127.019284,143,1.06,서울특별시 서초구
나루터로,37.517267,127.010716,37.516113,127.018807,158,0.89,서울특별시 서초구
나루터로4길,37.515146,127.013706,37.509331,127.011483,170,0.78,서울특별시 서초구
도구로,37.488423,126.986222,37.479207,126.989706,156,1.35,서울특별시 서초구
동광로,37.493751,127.001695,37.490619,126.983198,278,2.25,서울특별시 서초구
동산로,37.473682,127.048308,37.468838,127.040239,156,0.98,서울특별시 서초구
마방로,37.477679,127.043985,37.473515,127.039146,172,0.77,서울특별시 서초구
중앙로,37.457881,127.011474,37.457416,127.016616,88,0.95,서울특별시 서초구
청계산로,37.463142,127.045097,37.430628,127.070909,1002,4.38,서울특별시 서초구
매헌로,37.471176,127.036717,37.462661,127.035408,210,1.23,서울특별시 서초구
명달로,37.490258,127.004716,37.477969,127.006503,263,1.58,서울특별시 서초구
바우뫼로,37.481581,127.042438,37.468719,127.024178,502,2.26,서울특별시 서초구
바우뫼로12길,37.470496,127.032275,37.466732,127.033177,180,0.78,서울특별시 서초구
방배중앙로,37.498198,126.984807,37.480429,126.993699,336,2.27,서울특별시 서초구
방배천로,37.489376,126.986993,37.476982,126.982451,18,1.63,서울특별시 서초구
법원로,37.494379,127.010723,37.493818,127.011104,45,0.22,서울특별시 서초구
사평대로19길,37.503088,126.995167,37.499799,126.996611,48,0.44,서울특별시 서초구
사평대로23길,37.502276,126.996961,37.501108,126.997485,41,0.33,서울특별시 서초구
서래로,37.500032,126.998121,37.494983,126.998033,111,0.56,서울특별시 서초구
서운로,37.503364,127.021378,37.484346,127.029448,503,2.3,서울특별시 서초구
신반포로3길,37.504774,126.985558,37.501346,126.986659,74,0.41,서울특별시 서초구
신반포로23길,37.512226,127.005858,37.507273,127.003015,85,0.89,서울특별시 서초구
신반포로33길,37.514078,127.007782,37.508656,127.010059,101,0.78,서울특별시 서초구
양재천로,37.480244,127.042388,37.475604,127.038359,218,1.63,서울특별시 서초구
잠원로3길,37.510762,127.006495,37.508169,127.003629,74,0.54,서울특별시 서초구
잠원로4길,37.513005,127.009678,37.511503,127.012322,148,0.57,서울특별시 서초구
태봉로,37.471086,127.029849,37.465662,127.028949,288,0.15,서울특별시 서초구
태봉로2길,37.464074,127.027693,37.461792,127.023144,114,0.24,서울특별시 서초구
성촌길,37.468475,127.019541,37.466729,127.020796,59,0.5,서울특별시 서초구
형촌길,37.466612,127.019566,37.462754,127.021636,68,0.33,서울특별시 서초구
형촌2길,37.466713,127.020322,37.465536,127.020726,57,0.35,서울특별시 서초구
헌인릉길,37.463992,127.080934,37.461619,127.081727,159,0.3,서울특별시 서초구
바우뫼로27길,37.477572,127.037234,37.475997,127.035153,55,0.7,서울특별시 서초구
잠원로8길,37.515969,127.010735,37.515803,127.009437,44,0.48,서울특별시 서초구
잠원로14길,37.520152,127.016473,37.515582,127.013587,135,0.64,서울특별시 서초구
남부순환로325길,37.484563,127.014697,37.481177,127.014417,38,0.4,서울특별시 서초구
언남길,37.475698,127.046164,37.470432,127.042098,114,0.55,서울특별시 서초구
마방로6길,37.476551,127.042962,37.474022,127.040741,55,0.25,서울특별시 서초구
마방로10길,37.477008,127.043257,37.474675,127.044137,62,0.31,서울특별시 서초구
동산로13길,37.473492,127.043842,37.470456,127.042185,66,0.28,서울특별시 서초구
동산로19길,37.474979,127.045466,37.472953,127.047418,66,0.3,서울특별시 서초구
양재대로2길,37.457423,127.015149,37.460113,127.025053,238,1.5,서울특별시 서초구
통일로,37.59798,126.938278,37.562082,126.969287,925,4.85,서울특별시 서대문구
세검정로,37.598941,126.956849,37.591477,126.941606,220,2.55,서울특별시 서대문구
연희로,37.591477,126.941606,37.558803,126.926943,1001,4.1,서울특별시 서대문구
신촌로,37.558803,126.926943,37.559356,126.961833,367,3.35,서울특별시 서대문구
충정로,37.559356,126.961833,37.565807,126.966371,242,0.8,서울특별시 서대문구
서소문로,37.562082,126.969287,37.559356,126.961833,58,0.8,서울특별시 서대문구
성산로,37.572287,126.959885,37.567993,126.917346,1011,9.8,서울특별시 서대문구
모래내로,37.568545,126.916487,37.586104,126.946839,681,3.4,서울특별시 서대문구
수색로,37.568545,126.916487,37.576904,126.903291,561,1.7,서울특별시 서대문구
응암로,37.574379,126.906112,37.585934,126.915543,350,1.6,서울특별시 서대문구
가좌로,37.585598,126.922911,37.577997,126.930344,258,1.2,서울특별시 서대문구
증가로,37.568511,126.932232,37.58408,126.91101,383,2.7,서울특별시 서대문구
신촌역로,37.556677,126.942832,37.559905,126.94037,110,0.87,서울특별시 서대문구
통일로(독립공원~서대문구의회),37.576607,126.955572,37.572304,126.959896,12,0.7,서울특별시 서대문구
연세로,37.555337,126.936861,37.559888,126.936894,360,0.42,서울특별시 서대문구
이화여대길,37.556809,126.945874,37.559811,126.945503,43,0.55,서울특별시 서대문구
명물로,37.557255,126.936867,37.55908,126.940359,76,2.7,서울특별시 서대문구
독립문로,37.567091,126.96407,37.571241,126.959263,89,0.8,서울특별시 서대문구
경기대로,37.567091,126.96407,37.559463,126.962096,194,0.68,서울특별시 서대문구
응암로1길,37.582244,126.909181,37.580832,126.912024,54,0.2,서울특별시 서대문구
응암로~증가로30길~증가로32안길~증가로32길(신가좌길),37.583013,126.912421,37.586189,126.915132,39,1.3,서울특별시 서대문구
가재울로,37.576679,126.920157,37.573244,126.922833,45,2.1,서울특별시 서대문구
모래내로15길,37.572083,126.921632,37.575029,126.917882,61,1.4,서울특별시 서대문구
수색로6길,37.570255,126.912936,37.572942,126.913446,43,1.9,서울특별시 서대문구
간호대로,37.596412,126.949162,37.597491,126.946448,67,0.8,서울특별시 서대문구
불광천길,37.576904,126.903291,37.586809,126.913574,158,0.1,서울특별시 서대문구
홍제천변길,37.579659,126.93611,37.568061,126.917421,446,2.16,서울특별시 서대문구
거북골길,37.575093,126.917893,37.581555,126.926884,268,2.35,서울특별시 서대문구
현대아파트길,37.573864,126.919379,37.575131,126.921541,52,0.22,서울특별시 서대문구
수색로(가재울뉴타운 내),37.576539,126.911273,37.572372,126.914706,136,0.82,서울특별시 서대문구
가재울미래로,37.570055,126.918494,37.572389,126.914851,47,0.55,서울특별시 서대문구
독립문로 14길,37.566266,126.959488,37.567023,126.964145,46,0.5,서울특별시 서대문구
북아현로,37.557625,126.956313,37.568953,126.949425,36,0.45,서울특별시 서대문구
북아현로1길,37.558961,126.956527,37.560738,126.953201,60,0.28,서울특별시 서대문구
북아현로1가길,37.557264,126.952016,37.558973,126.953341,32,0.23,서울특별시 서대문구
이화여대2다길,37.557523,126.948733,37.558786,126.947896,25,0.27,서울특별시 서대문구
신촌로35길,37.557477,126.95531,37.558863,126.955052,11,0.14,서울특별시 서대문구
신촌로27길~33길,37.557489,126.948749,37.557864,126.955277,55,0.58,서울특별시 서대문구
통일로42길,37.591541,126.941437,37.593186,126.941947,7,0.1,서울특별시 서대문구
고현천로,34.884083,128.627851,34.890224,128.625031,126,3,경상남도 거제시
거제시목길,34.890904,128.618197,34.892731,128.630464,170,4,경상남도 거제시
중국단풍길,34.890152,128.616504,34.891157,128.610721,105,2,경상남도 거제시
장평해안길,34.892116,128.617148,34.894563,128.614547,48,3,경상남도 거제시
고현중앙로,34.891312,128.621732,34.878933,128.628044,301,5,경상남도 거제시
계룡로,34.888264,128.614692,34.874288,128.631416,346,6,경상남도 거제시
옥포중앙로,34.896827,128.689629,34.896413,128.695708,165,3,경상남도 거제시
진목3길,34.895809,128.686305,34.900741,128.684148,150,4,경상남도 거제시
성산로,34.896541,128.695852,34.901599,128.696415,116,3,경상남도 거제시
성안로,34.886959,128.693346,34.890081,128.694831,133,4,경상남도 거제시
국산로,34.904584,128.686181,34.898664,128.693091,282,3,경상남도 거제시
거제대로,34.869189,128.722582,34.862025,128.724006,247,4,경상남도 거제시
장승로,34.856017,128.720076,36.322168,127.411889,112,3,경상남도 거제시
장승포해안로,34.864142,128.734431,34.875701,128.738197,697,9,경상남도 거제시
지세포해안로,34.833172,128.701707,34.832264,128.715474,240,6,경상남도 거제시
탑곡로,34.862848,128.692821,34.865491,128.697979,131,4,경상남도 거제시
국도1호선 가로수길,35.411822,126.88207,35.300147,126.780216,5209,32.6,전라남도 장성군
국도 24호선 가로수길,35.283918,126.789607,35.274021,126.877841,1380,9.4,전라남도 장성군
국지도 15호선 가로수길,35.406646,126.891254,35.378935,126.92423,574,5,전라남도 장성군
국지도 49호선 가로수길,35.41206,126.882298,35.432973,126.899764,375,3,전라남도 장성군
지방도734호선 가로수길,35.285913,126.64514,35.298629,126.628446,345,2,전라남도 장성군
국지도15호선 가로수길,35.4412,126.757457,35.434154,126.750944,1137,8,전라남도 장성군
국지도15호선 가로수길,35.394211,126.879102,35.404496,126.879274,75,0.5,전라남도 장성군
지방도708호선 가로수길,35.342117,126.8161,35.369472,126.808931,1936,13,전라남도 장성군
국도1호선 가로수길,35.448983,126.814146,35.465133,126.79801,760,3.5,전라남도 장성군
군도8호선 가로수길,35.303522,126.752277,35.312653,126.744016,762,3.5,전라남도 장성군
강변도로 가로수길,35.309736,126.779905,35.306004,126.777779,260,2,전라남도 장성군
지방도734호선 가로수길,35.30583,126.775923,35.331849,126.781047,497,3.7,전라남도 장성군
군도8호선 가로수길,35.314294,126.721796,35.325919,126.728019,40,0.3,전라남도 장성군
지방도734호선 가로수길,35.349999,126.773856,35.426326,126.805914,1700,17,전라남도 장성군
군도13호선 가로수길,35.373805,126.765232,35.366631,126.761413,600,3,전라남도 장성군
방울샘진입로 가로수길,35.304004,126.796768,35.305887,126.789515,210,1,전라남도 장성군
군도8호선 가로수길,35.325442,126.772795,35.311646,126.744875,130,1,전라남도 장성군
군도13호선 가로수길,35.350356,126.755667,35.34213,126.759057,349,1.4,전라남도 장성군
국도24호선 가로수길,35.218905,126.638921,35.196498,126.624802,450,2,전라남도 장성군
국도1호선 가로수길,35.310422,126.792654,35.303818,126.789363,100,1,전라남도 장성군
군도8호선 가로수길,35.274969,126.756403,35.290303,126.769932,466,1.8,전라남도 장성군
지방도893호선 가로수길,35.304149,126.670172,35.32446,126.660902,372,1.5,전라남도 장성군
군도8호선 가로수길,35.281331,126.75772,35.268107,126.744725,644,2.5,전라남도 장성군
군도13호선 가로수길,35.378552,126.744504,35.376418,126.747251,152,0.6,전라남도 장성군
국지도49호선 가로수길,35.274119,126.725929,35.250782,126.730606,716,6,전라남도 장성군
국도24호선 가로수길,35.218778,126.637835,35.294302,126.765988,2880,22,전라남도 장성군
군도6호선 가로수길,35.294778,126.718366,35.288824,126.733815,560,3,전라남도 장성군
군도1호선 가로수길,35.252085,126.862564,35.265822,126.864538,575,2.3,전라남도 장성군
군도10호선 가로수길,35.311923,126.718919,35.304624,126.751363,302,3,전라남도 장성군
군도15호선 가로수길,35.363522,126.725816,35.352119,126.730118,275,2.2,전라남도 장성군
남면 201호선 가로수실,35.263366,126.791329,35.24311,126.813302,447,3.6,전라남도 장성군
군도2호선 가로수길,35.249919,126.771773,35.263025,126.791085,136,1.7,전라남도 장성군
군도3호선 가로수길,35.21986,126.703252,35.212813,126.691536,120,1,전라남도 장성군
군도19호선 가로수길,35.319414,126.763799,35.346524,126.760755,180,1.6,전라남도 장성군
군도2호선 가로수길,35.254194,126.776623,35.24347,126.766409,290,2,전라남도 장성군
군도19호선 가로수길,35.345805,126.753607,35.34661,126.760731,173,1,전라남도 장성군
국지도15호선 가로수길,35.407145,126.891117,35.390284,126.914291,281,1,전라남도 장성군
장성읍 201호선 가로수길,35.312515,126.826191,35.315745,126.80974,88,0.8,전라남도 장성군
축령산 진입로 가로수길,35.364544,126.759316,35.375392,126.76511,825,1.5,전라남도 장성군
장성읍 208호선 가로수길,35.301339,126.7659,35.309797,126.753014,1462,1.2,전라남도 장성군
장성읍 201호선 가로수길,35.315189,126.836601,35.312309,126.84783,253,1.5,전라남도 장성군
국도1호선 가로수길,35.411822,126.88207,35.300147,126.780216,5209,32.6,전라남도 장성군
국도 24호선 가로수길,35.283918,126.789607,35.274021,126.877841,1380,9.4,전라남도 장성군
국지도 15호선 가로수길,35.406646,126.891254,35.378935,126.92423,574,5,전라남도 장성군
국지도 49호선 가로수길,35.41206,126.882298,35.432973,126.899764,375,3,전라남도 장성군
지방도734호선 가로수길,35.285913,126.64514,35.298629,126.628446,345,2,전라남도 장성군
국지도15호선 가로수길,35.4412,126.757457,35.434154,126.750944,1137,8,전라남도 장성군
국지도15호선 가로수길,35.394211,126.879102,35.404496,126.879274,75,0.5,전라남도 장성군
지방도708호선 가로수길,35.342117,126.8161,35.369472,126.808931,1936,13,전라남도 장성군
국도1호선 가로수길,35.448983,126.814146,35.465133,126.79801,760,3.5,전라남도 장성군
군도8호선 가로수길,35.303522,126.752277,35.312653,126.744016,762,3.5,전라남도 장성군
강변도로 가로수길,35.309736,126.779905,35.306004,126.777779,260,2,전라남도 장성군
지방도734호선 가로수길,35.30583,126.775923,35.331849,126.781047,497,3.7,전라남도 장성군
군도8호선 가로수길,35.314294,126.721796,35.325919,126.728019,40,0.3,전라남도 장성군
지방도734호선 가로수길,35.349999,126.773856,35.426326,126.805914,1700,17,전라남도 장성군
군도13호선 가로수길,35.373805,126.765232,35.366631,126.761413,600,3,전라남도 장성군
방울샘진입로 가로수길,35.304004,126.796768,35.305887,126.789515,210,1,전라남도 장성군
군도8호선 가로수길,35.325442,126.772795,35.311646,126.744875,130,1,전라남도 장성군
군도13호선 가로수길,35.350356,126.755667,35.34213,126.759057,349,1.4,전라남도 장성군
