상권명,시도명,시군구명,상권좌표수,좌표(경위도)_wgs84
지곡동,전라북도,군산시,14,"126.710894020994,35.9573570417|126.711514972809,35.9573456779457|126.713376951834,35.9573656331931|126.713336852852,35.9571038403045|126.713037475977,35.956424693709|126.712898799417,35.9560897443631|126.71290128207,35.9559365578859|126.712968948386,35.9558651825212|126.711148997052,35.9559898726665|126.711103641308,35.9560524738099|126.711098344881,35.9570618204619|126.710854515343,35.9570592043079|126.710839336384,35.9573113922648|126.710894020994,35.9573570417"
중앙동_1,전라북도,군산시,22,"126.715090413284,35.9877921879931|126.715199978962,35.9871895232695|126.715520057126,35.985913173025|126.716880578514,35.9861259910453|126.717154382403,35.9849663039939|126.717112074053,35.9848396771213|126.71699069919,35.984802330589|126.716233711566,35.9842985542588|126.716156248449,35.9842887137411|126.715041560843,35.985331254939|126.714444618399,35.9845317673189|126.714322661226,35.9845304618453|126.711145258298,35.9862628540465|126.712003301608,35.9873715827283|126.712785707372,35.9869924341074|126.713263194431,35.9869524884062|126.71331234638,35.9873405520575|126.713377993893,35.9873953302982|126.713437795637,35.9878105454371|126.713884654727,35.9876080443928|126.713961375026,35.9883478900556|126.715090413284,35.9877921879931"
중앙동_2,전라북도,군산시,12,"126.720077886987,35.9852137952198|126.720147423511,35.9843403237071|126.720523800732,35.9843803839023|126.720811637222,35.9823466242013|126.721187568088,35.9803498510219|126.720157690295,35.9802667813087|126.719834405214,35.9824353497506|126.719035171225,35.9831748659956|126.718314986618,35.9838250952867|126.717942419538,35.9842356938179|126.719258748349,35.9851239504035|126.720077886987,35.9852137952198"
수송동롯데마트_1,전라북도,군산시,16,"126.715409318029,35.9660394087766|126.715416455586,35.9642279678859|126.715295987694,35.9641365543797|126.712380269108,35.9641413875014|126.712374423413,35.9645018256942|126.711461716248,35.9647263647153|126.711972853987,35.9660206365158|126.712138389358,35.9660674739008|126.71238241583,35.9653761258397|126.713953471793,35.9655732057001|126.714251276274,35.9670364218415|126.713847527095,35.9693753541958|126.71387669379,35.9696280169135|126.713997460125,35.9697014099949|126.715427563801,35.9697076993391|126.715409318029,35.9660394087766"
수송동롯데마트_2,전라북도,군산시,11,"126.719541374228,35.9641728681243|126.715994581886,35.9641259982623|126.715870615596,35.9642508485437|126.715851085167,35.9654583180339|126.715889189505,35.9692710216456|126.715885691009,35.9694872846758|126.716159607702,35.9696884879311|126.716891360069,35.9696872939743|126.716891735838,35.9669204541839|126.719519360771,35.9669124418142|126.719541374228,35.9641728681243"
수송동롯데마트_3,전라북도,군산시,10,"126.715381134245,35.9595591006305|126.713042949174,35.9595070379905|126.712919131832,35.9596228744054|126.712917491367,35.9610918988237|126.714369314984,35.9611164570389|126.71442456994,35.9638658688264|126.71532253022,35.9638664624805|126.7154130986,35.9637502681579|126.715408553906,35.9599198950751|126.715381134245,35.9595591006305"
수송동롯데마트_4,전라북도,군산시,9,"126.719481463195,35.9596389256278|126.715979499203,35.9595745100017|126.715866332334,35.9597175009261|126.715867984591,35.9637280939342|126.716032060441,35.9638650355969|126.719335135114,35.9639002937835|126.71953494053,35.9638843986007|126.719568678656,35.9597299805718|126.719481463195,35.9596389256278"
고창공용버스터미널_1,전라북도,고창군,24,"126.700425089167,35.436830904401|126.700392778397,35.4367854906777|126.699390599848,35.4367837242015|126.69940841569,35.4363602925651|126.699598502879,35.4361820725373|126.699446516541,35.4360452383233|126.699415799118,35.4359006955878|126.70120034343,35.4358748180055|126.701716832114,35.4352584513444|126.70166293245,35.4351857662594|126.699635434359,35.4352541036648|126.695084493621,35.4354123627723|126.692616832793,35.4354578028383|126.692560467256,35.4355383124566|126.69257419421,35.4360522165078|126.692705164801,35.4361257391672|126.694072012676,35.4360503823633|126.695680524841,35.4360136711488|126.695789553661,35.4381329631737|126.69588735081,35.4382151377164|126.698653277027,35.4381187638255|126.6986329909,35.4373253785256|126.700043322573,35.437286475479|126.700425089167,35.436830904401"
고창공용버스터미널_2,전라북도,고창군,27,"126.702041212432,35.4349464707004|126.701833561163,35.4341600863634|126.701756773084,35.4341412351068|126.701014987264,35.4343856371669|126.700539343068,35.4345157236341|126.69968859737,35.4346868398851|126.699668300866,35.4338934541177|126.699617732905,35.4336134988353|126.700896013126,35.4335641511371|126.700772703026,35.4330130163881|126.699595121266,35.4329643003136|126.699197283288,35.4330501522846|126.698983148072,35.432669290432|126.698739896757,35.4327297648712|126.6986454344,35.4324403233602|126.698468246585,35.4318165001342|126.695416258462,35.4319097851115|126.695520631985,35.4343174527443|126.695168715544,35.4342866144957|126.694638589373,35.4343800364211|126.692682656873,35.434791533806|126.69253820334,35.4348710906548|126.692544411851,35.4351685952821|126.692653067727,35.4352599031259|126.69562796033,35.4351748707741|126.699595008445,35.4350283371254|126.702041212432,35.4349464707004"
요촌동,전라북도,김제시,54,"126.884177752785,35.8024574670561|126.884222757398,35.8024038066045|126.884488127801,35.8024152789639|126.884628802722,35.801848767551|126.885458472928,35.8018564520463|126.885662621935,35.8014978245323|126.885691408357,35.8010204052995|126.886389329265,35.8009547601581|126.886743569248,35.8009400107666|126.887605287746,35.8010290931971|126.89227307651,35.7987107443408|126.892308635916,35.7985398255267|126.892016339783,35.7980774753028|126.891972342641,35.7980590444614|126.89023569226,35.7988361869607|126.890189066386,35.7990070030928|126.889934016793,35.7990497162469|126.889678465992,35.7991284760136|126.888933307903,35.7994100151229|126.888142841797,35.7981769565743|126.888299963593,35.7980161746289|126.887863514588,35.797579522044|126.887754152186,35.7974883822312|126.887569742278,35.797225302896|126.88527533023,35.7983306970695|126.885296322238,35.798412007924|126.885183315212,35.7985822073517|126.885006200392,35.7985895799733|126.884675352305,35.7985144116537|126.884568131154,35.7982700688183|126.883513379324,35.7977465535938|126.883490752217,35.7977823955018|126.883478662705,35.7986475256215|126.883355597257,35.7987455264844|126.883250624407,35.799132109097|126.883221698413,35.7996185394132|126.883130179289,35.7998340008534|126.88297430356,35.799904658064|126.882827823931,35.8008857088247|126.882847805898,35.8010391141671|126.883864642465,35.8011116369588|126.88385834725,35.801562225385|126.88368109981,35.8015786076976|126.883488633791,35.8018922754495|126.883155631864,35.8019703027878|126.882934764338,35.8019412146115|126.882670278116,35.8018666565062|126.882428421178,35.801756256176|126.882291009115,35.8020884589233|126.882776741762,35.8021650714561|126.883020238471,35.8021583181691|126.883570834925,35.8023436845647|126.88386762928,35.8024816308072|126.884177752785,35.8024574670561"
부안시외버스터미널_1,전라북도,부안군,38,"126.737075818046,35.729568185977|126.737123703976,35.7265313446388|126.737037283263,35.7264042581304|126.736828446738,35.7263299652978|126.736146114824,35.7261425505392|126.7358478748,35.7261304082093|126.735604321825,35.7261548907219|126.732371243112,35.7265084660215|126.729483443655,35.7266943515988|126.729532169267,35.7278034498797|126.730374218336,35.7276771347841|126.730539846249,35.7276878932631|126.730638737432,35.727724986922|126.731514223734,35.7275809904003|126.731935888081,35.7274772753848|126.732467779645,35.7273927445649|126.732601180096,35.7280430758346|126.732855363292,35.728045749952|126.732955966782,35.7279747051255|126.733266262134,35.7279238912714|126.733798155457,35.7278393546077|126.734037583291,35.7280762061303|126.734180967342,35.7280957387171|126.734211700564,35.7282492807134|126.734294700722,35.7285926424795|126.734291710024,35.7287818816254|126.734220131046,35.7291146061891|126.734190194263,35.7296100001826|126.734289374419,35.7296290681394|126.734266416548,35.7296829042014|126.734971731152,35.7298164938403|126.735411095515,35.7299923520341|126.73558650035,35.7300843222087|126.736159768662,35.7301804672373|126.736413958998,35.7301831339757|126.736758127005,35.7300876020889|126.736915409676,35.7299270195014|126.737075818046,35.729568185977"
부안시외버스터미널_2,전라북도,부안군,20,"126.733137626489,35.7262731804656|126.735905406266,35.7259868057077|126.73633583337,35.7260273733016|126.737083903695,35.7262515277651|126.737172739643,35.7262254204155|126.737216354305,35.723458919449|126.737173003363,35.7234043876418|126.737096073826,35.7233765424862|126.733626262757,35.7233311036175|126.733884075369,35.7238024839114|126.733423944892,35.7249422838923|126.732506995817,35.7249146135723|126.730860253229,35.7249062883442|126.729667792246,35.7255246210574|126.729703564568,35.7260567584088|126.72964144839,35.7264887217207|126.729684652799,35.7265522675185|126.731089729186,35.7264679348998|126.73206352055,35.7263970727773|126.733137626489,35.7262731804656"
수성동_1,전라북도,정읍시,10,"126.854869639677,35.5772610890721|126.85467120639,35.5772501928989|126.853970087131,35.5776761724087|126.85322419377,35.5781467884528|126.852322953729,35.5786790151854|126.857604445144,35.584353378459|126.860021008324,35.5827808888175|126.857629897046,35.5802255612083|126.857269817731,35.5799427421486|126.854869639677,35.5772610890721"
수성동_2,전라북도,정읍시,70,"126.853718510286,35.5682188976402|126.854305404032,35.5680622313939|126.854496896347,35.5685597773081|126.85493963308,35.5684558192775|126.855360180746,35.5683606624331|126.855950783195,35.5679426391833|126.855842787372,35.5677793770915|126.855757107669,35.5675982999628|126.856788255768,35.5672295141739|126.857044242588,35.5670696999185|126.85583813042,35.5665535312837|126.85585056767,35.5664545034419|126.857349714705,35.5665317970788|126.857287242394,35.5662698214191|126.856890045619,35.5662750737838|126.856893625091,35.5660227366797|126.856664048087,35.5658763503279|126.856632109969,35.5657949285518|126.857309773261,35.5654588421317|126.857168944766,35.5652772438462|126.857143780011,35.5647181839644|126.857045281574,35.5646631718329|126.85534702048,35.5654041924722|126.85573341454,35.5646056766992|126.855646714507,35.5644966957706|126.855128458711,35.5644827681676|126.855200140182,35.564095878224|126.855379938329,35.5638632387511|126.855626679187,35.5635771541394|126.856151452631,35.5631314653894|126.856155673529,35.5628340680075|126.85610257401,35.5626893527619|126.856282622108,35.5624386876959|126.856617971865,35.5621264006714|126.856182306595,35.5617347032736|126.854817681007,35.5630647396857|126.854483857529,35.5632688770172|126.854072186574,35.5635173406539|126.85461302103,35.5642705735713|126.854070273416,35.5644276607757|126.854120038635,35.564806689684|126.853789666947,35.5647675000054|126.853493153282,35.5646745515276|126.853430953903,35.5651696893848|126.853010420926,35.5652648398168|126.852776363001,35.5654338671956|126.853256662316,35.5657899477639|126.85214741131,35.5662210534567|126.851009063978,35.5655973222775|126.850817320136,35.5658929339933|126.851074835569,35.5664001270797|126.850541168451,35.5666924832156|126.850965288051,35.5671201437523|126.850200118006,35.5674012810394|126.849824975478,35.5674067201439|126.850152140744,35.5676712212398|126.850505867597,35.5676205109744|126.850579348546,35.567882594733|126.850866511237,35.5678582892485|126.850920247004,35.5679579464765|126.849220792743,35.5695461122333|126.84937341256,35.5696737525706|126.849461010163,35.5697196537906|126.849401869961,35.5699985003843|126.850043260758,35.5706625792087|126.850521649613,35.571153850899|126.850891820351,35.5707247403168|126.851967035465,35.5695902907144|126.853120071276,35.5684115042756|126.853718510286,35.5682188976402"
정읍역,전라북도,정읍시,22,"126.846824755576,35.5766346822938|126.848234307527,35.5745029940334|126.847982145943,35.574392428653|126.847589550371,35.5740732176617|126.84722012016,35.5744482452688|126.846510217025,35.5739457350992|126.846912740073,35.5735710258154|126.845863996996,35.5728489566885|126.846437910644,35.5720612790858|126.845896587053,35.5713440588898|126.845775253262,35.571342898634|126.844575620135,35.5726834048911|126.844727896251,35.5736042117499|126.845231043289,35.5739064632971|126.84439835409,35.5750431729951|126.843864734668,35.5753264856372|126.844873936439,35.5764988547188|126.844950895325,35.5765176177193|126.845241061643,35.5762860505857|126.845472325578,35.5763153027698|126.845776103274,35.5759036000383|126.846824755576,35.5766346822938"
수원버스터미널,경기도,수원시,16,"127.019809713729,37.2515855235502|127.022929839067,37.2508904017192|127.023137135196,37.2514237539517|127.023249613957,37.2514427023907|127.023600179392,37.2513554804697|127.024595051727,37.251129384695|127.024629908755,37.2510485731418|127.024215416143,37.2499728632288|127.023107268009,37.2502430773629|127.022681879168,37.2491402395593|127.021788697536,37.2493491365734|127.020284906554,37.2497061689083|127.019153857501,37.2500031895184|127.019062873986,37.2500655132946|127.019083782844,37.2501918391215|127.019809713729,37.2515855235502"
수원시청_2,경기도,수원시,9,"127.03148770604,37.2612961340295|127.030559862555,37.2589186813518|127.029677280496,37.2591727782115|127.029851751934,37.2596337624488|127.028878980132,37.2598871152562|127.028821809575,37.2599497233532|127.029596062664,37.2619925284026|127.031315160148,37.2615650517308|127.03148770604,37.2612961340295"
수원역_3,경기도,수원시,15,"127.001306455482,37.2639652719217|127.000464912295,37.2636608206772|126.999946807302,37.2644764417922|126.99901511871,37.2658742763708|126.99848523257,37.2667258346368|126.997884593611,37.2678110750638|126.997339886626,37.2697798508265|126.997407290537,37.2697984426477|126.998392040599,37.2695094080559|126.998663443862,37.2694486247031|126.998993597442,37.2692081193225|126.999962719015,37.2675402753751|127.001807204525,37.2644650877712|127.001980692354,37.2641331456347|127.001306455482,37.2639652719217"
경희대학교국제캠퍼스,경기도,수원시,19,"127.078978677562,37.2478427346071|127.078821544101,37.2477874483404|127.07722065991,37.2478110459574|127.075980988228,37.24779238217|127.075204187045,37.2477142392254|127.074281748802,37.247562866725|127.074273274422,37.2482566445349|127.074257491116,37.2486259706744|127.074277501448,37.2488333789471|127.074343035763,37.2490050987322|127.074599296138,37.2492503946534|127.075587122737,37.2486633757963|127.075903476059,37.2486027646948|127.07751542855,37.2485972930157|127.078992021383,37.2485997591607|127.079071683875,37.2485373010894|127.07908853852,37.2480778728514|127.079055711548,37.2479965192527|127.078978677562,37.2478427346071"
그랜드백화점앞,경기도,수원시,26,"127.075494890357,37.2543756028924|127.074570012607,37.2534943262127|127.073945560788,37.2538589002529|127.073299960594,37.2531870462794|127.073913248477,37.252813377451|127.072232767723,37.2510431056508|127.072120276284,37.2510242035851|127.0705756785,37.2519672684989|127.071633099081,37.2530658768055|127.071778524948,37.2531571247593|127.071990587235,37.2533299926056|127.072538371481,37.2537037272631|127.072856512214,37.2534989632527|127.073479788016,37.2541526232731|127.073139212955,37.2543482026281|127.073448650518,37.2548552340887|127.073569665546,37.2550994752451|127.073959223626,37.2555080108416|127.074727300418,37.2563069701413|127.075136062175,37.2560668634114|127.075193961732,37.2559411617027|127.075659629228,37.2556564421792|127.075795111936,37.2556394763077|127.076340007914,37.255328338695|127.076318452782,37.2552470722338|127.075494890357,37.2543756028924"
망포역_1,경기도,수원시,24,"127.061060815096,37.2456747549608|127.061105564478,37.2447920356325|127.061126098272,37.2440442887992|127.060311968036,37.2442541034694|127.059453758909,37.2443824643184|127.058867150417,37.2444228651475|127.058258672691,37.2444090236706|127.057839660197,37.244567892615|127.057532563919,37.244790726236|127.057146573995,37.2450129318074|127.056885900458,37.2451280013665|127.056602685547,37.2452428910231|127.056435538013,37.2450883750046|127.055884304874,37.2450028891451|127.05547868793,37.2449906482322|127.055297465433,37.2450612923069|127.055240103307,37.2451419338911|127.0550257434,37.2451582478325|127.054999046217,37.2454914402771|127.055956350829,37.2455531307649|127.056868687883,37.2456054449452|127.058941314416,37.2457120201448|127.06102555284,37.2457916181698|127.061060815096,37.2456747549608"
망포역_2,경기도,수원시,10,"127.055747872033,37.2460020184662|127.054925694327,37.2459504141908|127.055626186335,37.2467219254621|127.060932147079,37.2469623025138|127.060988834812,37.2469357185454|127.061030125661,37.2463323116256|127.060952125455,37.2462596063639|127.058958373416,37.2461536922083|127.057167046838,37.2460853978913|127.055747872033,37.2460020184662"
아주대삼거리_1,경기도,수원시,18,"127.048868436907,37.2732411334921|127.049703424272,37.2731937640521|127.05037977762,37.2732081945015|127.05044798926,37.273163686328|127.050294441735,37.2728200419529|127.050227247521,37.272783460033|127.049008935962,37.2728277589541|127.048151969892,37.2728298925319|127.047657257231,37.2727177886782|127.046916552051,37.2724415091394|127.045324119917,37.2717528786763|127.045233812638,37.2717611623351|127.045072792008,37.2720121707855|127.045082816304,37.272111371474|127.04734808819,37.273093762709|127.04816908179,37.2732625533516|127.048540911985,37.2732835598951|127.048868436907,37.2732411334921"
영통역_1,경기도,수원시,26,"127.080071733681,37.2497254991486|127.079170165715,37.2487813618324|127.076137857474,37.248793821065|127.076047360831,37.2488201488902|127.076057533235,37.24891033775|127.07703697307,37.2499362032798|127.077172006351,37.2499552760958|127.077546583673,37.2497419274018|127.07799808274,37.2496913728788|127.078515454413,37.2497855038879|127.078795039946,37.2499678953122|127.079318102893,37.2505216260197|127.079450073195,37.2507929793436|127.079456966305,37.2511534712342|127.079307374881,37.2514046167541|127.079067940373,37.2516280315024|127.078874904152,37.251743674672|127.078862756607,37.2518156679765|127.0799755606,37.2530047422394|127.080076894952,37.2530145393536|127.080214559432,37.2528173661658|127.080320049116,37.2524847789124|127.080645038771,37.2507842276165|127.080603233425,37.2505135746825|127.080472134054,37.250170141673|127.080071733681,37.2497254991486"
영통역_2,경기도,수원시,13,"127.076025170176,37.2506401897185|127.076842730825,37.2501509543379|127.076877312392,37.2500881468277|127.076799622236,37.2499884214782|127.076476714221,37.2496615126409|127.075465789344,37.2502934134975|127.075053707184,37.249884706932|127.074664501478,37.2494491445634|127.073426270427,37.2502324403006|127.073414228151,37.2502954229016|127.074538084815,37.2514936452754|127.074639526371,37.2514944369121|127.076025170176,37.2506401897185"
영통역_5,경기도,수원시,11,"127.078715024133,37.2519136408638|127.078647724633,37.2518860851189|127.076455881705,37.2532206783266|127.076365050351,37.2532740366006|127.076341518749,37.2533549518957|127.077476628833,37.2545622449011|127.077577964897,37.2545720441753|127.077634543026,37.2545544623688|127.079837348072,37.253246965667|127.079861094741,37.2531480294095|127.078715024133,37.2519136408638"
영통역_4,경기도,수원시,19,"127.074414016554,37.2542680505377|127.077446160078,37.2524354226254|127.077480632539,37.2523816250732|127.076033475145,37.2508835502804|127.075909382098,37.2508915942866|127.074751029053,37.2515944274741|127.074432461242,37.2518352372025|127.072933511927,37.2527336343543|127.072943791275,37.2528148132885|127.073322503658,37.2531872224487|127.07408386205,37.25268855642|127.074340133796,37.2529338529084|127.075146458766,37.2524445419279|127.075347145512,37.2526263260475|127.074540489709,37.2531426686535|127.074729245087,37.2533784264004|127.073945340548,37.2538769204358|127.074290358134,37.2542400523974|127.074414016554,37.2542680505377"
광교,경기도,수원시,58,"127.05797396095,37.2953995383324|127.05800880396,37.2953187173382|127.058009813633,37.2952376274554|127.057932103502,37.2951378901838|127.057808609428,37.2950918542087|127.057008676773,37.2950224167491|127.056873231838,37.2950303499926|127.05665771938,37.2951277546573|127.05642924301,37.2953602188865|127.055981055504,37.2951223673861|127.05638128264,37.2946840212481|127.056932718623,37.2938774307877|127.056528187599,37.2937570701144|127.056355765748,37.2940170130763|127.055692188752,37.293867554333|127.05433087253,37.293595385805|127.053621630075,37.2934906055392|127.053283418485,37.2934788938324|127.052865813543,37.293502590298|127.052424750654,37.2935981847782|127.051779901169,37.2937552236718|127.05168111398,37.2935381723177|127.051514436764,37.2933385993951|127.050075483408,37.2920655534028|127.052226184508,37.2905419091272|127.050798661072,37.2892599520886|127.048635672178,37.2908645700727|127.046604702552,37.2891451958082|127.044953645372,37.290393427456|127.046829792885,37.2918682911396|127.047432863964,37.2923417047207|127.048034922315,37.2928962049789|127.04853537907,37.2934588975201|127.048900512725,37.294020502164|127.049108897411,37.294490739526|127.049240039302,37.2948251938401|127.049295521833,37.2948977258548|127.049385177165,37.2949434992986|127.050108080155,37.29485918611|127.051576323925,37.294699736866|127.052399366974,37.2947243413885|127.053277446031,37.2948575102969|127.054367552322,37.295172581974|127.055297866271,37.2956395550758|127.055633051245,37.2958945306213|127.056079555861,37.2962675331653|127.056725136065,37.2969574991171|127.056896328017,37.2967966656209|127.057203303902,37.2966008684898|127.057204314486,37.2965197786435|127.057498326766,37.2964590407599|127.057368492619,37.2960164753352|127.057381566704,37.2958724052751|127.057416971866,37.29574653455|127.057553764946,37.2956304808801|127.057780667744,37.2955241542596|127.057894118906,37.2954709907823|127.05797396095,37.2953995383324"
샘내공원삼거리,경기도,수원시,13,"126.983108116196,37.2951593117268|126.982771366595,37.2950392811489|126.98210199732,37.2961688977456|126.981951871496,37.2964289220885|126.981915976953,37.2965817977141|126.982925518348,37.2969959527612|126.983015740452,37.296996727004|126.983488541623,37.2962258524819|126.983603739387,37.2960466240168|126.983651634184,37.2958397858101|126.983881906144,37.2954903381716|126.983803931646,37.2954175830192|126.983108116196,37.2951593117268"
성균관대자연과학캠퍼스,경기도,수원시,26,"126.974276334161,37.2993543298702|126.974016659902,37.2985411089685|126.973542467556,37.2977440512481|126.973111805814,37.2970645093651|126.971483646599,37.2973567580522|126.971132562162,37.2966328455774|126.970296665776,37.2967247047003|126.96986688702,37.2968110778629|126.969494600559,37.2968168520836|126.969380841576,37.2968879493432|126.969863439965,37.2978923452548|126.969738401816,37.2979633447942|126.969128537836,37.2980211170828|126.969071411673,37.2980746850101|126.969001042529,37.2982723106499|126.969021510537,37.2984256724692|126.969228915021,37.2989320819024|126.969884389144,37.2988386623796|126.970012854042,37.2993443842548|126.97200134619,37.2991003364819|126.972243708767,37.2995259466614|126.972581929485,37.2995378901681|126.972897471761,37.2995586469702|126.973090055963,37.2994972402406|126.973745041722,37.2994398383518|126.974276334161,37.2993543298702"
장안구청,경기도,수원시,13,"127.008670964207,37.3033775088169|127.010262967829,37.3023996233108|127.010418511289,37.3025811388766|127.011601033304,37.3018611293861|127.012389962462,37.301047720235|127.012009672322,37.3008012579736|127.012318308016,37.3004884511562|127.011580175131,37.3000047229986|127.010735327766,37.3007816168106|127.009597339011,37.3015470441702|127.009040086816,37.3018938085052|127.00791428846,37.3025872346047|127.008670964207,37.3033775088169"
장안문로터리_1,경기도,수원시,11,"127.01389972708,37.2925270216937|127.014508568169,37.2916760545839|127.015147374067,37.2919877332655|127.016157921365,37.2905994433073|127.014233786272,37.2893940233935|127.014087658302,37.2893567645747|127.01396314462,37.2893917722353|127.01210314011,37.2919173447143|127.013235429845,37.2924403953621|127.013372988536,37.2922703343409|127.01389972708,37.2925270216937"
장안문로터리_2,경기도,수원시,15,"127.011202357556,37.2926667447068|127.013682283289,37.2893083377145|127.013649745082,37.2892089475325|127.01359477103,37.2891003597733|127.013337404448,37.2889450331129|127.013061946169,37.289312184892|127.011997128603,37.2888077167565|127.011698875642,37.2891926970338|127.012774973299,37.2896972617953|127.012396253967,37.2901987146353|127.01135409989,37.2896854187204|127.010343713556,37.2910556470401|127.011397274038,37.2915600361002|127.010720264929,37.2924464614506|127.011202357556,37.2926667447068"
정자3동주민센터,경기도,수원시,16,"126.993954076027,37.294630127825|126.993807589047,37.2946198734452|126.993738965589,37.2946913774956|126.993474069617,37.2951036264486|126.993415284259,37.2952833438374|126.992942589604,37.2960542597227|126.993019854047,37.2961810678541|126.995342846394,37.2970658222469|126.995444466399,37.2970576728019|126.995733230131,37.2965465026452|126.995712110098,37.2964381936963|126.995622964985,37.2963563407767|126.995344851441,37.2960656369367|126.994789229374,37.2954391782608|126.994088087538,37.2947303844749|126.993954076027,37.294630127825"
못골종합시장_1,경기도,수원시,14,"127.020558324915,37.2738936882608|127.020389441406,37.2738742710501|127.02022009158,37.2738908932792|127.019664960522,37.2740935541844|127.019885900881,37.2744468054969|127.020061395087,37.2748267133718|127.020079512563,37.2751692766453|127.021263232922,37.2751880664657|127.021298804029,37.275053196904|127.021368082336,37.2749276164779|127.021476075309,37.2744238984743|127.020882603807,37.2741036173529|127.020860754012,37.2740493715837|127.020558324915,37.2738936882608"
못골종합시장_2,경기도,수원시,27,"127.020144831962,37.2779631892324|127.019924230433,37.2775829087065|127.020352213807,37.2776224898804|127.020689764477,37.2776793442147|127.020701505731,37.277643397698|127.020501353672,37.2774254829656|127.020346302516,37.2772079406207|127.020472075637,37.2770738167711|127.02062074781,37.2769128493326|127.020669927027,37.276597874841|127.020950632998,37.2766903023086|127.021263092072,37.2760711317156|127.021421987103,37.2759913455563|127.021557866496,37.2759474127434|127.021832750217,37.2764903341263|127.022202375937,37.27668261201|127.02237974853,37.2769183578139|127.022765305162,37.2767503300901|127.022766119337,37.2766872606332|127.022004100245,37.2754464856056|127.020031848161,37.2753671220237|127.019515574881,37.2769217352626|127.019059741896,37.2781614652179|127.019183650998,37.2781715013827|127.019590020642,37.278138819479|127.019793555357,37.2780954482652|127.020144831962,37.2779631892324"
수원시청_1,경기도,수원시,13,"127.034799859667,37.2597101901205|127.033893324849,37.2574230450799|127.031800744553,37.2579736637685|127.031986728849,37.2584167171931|127.031681343551,37.258495321784|127.031484088751,37.2580521758324|127.030816612978,37.2582359508899|127.030758523031,37.2583706397566|127.031860277813,37.2612541223218|127.032062148356,37.2613368687347|127.034686007622,37.2606824419992|127.034347356521,37.2598326584116|127.034799859667,37.2597101901205"
수원시청_3,경기도,수원시,7,"127.035379740795,37.2610935792228|127.03523400049,37.2610293170216|127.032270802499,37.2617710956874|127.032133573126,37.2619231609954|127.033714893309,37.2661081096556|127.036961339823,37.2652694774195|127.035379740795,37.2610935792228"
수원시청_4,경기도,수원시,20,"127.033594571553,37.266701848629|127.031792973517,37.2621096091886|127.031501380364,37.2619900857996|127.029318243293,37.2625579413658|127.029624300165,37.2633083519585|127.029623261226,37.26338944161|127.029577476928,37.2634431323094|127.02977392589,37.2639493508037|127.028054187547,37.2644218538052|127.027858095955,37.2638886027765|127.027790689403,37.2638700282439|127.026240847644,37.264280821586|127.025891119742,37.2634219129052|127.025676239162,37.2634742126352|127.025606862956,37.2636088060262|127.026535299018,37.265932234559|127.026987735105,37.2658188069042|127.02791647078,37.2681242048381|127.033537284586,37.2667734688805|127.033594571553,37.266701848629"
곡성군청,전라남도,곡성군,20,"127.29437340521,35.2803526740085|127.29387135823,35.279935105036|127.293611141109,35.2795189433432|127.293414378348,35.2793916001426|127.293134810161,35.2799398265963|127.292510608121,35.279665764256|127.292354841476,35.2798811919671|127.291347174951,35.2794606600609|127.290994113677,35.2808737991303|127.291729651932,35.2809862671991|127.292421379813,35.2810804470298|127.292596942767,35.2811175277751|127.293712606792,35.2817640294362|127.294481758329,35.2818045643813|127.295228224594,35.2819260888706|127.295737533582,35.2815053891051|127.29587068707,35.281361938007|127.295971018987,35.281200268076|127.296026836611,35.2811014378233|127.29437340521,35.2803526740085"
광양읍_1,전라남도,광양시,26,"127.580731835541,34.9825194336955|127.582102159991,34.9801172340716|127.583405179556,34.9801847979735|127.584697430364,34.9802162526622|127.584973008708,34.9798656207341|127.585456000239,34.9796509134179|127.585544207456,34.9795340231693|127.585623905392,34.9789303135404|127.582819943782,34.9789568055349|127.582013630671,34.9759701974677|127.581904203301,34.9759517928186|127.577718634198,34.9784614592335|127.578034036095,34.9788952542458|127.57666056701,34.9797558952478|127.575737742395,34.9803025782718|127.575726372966,34.9803836703647|127.577271741209,34.9823181720678|127.577172751264,34.9823989602702|127.577139569846,34.9824619475251|127.579534520953,34.9853459011239|127.579720861564,34.9853195001074|127.579921045679,34.9847252251111|127.57996696806,34.9843107106016|127.579969261775,34.9838599871533|127.580190658379,34.9834010040922|127.580731835541,34.9825194336955"
중마동_2,전라남도,광양시,22,"127.699029606955,34.9297361393839|127.698810919238,34.929672496919|127.698559066226,34.9296989196815|127.698284368956,34.929986713189|127.698329257534,34.9356931572194|127.698482346512,34.9357386090701|127.701076769686,34.9357269588384|127.701091946605,34.934555079581|127.701335825833,34.9337082904896|127.70141261308,34.9336634045644|127.701688708155,34.932987973555|127.701317411991,34.9327436677817|127.70105496204,34.9326709075625|127.700781859455,34.9325169879646|127.700618187409,34.9323723508509|127.700291040785,34.9320289879648|127.699909819588,34.9315051963706|127.699855873211,34.931288709854|127.69984577661,34.9310543016085|127.699660936283,34.930711286697|127.699248065865,34.9298628841351|127.699029606955,34.9297361393839"
중마동_4,전라남도,광양시,7,"127.689003586019,34.9441796638072|127.688995341475,34.9405467076898|127.688064788248,34.9405533480426|127.688062070422,34.941274519434|127.687131474879,34.941290167235|127.687153345158,34.9441929651286|127.689003586019,34.9441796638072"
