자전거보관소명,위도,경도,보관대수,제공기관명
중앙교회 앞(대공원길),37.4329164,127.0019184,20,경기도 과천시
과천역 3번 출구 앞뒤,37.4325055,126.9986132,90,경기도 과천시
부림동주민센터 앞,37.4325055,126.9986132,5,경기도 과천시
선바위역 2~3번 출구,37.4523222,127.0010413,15,경기도 과천시
환경사업소 입구,37.4299384,126.9914126,10,경기도 과천시
과천동주민센터 내,37.4359673,126.9927774,10,경기도 과천시
경마공원역 5번 출구,37.4441579,127.0076908,7,경기도 과천시
주암체육소공원,37.4610361,127.0318757,10,경기도 과천시
선바위역 1번출구,37.4519096,127.002333,30,경기도 과천시
8단지 양재천 진입로,37.4367791,126.996051,5,경기도 과천시
주암다목적회관 앞,37.4639783,127.0341065,10,경기도 과천시
문원동주민센터 앞,37.4304046,127.0023856,5,경기도 과천시
문원1단지 버스정류장,37.4295413,127.0021655,40,경기도 과천시
문원체육공원 내,37.4278829,127.0036133,21,경기도 과천시
청소년수련관,37.4266205,127.0008315,10,경기도 과천시
교성리 자전거보관대,36.85194,127.44356,30,충청북도 진천군
덕산면사무소,36.91363,127.50934,10,충청북도 진천군
이월면사무소,36.92559,127.4285,10,충청북도 진천군
광혜원면사무소,36.99326,127.43563,4,충청북도 진천군
광혜원도서관,36.99422,127.43578,20,충청북도 진천군
화랑관,36.84965,127.44012,10,충청북도 진천군
진천국민체육센터,36.84831,127.44107,10,충청북도 진천군
초평면사무소,36.84585,127.52637,5,충청북도 진천군
진천군립도서관,36.8563,127.4386,10,충청북도 진천군
진천군청,36.8552,127.43556,40,충청북도 진천군
종합사회복지관,36.8611,127.43949,30,충청북도 진천군
문백면사무소,36.78434,127.43736,10,충청북도 진천군
청소년수련관,36.85679,127.43879,10,충청북도 진천군
장애인복지관,36.86313,127.43618,3,충청북도 진천군
진천역사테마공원,36.86935,127.4128,22,충청북도 진천군
하람공원,36.90312,127.52604,16,충청북도 진천군
아람공원,36.89614,127.53227,8,충청북도 진천군
옥동공원,36.90906,127.53375,32,충청북도 진천군
두레봉공원,36.90756,127.53651,40,충청북도 진천군
강당말공원,36.90135,127.54008,40,충청북도 진천군
송인공원,36.89916,127.53815,8,충청북도 진천군
대화공원,36.90024,127.53218,40,충청북도 진천군
선옥공원,36.89458,127.53375,24,충청북도 진천군
돌실공원,36.89769,127.52675,40,충청북도 진천군
진천읍사무소,36.85496,127.4412,10,충청북도 진천군
홍수 조절지 주차장,34.926872,126.984277,7,전라남도 화순군
이양중학교 본관 뒷편,34.886085,126.992269,10,전라남도 화순군
복지회관 우측,34.950474,126.961949,10,전라남도 화순군
복지회관 앞,34.936189,126.897588,10,전라남도 화순군
도암중학교,34.93824,126.895283,14,전라남도 화순군
농협 주차장,34.996487,126.91822,10,전라남도 화순군
도곡초등학교,35.013417,126.908365,7,전라남도 화순군
도곡중학교,35.013195,126.910225,30,전라남도 화순군
능주중학교,34.985429,126.958187,10,전라남도 화순군
능주고등학교,34.986504,126.959253,10,전라남도 화순군
한천면 영외 출장소,34.973814,127.071606,10,전라남도 화순군
서성리 입구,35.034738,127.016792,10,전라남도 화순군
농협 창고앞,35.029997,127.037694,10,전라남도 화순군
농공단지 앞,35.026365,127.017472,7,전라남도 화순군
복지회관 앞,35.006652,127.095528,10,전라남도 화순군
만연산,35.08869,126.998613,8,전라남도 화순군
큰재 주차장,35.083891,127.001969,20,전라남도 화순군
전남 기술 과학고 화동관옆,35.072487,126.993137,28,전라남도 화순군
전남 기술 과학고 본관뒤,35.072487,126.993137,21,전라남도 화순군
만연사 입구 주차장,35.081802,126.98404,10,전라남도 화순군
동구리 저수지 위 공원,35.078387,126.985901,10,전라남도 화순군
화순초 창고옆,35.064898,126.985417,27,전라남도 화순군
공공도서관 주차장,35.061735,126.981133,20,전라남도 화순군
향청리 주차장,35.062525,126.986857,10,전라남도 화순군
군민 종합 문화센터,35.065568,126.991849,30,전라남도 화순군
만연초 후문,35.061379,126.995078,12,전라남도 화순군
만연리 공용주차장,35.062258,126.9921,10,전라남도 화순군
군민회관,35.058372,126.984499,20,전라남도 화순군
읍사무소 별관옆,35.059936,126.984544,20,전라남도 화순군
고인돌 시장 주차장,35.058463,126.983479,10,전라남도 화순군
화순중 주차장,35.056879,126.978184,80,전라남도 화순군
제일중 체육관 뒤,35.05508,126.975163,30,전라남도 화순군
하니움 센터 정문 옆,35.04917,126.965392,50,전라남도 화순군
제일초 본관뒤,35.055749,126.995502,28,전라남도 화순군
광덕 문화광장,35.059569,126.990428,20,전라남도 화순군
화순 신터미널,35.056272,126.983315,10,전라남도 화순군
5일장 주차장,35.060715,126.984539,20,전라남도 화순군
화순군청,35.064395,126.986406,7,전라남도 화순군
옥룡면 양산사또약수주차장,35.043509,127.59262,1,전라남도 광양시
옥룡면 동곡약수제단주차장,35.067445,127.619695,1,전라남도 광양시
옥룡면 동곡산장옆주차장,35.071187,127.613001,1,전라남도 광양시
옥룡면 백운학생야영장 주차장,35.085168,127.600646,1,전라남도 광양시
옥룡면 동곡 진틀 주차장,35.092729,127.59662,1,전라남도 광양시
옥곡중학교,34.995032,127.701379,1,전라남도 광양시
옥곡면 신기마을회관,34.989061,127.702556,1,전라남도 광양시
옥곡면 명주마을회관,34.990491,127.699573,1,전라남도 광양시
옥곡면 면민광장주변,34.988155,127.699207,1,전라남도 광양시
옥곡면 옥고5일시장내,34.988383,127.701148,1,전라남도 광양시
진상초등학교,35.019921,127.715854,1,전라남도 광양시
진상중학교,35.017617,127.717326,1,전라남도 광양시
진상면사무소,35.020029,127.719648,1,전라남도 광양시
진상보건소,35.019731,127.720105,1,전라남도 광양시
진상복지회관,35.019698,127.717989,1,전라남도 광양시
진상면 운심당,35.018039,127.718433,1,전라남도 광양시
진상역,35.01653,127.71977,1,전라남도 광양시
진상면 버스정류소,35.016724,127.725269,1,전라남도 광양시
진상면 5일시장,35.018101,127.719715,1,전라남도 광양시
진상면 백학동커뮤니티센터,35.04987,127.6924,1,전라남도 광양시
진상면 웅동버스정류소,35.039096,127.67104,1,전라남도 광양시
진월초등학교,34.978305,127.759824,1,전라남도 광양시
진월중학교,34.98503,127.749632,1,전라남도 광양시
진월면 선소정류장,34.975421,127.758317,1,전라남도 광양시
진월면 마동정류장,34.993955,127.741336,1,전라남도 광양시
진월면 대리보건소,35.036197,127.756858,1,전라남도 광양시
진월면 외망버스정류장,34.975434,127.758307,1,전라남도 광양시
진월면 외망마을회관,34.971602,127.758009,1,전라남도 광양시
진월면 진남루,34.975504,127.758494,1,전라남도 광양시
진월면 진월정,34.978894,127.759194,1,전라남도 광양시
진월면 돈탁우산각,35.019261,127.781038,1,전라남도 광양시
진월면 중도버스정류장,35.047985,127.756913,1,전라남도 광양시
광영동 현대2차아파트,34.966844,127.716202,1,전라남도 광양시
광영동 가야아파트,34.966291,127.714947,1,전라남도 광양시
광영동 월광공원,34.966273,127.715745,1,전라남도 광양시
태인동 태금중학교,34.939346,127.74848,1,전라남도 광양시
태인동 선미아파트,34.942824,127.748975,1,전라남도 광양시
태인동사무소,34.94335,127.749561,1,전라남도 광양시
태인동 태인동회관주차장,34.94257,127.749895,1,전라남도 광양시
태인동 용지버스정류소 내,34.942296,127.757794,1,전라남도 광양시
금호동 송죽아파트,34.939437,127.718155,1,전라남도 광양시
금호동 초원아파트,34.938699,127.734598,1,전라남도 광양시
금호동 매화연립아파트,34.936173,127.720847,1,전라남도 광양시
금호동 사랑아파트,34.934173,127.716225,1,전라남도 광양시
금호동 백합아파트,34.9338,127.722853,1,전라남도 광양시
금호동 장미연립아파트,34.94136,127.733558,1,전라남도 광양시
금호동 장미아파트,34.942871,127.733896,1,전라남도 광양시
금호동 목련연립주택,34.938216,127.732027,1,전라남도 광양시
금호동 목련빌라,34.940669,127.728201,1,전라남도 광양시
금호동 동백아파트,34.936452,127.73116,1,전라남도 광양시
금호동 백운생활관,34.934943,127.729239,1,전라남도 광양시
금호동 광양제철중학교,34.948122,127.727802,1,전라남도 광양시
금호동사무소,34.937812,127.723345,1,전라남도 광양시
금호동 태금역 앞 공원,34.931013,127.714325,1,전라남도 광양시
금호동 제철1문 앞,34.931315,127.725641,1,전라남도 광양시
진월면 가길버스정류장,35.047556,127.756825,1,전라남도 광양시
마동 송보1차아파트,34.953922,127.691249,1,전라남도 광양시
마동 송보3차아파트,34.953934,127.68999,1,전라남도 광양시
마동 중마고등학교,34.953196,127.697251,1,전라남도 광양시
중동 광양중마초등학교,34.947582,127.686088,1,전라남도 광양시
중동 광양백운초등학교,34.937281,127.691622,1,전라남도 광양시
중동 광양백운중학교,34.934588,127.694531,1,전라남도 광양시
중마동사무소,34.940976,127.697735,1,전라남도 광양시
중동 시청앞 육교밑,34.938696,127.696791,1,전라남도 광양시
중동 KT건너편 주차장,34.939251,127.695821,1,전라남도 광양시
중마터미널,34.936812,127.698928,1,전라남도 광양시
광양시청,34.940418,127.696007,1,전라남도 광양시
중동 태영1차아파트,34.934798,127.69685,1,전라남도 광양시
중동 태영2차아파트,34.934679,127.695814,1,전라남도 광양시
중동 동광2차아파트,34.943526,127.69402,1,전라남도 광양시
중동 선우아파트,34.941105,127.692081,1,전라남도 광양시
중동 시영아파트,34.941835,127.685829,1,전라남도 광양시
중동 성호1차아파트,34.933036,127.69707,1,전라남도 광양시
중동 성호3차아파트,34.931374,127.693543,1,전라남도 광양시
중동 우봉카이스빌,34.946397,127.69644,1,전라남도 광양시
중동 대광로제비앙,34.951804,127.691484,1,전라남도 광양시
마동근린공원,34.951753,127.693377,1,전라남도 광양시
중동근린공원,34.931439,127.694214,1,전라남도 광양시
중마시장,34.938171,127.698928,1,전라남도 광양시
중동근린공원(성호),34.936666,127.690244,1,전라남도 광양시
중동 중앙하수처리장,34.929639,127.690441,1,전라남도 광양시
중동 중마시장,34.938096,127.699002,1,전라남도 광양시
중동 동광양버스터미널,34.936513,127.699604,1,전라남도 광양시
중동 중마소공원,34.936876,127.696751,1,전라남도 광양시
중동 우체국앞,34.940062,127.697186,1,전라남도 광양시
광영초등학교,34.963537,127.720144,1,전라남도 광양시
광영고등학교,34.961842,127.71438,1,전라남도 광양시
광영동사무소,34.962874,127.722074,1,전라남도 광양시
광양읍 광양서초등학교,34.971768,127.583774,1,전라남도 광양시
광양읍 광양동초등학교,34.971538,127.587324,1,전라남도 광양시
광양읍 부영아파트,34.967239,127.583607,1,전라남도 광양시
광양읍 세풍초등학교,34.943912,127.582477,1,전라남도 광양시
광양읍 광양중학교,34.979799,127.58997,1,전라남도 광양시
광양읍 광양실업고등학교,34.980937,127.591708,1,전라남도 광양시
광양읍 광양여자고등학교,34.975695,127.58182,1,전라남도 광양시
광양읍 광양칠성초등학교,34.979057,127.57882,1,전라남도 광양시
광양읍 매화아파트,34.983615,127.578772,1,전라남도 광양시
광양읍 용강초등학교,34.976426,127.610222,1,전라남도 광양시
광양읍 남자초등학교,34.959987,127.606596,1,전라남도 광양시
광양읍 창덕아파트,34.974786,127.608845,1,전라남도 광양시
광양읍 중앙도서관,34.980364,127.587606,1,전라남도 광양시
광양읍 하수처리장,34.925581,127.588321,1,전라남도 광양시
광양읍 서천체육공원,34.974652,127.574944,1,전라남도 광양시
광양읍 동숲쉼터,34.97078,127.588561,1,전라남도 광양시
광양읍 5일시장,34.971245,127.590288,1,전라남도 광양시
광양읍 매일시장(공영주차장),34.976436,127.585156,1,전라남도 광양시
광양읍 시외버스터미널,34.969781,127.590447,1,전라남도 광양시
광양읍 유당공원,34.970449,127.591578,1,전라남도 광양시
광양읍 부영아파트앞공원,34.967624,127.582792,1,전라남도 광양시
봉강면 광양고등학교,34.983379,127.572488,1,전라남도 광양시
봉강면 봉강비봉복지관,35.01222,127.58216,1,전라남도 광양시
옥룡면사무소,35.01697,127.619263,1,전라남도 광양시
옥룡면농협협동조합,35.016418,127.618649,1,전라남도 광양시
옥룡면 덕천솔밭섬주차장,35.003679,127.613706,1,전라남도 광양시
옥룡면 백운도솔관주차장,35.016048,127.618491,1,전라남도 광양시
옥룡면 추산동백숲주차장,35.04167,127.605034,1,전라남도 광양시
다압면 보건진료소 앞,35.123713,127.69118,1,전라남도 광양시
다압면 메아리휴양소 입구,35.154772,127.651339,1,전라남도 광양시
대구역 자전거 주차장,35.8758942,128.596178,180,대구광역시
동촌역 자전거 주차장,35.886007,128.650392,160,대구광역시
달성군 일대,35.763074,128.425169,688,대구광역시 달성군
옥포 간경리 마을회관 앞,35.790559,128.469722,20,대구광역시 달성군
옥포 신당리 정자,35.802677,128.445421,20,대구광역시 달성군
화원파출소 부근,35.8046697,128.5003498,66,대구광역시 달성군
다사역 앞,35.861289,128.467877,54,대구광역시 달성군
하빈 묘1리 마을회관 앞,35.908553,128.417442,14,대구광역시 달성군
현풍파출소 앞,35.695849,128.445422,18,대구광역시 달성군
현풍면사무소 앞,35.697368,128.447661,9,대구광역시 달성군
현풍시외버스터미널 앞,35.698874,128.441127,18,대구광역시 달성군
대실역 앞,35.857978,128.465707,154,대구광역시 달성군
학우사 앞,35.696447,128.444642,27,대구광역시 달성군
현풍2교 앞,35.697081,128.448906,9,대구광역시 달성군
화원읍 사무소 부근,35.803907,128.500813,24,대구광역시 달성군
명곡우체국 맞은편,35.797845,128.495912,24,대구광역시 달성군
약산온천입구교차로,35.73733,128.420682,12,대구광역시 달성군
대구테크노폴리스,35.695862,128.463001,20,대구광역시 달성군
대구테크노폴리스 일대,35.695862,128.463001,290,대구광역시 달성군
서동역3번출구 뒷편,35.2134313,129.107694,5,부산광역시 금정구
서동역 4번출구 뒷편,35.213145,129.1076011,5,부산광역시 금정구
서동도서관 내,35.219825,129.099389,7,부산광역시 금정구
금사역 1번출구,35.215855,129.115296,10,부산광역시 금정구
금사역 2번출구,35.215855,129.115296,5,부산광역시 금정구
금사역 3번출구,35.215855,129.115296,5,부산광역시 금정구
금사동 자동차매매단지 맞은편,35.214412,129.111613,10,부산광역시 금정구
동천로 13㈜대성 앞 수영강변(체육공원),35.2271325,129.121082,20,부산광역시 금정구
수영강변 동천교 밑,35.217038,129.118085,10,부산광역시 금정구
금정구청 의회동 앞,35.243075,129.092477,40,부산광역시 금정구
금정구보건소 입구,35.242001,129.092779,10,부산광역시 금정구
금정구보건소 입구,35.242001,129.092779,10,부산광역시 금정구
부곡동 부곡교 아래,35.242031,129.089952,7,부산광역시 금정구
부곡동 부산일보 앞 부곡교 아래,35.242031,129.089952,10,부산광역시 금정구
부곡동 캄스정비 옆,35.239877,129.088251,10,부산광역시 금정구
부곡동 금정세무서 앞,35.230166,129.091897,10,부산광역시 금정구
부곡동 우신아파트 온천천변 부근,35.233791,129.089785,10,부산광역시 금정구
온천장역 북측공영주차장,35.222034,129.087545,10,부산광역시 금정구
온천장역 북측공영주차장 밑,35.222034,129.087545,20,부산광역시 금정구
부곡2등 새마을꽃동산,35.231363,129.091682,10,부산광역시 금정구
온천장역 북측공영주차장 입구,35.221112,129.087028,20,부산광역시 금정구
온천장역 북측공영주차장,35.221112,129.087028,20,부산광역시 금정구
온천장역 북측공영주차장 입구,35.221112,129.087028,10,부산광역시 금정구
온천장역 북측공영주차장 입구,35.221112,129.087028,30,부산광역시 금정구
부곡동 동현중학교 앞,35.218642,129.0929663,7,부산광역시 금정구
부곡3동 오륜취수장 정문 초소 안쪽,35.248091,129.103446,10,부산광역시 금정구
장전2동주민센터 입구,35.227802,129.081225,5,부산광역시 금정구
부산대학교 정문 우측,35.231622,129.084338,20,부산광역시 금정구
부산대학교 정문 좌측,35.231546,129.084225,20,부산광역시 금정구
부산대학교 북문 현대아파트 후문 주변,35.235466,129.083055,10,부산광역시 금정구
서동역 주변 육교밑,35.212032,129.106478,10,부산광역시 금정구
장전동역 공영주차장,35.239058,129.088018,32,부산광역시 금정구
장전동역 1번출구 우측,35.237329,129.088177,10,부산광역시 금정구
장전역 1번출구 좌측,35.237329,129.088177,10,부산광역시 금정구
장전동역 4번출구 밑 온천천변,35.238525,129.088421,30,부산광역시 금정구
부산대역 북측공영주차장(동쪽),35.231841,129.089255,10,부산광역시 금정구
부산대역 북측공영주차장(서쪽),35.231893,129.088857,10,부산광역시 금정구
부산대역 3번 출구 밑 온천천변,35.230326,129.089131,20,부산광역시 금정구
부산대역 4번출구 밑 온천천변,35.230356,129.089424,10,부산광역시 금정구
부산대역 4번출구 밑 온천천변,35.230356,129.089424,20,부산광역시 금정구
부산대역 남측공영주차장,35.228592,129.089158,20,부산광역시 금정구
부산대역 남측공영주차장 옆,35.228873,129.089342,20,부산광역시 금정구
부산대역 남측공영주차장 옆,35.228592,129.089158,30,부산광역시 금정구
장전역~부산대역 온천천변 농구장,35.2348394,129.089086,7,부산광역시 금정구
구서동 성일교회 앞 체육시설 내,35.241748,129.089064,10,부산광역시 금정구
구서역 금정교 주변,35.244149,129.090841,10,부산광역시 금정구
금정경찰서 사거리,35.246111,129.092673,10,부산광역시 금정구
구서역 공영주차장,35.246383,129.091076,20,부산광역시 금정구
구서역 공영주차장,35.246383,129.091076,10,부산광역시 금정구
구서역 공영주차장,35.246383,129.091076,40,부산광역시 금정구
구서동 유림아파트앞 육교 밑,35.244665,129.093006,10,부산광역시 금정구
금정문화회관 육교 밑,35.245023,129.093372,10,부산광역시 금정구
이마트 후문앞 버스정류소 옆,35.250386,129.091472,20,부산광역시 금정구
두실역 1번출구,35.256299,129.091276,10,부산광역시 금정구
두실역 8번출구,35.257698,129.091464,10,부산광역시 금정구
구서동 구서공영화물주차장 입구,35.250043,129.095421,10,부산광역시 금정구
남산농협 앞 남산동새벽시장,35.270632,129.089134,10,부산광역시 금정구
남산동역 5번출구,35.265654,129.092347,10,부산광역시 금정구
남산동역 8번출구,35.2658904,129.092727,10,부산광역시 금정구
남산동역 공영주차장,35.264849,129.092787,7,부산광역시 금정구
범어사역 1번출구,35.272387,129.092518,10,부산광역시 금정구
범어사역 1번출구 부산은행 앞,35.272365,129.092563,10,부산광역시 금정구
범어사역 4번출구,35.272845,129.092374,10,부산광역시 금정구
범어사역 5번출구,35.273627,129.092547,10,부산광역시 금정구
범어사역 5번출구,35.273627,129.092547,10,부산광역시 금정구
금정도서관내 주차장 안쪽,35.272458,129.096204,20,부산광역시 금정구
범어사매표소 계단 아래,35.283336,129.072831,10,부산광역시 금정구
선두구동 상현마을 3버마을버스 종점,35.266616,129.111653,10,부산광역시 금정구
선두구공 신천교 아래,35.2780917,129.108734,10,부산광역시 금정구
영락공완사무소 입구 밑,35.273808,129.103099,20,부산광역시 금정구
두구동 목욕탕 앞,35.287711,129.108702,20,부산광역시 금정구
금정경륜장 주출입구 좌측,35.291293,129.102883,72,부산광역시 금정구
노포역 입구,35.285249,129.095126,30,부산광역시 금정구
노포동버스터미널 북측,35.285249,129.095126,14,부산광역시 금정구
노포동버스터미널 북측,35.285249,129.095126,35,부산광역시 금정구
송파여성문화회관앞,37.506177,127.109673,60,송파구시설관리공단
송파여성문화회관앞,37.506177,127.109673,60,송파구시설관리공단
부여군청,36.274965,126.909961,14,충청남도 부여군
부여읍사무소,36.275816,126.911001,7,충청남도 부여군
보건소,36.282858,126.909606,7,충청남도 부여군
터미널,36.280812,126.910065,14,충청남도 부여군
청소년센터 정문 앞,36.887743,128.738741,30,경상북도 봉화군
노인복지관 주차장,36.892064,128.737246,9,경상북도 봉화군
송이테마공원 주차장,36.889726,128.731393,16,경상북도 봉화군
은어테마공원 주차장,36.887965,128.726314,30,경상북도 봉화군
억지춘양주민문화교육센터,36.940067,128.918183,8,경상북도 봉화군
봉화군청 동편 뒤,36.893107,128.733375,20,경상북도 봉화군
쌍문역(1번출구) 자전거보관소 - 2,37.64906,127.03521,0,서울특별시 도봉구
도봉 홈플러스 앞,37.66482,127.0436,0,서울특별시 도봉구
방학동 홈플러스 자전거보관소 - 2,37.66482,127.0436,0,서울특별시 도봉구
창동교 자전거보관소,37.6537,127.0528,50,서울특별시 도봉구
상계교 자전거보관소,37.66403,127.04875,10,서울특별시 도봉구
노원교 자전거보관소,37.67891,127.05104,15,서울특별시 도봉구
서원아파트앞 광장 자전거보관소,37.67136,127.04727,10,서울특별시 도봉구
농협하나로마트 앞 자전거보관소,37.6554,127.0521,5,서울특별시 도봉구
한일병원 앞 자전거보관소,37.64634,127.02886,5,서울특별시 도봉구
도봉천광장 자전거보관소,37.70046,127.01568,25,서울특별시 도봉구
창도초등학교 뒤 자전거보관소,37.66367,127.04988,10,서울특별시 도봉구
창도초등학교 뒤 자전거보관소,37.66367,127.04988,25,서울특별시 도봉구
도봉초등학교 앞 자전거보관소,37.67938,127.03822,20,서울특별시 도봉구
방학동 홈플러스 자전거보관소 - 1,37.66482,127.0436,30,서울특별시 도봉구
미화볼링장 자전거보관소,37.65612,127.03971,7,서울특별시 도봉구
주공17단지 자전거보관소,37.64896,127.04336,30,서울특별시 도봉구
주공19단지 자전거보관소,37.64896,127.04336,30,서울특별시 도봉구
세심천 입구 등 자전거보관소,37.648,127.02605,10,서울특별시 도봉구
보건소사거리 자전거보관소,37.65802,127.03875,7,서울특별시 도봉구
서울북부지방검찰청 자전거보관소,37.67634,127.04588,21,서울특별시 도봉구
방학1동 지구대 자전거보관소,37.66446,127.04,10,서울특별시 도봉구
창5동주민센터 자전거보관소,37.65621,127.04348,5,서울특별시 도봉구
창동중학교 자전거보관소,37.66268,127.04967,78,서울특별시 도봉구
창동중학교 자전거보관소,37.66268,127.04967,30,서울특별시 도봉구
도봉중학교 자전거보관소,37.67073,127.04597,50,서울특별시 도봉구
오봉초등학교 자전거보관소,37.67188,127.04029,10,서울특별시 도봉구
동북초등학교 자전거보관소,37.65535,127.02683,20,서울특별시 도봉구
누원초등학교 자전거보관소,37.68647,127.04982,20,서울특별시 도봉구
노곡중학교 자전거보관소,37.64803,127.05332,50,서울특별시 도봉구
북서울중학교 자전거보관소,37.68105,127.04296,80,서울특별시 도봉구
창북중학교 자전거보관소,37.64964,127.03832,47,서울특별시 도봉구
방학초등학교 자전거보관소,37.66403,127.03217,30,서울특별시 도봉구
창동고등학교 자전거보관소,37.65098,127.03836,7,서울특별시 도봉구
도봉고등학교 자전거보관소,37.68674,127.04249,50,서울특별시 도봉구
창동고등학교 자전거보관소,37.65098,127.03836,87,서울특별시 도봉구
서울외국어고등학교 자전거보관소,37.64559,127.05195,30,서울특별시 도봉구
자운고등학교 자전거보관소,37.65926,127.05047,80,서울특별시 도봉구
창동초등학교 자전거보관소,37.65519,127.04469,20,서울특별시 도봉구
도봉고등학교 자전거보관소,37.68674,127.04249,30,서울특별시 도봉구
백운초등학교 자전거보관소,37.6532,127.01399,80,서울특별시 도봉구
방학중학교 자전거보관소,37.66534,127.03161,40,서울특별시 도봉구
자운초등학교 자전거보관소,37.65772,127.04639,20,서울특별시 도봉구
도봉초등학교 자전거보관소,37.67938,127.03822,34,서울특별시 도봉구
누원고등학교 자전거보관소,37.68508,127.05046,30,서울특별시 도봉구
신방학중학교 자전거보관소,37.66364,127.02952,20,서울특별시 도봉구
창도초등학교 자전거보관소,37.66367,127.04988,14,서울특별시 도봉구
백운중학교 자전거보관소,37.65637,127.0359,30,서울특별시 도봉구
정의여자고등학교 자전거보관소,37.65291,127.03181,50,서울특별시 도봉구
덕성여자대학교 자전거보관소,37.6512,127.01616,120,서울특별시 도봉구
자운고등학교 자전거보관소,37.65926,127.05047,40,서울특별시 도봉구
창일중학교 자전거보관소,37.6481,127.04716,50,서울특별시 도봉구
도봉중학교 자전거보관소,37.67073,127.04597,20,서울특별시 도봉구
선덕고등학교 자전거보관소,37.6545,127.02655,20,서울특별시 도봉구
문화고등학교 자전거보관소,37.66386,127.04754,20,서울특별시 도봉구
창동역 1번출구 자전거보관소,37.65342,127.04882,135,서울특별시 도봉구
도봉역 2번출구 자전거보관소,37.67864,127.04536,150,서울특별시 도봉구
녹천역 3번출구 자전거보관소,37.64372,127.05179,10,서울특별시 도봉구
녹천역 1번출구 자전거보관소,37.64593,127.05065,40,서울특별시 도봉구
녹천역 2번출구 자전거보관소,37.64612,127.05086,20,서울특별시 도봉구
녹천역 4번출구 자전거보관소,37.64369,127.05158,21,서울특별시 도봉구
쌍문역(1번출구) 자전거보관소 - 1,37.64907,127.0352,60,서울특별시 도봉구
쌍문역(2번출구) 자전거보관소,37.64783,127.03448,10,서울특별시 도봉구
쌍문역(3번출구) 자전거보관소,37.64796,127.03411,10,서울특별시 도봉구
쌍문역(4번출구) 자전거보관소,37.64917,127.03481,90,서울특별시 도봉구
도봉산역 중간 자전거보관소,37.68914,127.04633,30,서울특별시 도봉구
도봉산역 만남의 광장,37.68859,127.04649,42,서울특별시 도봉구
도봉산역 2번출구 자전거보관소,37.6887,127.04701,68,서울특별시 도봉구
방학역(남부) 자전거보관소,37.6666,127.04431,118,서울특별시 도봉구
방학역 2번출구 자전거보관소,37.66832,127.04445,80,서울특별시 도봉구
방학역 3번출구 자전거보관소,37.66713,127.04462,20,서울특별시 도봉구
도봉역(북부) 자전거보관소,37.68039,127.04575,20,서울특별시 도봉구
도봉구청 자전거보관소,37.66877,127.04707,100,서울특별시 도봉구
쌍문3동주민센터 자전거보관소,37.64894,127.02791,10,서울특별시 도봉구
방학3동문화센터 자전거보관소,37.66818,127.03504,20,서울특별시 도봉구
창1동주민센터 자전거보관소,37.64833,127.04378,7,서울특별시 도봉구
창4동주민센터 자전거보관소,37.6522,127.05154,10,서울특별시 도봉구
도봉구 마을예술창작소 자전거보관소,37.65196,127.03915,9,서울특별시 도봉구
도봉구민회관 자전거보관소,37.65318,127.04766,20,서울특별시 도봉구
도봉소방서 자전거보관소,37.66397,127.04302,40,서울특별시 도봉구
도봉도서관 자전거보관소,37.65257,127.0129,30,서울특별시 도봉구
도봉서원사회복지관 자전거보관소,37.66962,127.04654,10,서울특별시 도봉구
도봉노인복지센터 자전거보관소,37.68208,127.04355,7,서울특별시 도봉구
방학2동 노인복지센터 자전거보관소,37.67054,127.03218,7,서울특별시 도봉구
청소년랜드 자전거보관소,37.64716,127.02604,7,서울특별시 도봉구
쌍문1동주민센터 자전거보관소,37.648,127.02604,10,서울특별시 도봉구
도봉도서관 자전거보관소,37.65257,127.0129,20,서울특별시 도봉구
방학1동 서부지구대 자전거보관소,37.66446,127.04,20,서울특별시 도봉구
창1동 소방파출소 자전거보관소,37.64672,127.04372,20,서울특별시 도봉구
도봉1동주민센터 자전거보관소,37.67861,127.04335,10,서울특별시 도봉구
도봉구보건소 자전거보관소,37.65802,127.03875,10,서울특별시 도봉구
도봉도서관 자전거보관소,37.65257,127.0129,7,서울특별시 도봉구
창2동주민센터 자전거보관소,37.63868,127.03775,10,서울특별시 도봉구
도봉경찰서 자전거보관소,37.65336,127.05268,40,서울특별시 도봉구
창동시립문화센터 자전거보관소,37.65259,127.04407,60,서울특별시 도봉구
방학2동주민센터 자전거보관소,37.66818,127.03504,7,서울특별시 도봉구
쌍문지구대 자전거보관소,37.65754,127.03806,10,서울특별시 도봉구
법조타운 공영주차장 자전거보관소,37.67712,127.04695,30,서울특별시 도봉구
창2동공영주차장 자전거보관소,37.64896,127.04336,5,서울특별시 도봉구
도봉구청 자전거보관소,37.66877,127.04707,20,서울특별시 도봉구
노원세무서 자전거보관소,37.65419,127.05679,20,서울특별시 도봉구
도봉경찰서 자전거보관소,37.65336,127.05268,20,서울특별시 도봉구
도봉등기소 자전거보관소,37.65162,127.04442,20,서울특별시 도봉구
남산역화성파크드림 101동 앞,35.858534,128.582553,1,대구광역시 중구
경북공고 정문 앞,35.858407,128.583275,2,대구광역시 중구
달성공원 앞,35.858534,128.582553,7,대구광역시 중구
명덕역 ②번 출입구,35.857452,128.590816,11,대구광역시 중구
명덕역 ⑥번 출입구,35.857282,128.591029,3,대구광역시 중구
반월당역 ①번 출입구 북편,35.863807,128.593084,2,대구광역시 중구
