도서관명,열람좌석수,자료수(도서),자료수(연속간행물),위도,경도,제공기관명
금천구립금나래도서관,321,44060,80,37.456797,126.895396,서울특별시 금천구
금천구립가산도서관,360,69852,115,37.456797,126.895396,서울특별시 금천구
금천구립독산도서관,198,119165,152,37.456797,126.895396,서울특별시 금천구
고창공공도서관,42,62163,10,35.434142,126.703975,전라북도
순창공공도서관,189,67394,7,35.376605,127.144051,전라북도
임실공공도서관,151,56922,6,35.613882,127.278782,전라북도
장수공공도서관,166,65859,14,35.651032,127.521415,전라북도
무주공공도서관,70,62345,12,36.010656,127.660441,전라북도
진안공공도서관,209,67818,12,35.789337,127.422116,전라북도
완주공공도서관,122,63280,10,35.938176,127.164266,전라북도
부안교육문화회관,120,80438,15,35.730732,126.734896,전라북도
금산분관,92,51615,17,35.717319,126.994661,전라북도
김제교육문화회관,122,63525,28,35.806765,126.89217,전라북도
운봉분관,120,53735,15,35.440983,127.53206,전라북도
남원교육문화회관,308,103494,28,35.410118,127.381955,전라북도
정읍학생복지회관,117,90302,10,35.571274,126.851892,전라북도
함열분관,336,84935,16,36.078588,126.963465,전라북도
마한교육문화회관,146,135125,33,35.938952,126.960622,전라북도
대야분관,370,68644,8,35.948943,126.818895,전라북도
군산교육문화회관,286,111874,24,35.97086,126.736574,전라북도
전북교육문화회관,1015,199931,50,35.829133,127.137816,전라북도
계화분관,46,3440,0,35.762827,126.694403,전라북도
부안군립도서관,256,62493,38,35.719246,126.73248,전라북도
성호분관,159,36985,9,35.43718,126.701323,전라북도
고창군립도서관,158,51685,7,35.433195,126.704503,전라북도
순창군립도서관,69,28862,0,35.373518,127.140645,전라북도
임실군립도서관,150,46329,12,35.541633,127.329483,전라북도
장수군립도서관,152,43621,0,35.733958,127.582041,전라북도
무주군립도서관,54,43686,30,36.002035,127.662592,전라북도
둔산영어도서관,170,43085,60,35.9609269,127.123521,전라북도
고산분관,180,62358,50,35.976403,127.205523,전라북도
삼례분관,150,106799,35,35.920524,127.09327,전라북도
완주군립중앙,150,61769,32,35.904743,127.162237,전라북도
금구분관,254,36889,12,35.775144,127.012527,전라북도
만경분관,110,31561,9,35.849299,126.816933,전라북도
전라북도 김제시립도서관,637,132086,95,35.799076,126.892556,전라북도
전라북도 남원시립도서관,180,58008,6,35.407697,127.380214,전라북도
명봉도서관,85,33091,5,35.652524,126.942283,전라북도
기적의어린이,150,57614,16,35.584406,126.860761,전라북도
신태인분관,100,66047,11,35.689748,126.889898,전라북도
정읍시립중앙도서관,326,172953,30,35.557464,126.867069,전라북도
완산시립도서관,586,288635,38,35.809022,127.14785,전라북도
전북도청도서관,150,58683,80,35.819764,127.10813,전라북도
황등분관,100,9376,36,36.004494,126.943498,전라북도
부송분관,718,70101,94,35.9644912,126.9945353,전라북도
마동분관,968,196592,212,35.940409,126.969021,전라북도
영등분관,838,141266,322,35.962672,126.977736,전라북도
모현시립도서관,1087,127738,167,35.949644,126.936009,전라북도
설림분관,229,39938,43,35.973016,126.684404,전라북도
늘푸른분관,220,57341,46,35.9605132,126.6990565,전라북도
임피분관,80,35050,10,35.98729,126.84867,전라북도
군산시립도서관,693,143166,71,35.965835,126.711217,전라북도
효자분관,297,38816,30,35.81106,127.100428,전라북도
건지분관,115,38230,32,35.85406,127.151675,전라북도
쪽구름분관,93,47635,28,35.871346,127.0755889,전라북도
아중분관,129,68528,26,35.826192,127.162681,전라북도
평화분관,248,67619,30,35.791447,127.133954,전라북도
서신분관,442,109015,0,35.830988,127.115326,전라북도
송천분관,307,92455,34,35.86933,127.12811,전라북도
삼천분관,392,93853,30,35.798915,127.121698,전라북도
인후분관,332,87048,26,35.839535,127.163449,전라북도
금암분관,226,151791,25,35.836314,127.140096,전라북도
행복한 문고,8,2500,2,35.11599005,129.0828025,부산광역시 남구
LG메트로작은쌈지도서관,38,19820,0,35.13049647,129.1120826,부산광역시 남구
감만꿈터,30,7089,10,35.1184449,129.0813296,부산광역시 남구
감만독서문화원,10,2000,0,35.11512241,129.0812713,부산광역시 남구
꿈샘작은도서관,20,2500,1,35.12561344,129.0786645,부산광역시 남구
꿈이 자라는 작은도서관,10,1573,0,35.13779768,129.0901552,부산광역시 남구
대동골문화센터작은도서관,17,3457,16,35.15240576,129.0889884,부산광역시 남구
대천 작은도서관,20,860,0,35.13088792,129.0991007,부산광역시 남구
동항작은도서관,30,2600,1,35.1173178,129.0802129,부산광역시 남구
들꽃이야기 작은도서관,18,8850,11,35.13667418,129.0902976,부산광역시 남구
로뎀나무 아래 작은 도서관,18,1100,0,35.14615697,129.0750529,부산광역시 남구
문현마을문고,20,1982,15,35.1348731,129.0717607,부산광역시 남구
부산광역시남구도서관,486,22203,248,35.13769624,129.0945671,부산광역시 남구
부산시여성회관 작은도서관,6,5664,0,35.13908768,129.1045463,부산광역시 남구
북조아 작은 도서관,30,6918,0,35.12716159,129.0751982,부산광역시 남구
브니엘 학습관 문고,10,1800,0,35.13181232,129.0864876,부산광역시 남구
산성교회문고,56,3449,0,35.1306288,129.0911566,부산광역시 남구
샘터꿈의도서관,30,16800,38,35.1295489,129.1006546,부산광역시 남구
샘터작은도서관,27,2500,0,35.13547563,129.0887312,부산광역시 남구
솔로몬 도서관,32,6500,2,35.13756377,129.070824,부산광역시 남구
수피아,16,1035,2,35.13205269,129.0684774,부산광역시 남구
수학공방강장작은도서관,12,1200,24,35.12258875,129.1097593,부산광역시 남구
작은나무 큰숲도서관,8,2000,1,35.11776708,129.1121662,부산광역시 남구
작은나무숲,25,10000,1,35.11503961,129.086086,부산광역시 남구
작은여울 도서관,10,1300,2,35.14642327,129.078022,부산광역시 남구
참사랑도서관,20,1060,0,35.12356623,129.1076523,부산광역시 남구
책나루작은도서관,20,3139,3,35.11535686,129.1114723,부산광역시 남구
책나무그늘 작은도서관,24,14122,1,35.12627622,129.106656,부산광역시 남구
청소년쉼터도서관,30,7100,0,35.11494928,129.0816969,부산광역시 남구
캐슬리안북카페,6,1000,0,35.14093791,129.0999161,부산광역시 남구
민주작은도서관,20,4850,0,,,광주광역시 동구
그림이 있는 작은도서관,25,1650,0,,,광주광역시 동구
GIC도서관,50,5502,0,,,광주광역시 동구
space秀,12,3000,0,,,광주광역시 동구
지산1동 작은도서관,16,2620,0,,,광주광역시 동구
작은도서관 오월의숲,36,3300,0,,,광주광역시 동구
무등재 작은도서관,15,1866,0,,,광주광역시 동구
두암타운작은도서관,12,2000,0,,,광주광역시 동구
소망작은도서관,30,1000,0,,,광주광역시 동구
이매진도서관,30,3000,0,,,광주광역시 동구
희망작은도서관,16,1300,0,,,광주광역시 동구
계림꿈나무도서관,108,25200,69,35.1585316,126.9196528,광주광역시 동구
지원2동작은도서관,34,8250,0,35.1204519,126.9328728,광주광역시 동구
지산2동작은도서관,14,7224,0,35.1484263,126.9384911,광주광역시 동구
학운동작은도서관,20,8227,0,35.1326573,126.9370045,광주광역시 동구
대인작은도서관,60,2000,0,,,광주광역시 동구
계림두산위브작은도서관,15,4881,0,,,광주광역시 동구
행복한작은도서관,10,2050,0,,,광주광역시 동구
교육원도서관,10,1200,0,,,광주광역시 동구
알암인권작은도서관,14,3200,0,,,광주광역시 동구
푸른길책향기작은도서관,6,2952,0,,,광주광역시 동구
대안도서관 틔움,32,9704,0,,,광주광역시 동구
산수중앙작은도서관,30,4600,0,,,광주광역시 동구
풀꽃동산작은도서관,50,6076,0,,,광주광역시 동구
북카페 영어작은도서관,10,1550,0,,,광주광역시 동구
백 암 문 고,20,4200,0,,,광주광역시 동구
파이디온작은도서관,24,3000,0,,,광주광역시 동구
은새암,21,3492,0,,,광주광역시 동구
작은도서관 숲,20,1200,0,,,광주광역시 동구
메트로열린도서관,10,20000,0,,,광주광역시 동구
옹달샘작은도서관,20,2000,0,,,광주광역시 동구
학2마을작은도서관,27,2727,0,,,광주광역시 동구
월남호반독서치유도서관,39,1884,0,,,광주광역시 동구
살레시오 작은도서관 마인,48,3126,0,,,광주광역시 동구
예향 작은도서관,21,1400,0,,,광주광역시 동구
김냇과작은도서관,20,1200,0,,,광주광역시 동구
보름달작은도서관,10,3300,3,35.70782043,128.171317,경상남도 합천군
새마을문고센터,50,3400,0,35.561412,128.160001,경상남도 합천군
향파새마을작은도서관,14,5613,0,35.568461,128.155736,경상남도 합천군
토끼와거북이 리더십도서관,20,2000,0,35.564742,128.159333,경상남도 합천군
관기교회문고,15,1800,10,35.650281,128.127143,경상남도 합천군
적중문고,20,2000,3,35.546393,128.278546,경상남도 합천군
도토리와친구들어린이도서관,50,6000,2,35.558138,128.270268,경상남도 합천군
샛별도서관,25,10000,4,35.615343,128.358802,경상남도 합천군
꿈꾸는 도서관,25,3500,0,35.565781,128.161565,경상남도 합천군
희망문고,40,3500,5,35.658063,128.113137,경상남도 합천군
묘산 중앙문고,40,3000,0,35.658775,128.114331,경상남도 합천군
행복한 아이터,40,2860,0,35.731775,128.106115,경상남도 합천군
야로교회문고,15,1500,2,35.705477,128.166069,경상남도 합천군
삼가장터3.1광장도서관,26,3400,1,35.412918,128.121263,경상남도 합천군
가야아동작은도서관,20,1500,3,35.763344,128.139149,경상남도 합천군
합천유치원작은도서관,6,2000,0,35.569701,128.153144,경상남도 합천군
육아종합지원센터작은도서관,27,1897,0,35.566129,128.164193,경상남도 합천군
솔고생태도서관,24,8000,0,,,경상남도 합천군
가야작은도서관,18,6100,0,35.762687,128.138854,경상남도 합천군
야로작은도서관,18,4700,0,35.704862,128.168508,경상남도 합천군
목마도서관,70,27628,0,37.538009,126.884396,서울특별시 양천구
개울도서관,36,20323,0,37.538009,126.884396,서울특별시 양천구
방아다리문학도서관,84,27672,0,37.539197,126.852891,서울특별시 양천구
해맞이도서관,160,20733,0,,,서울특별시 양천구
영어특성화도서관,100,62916,0,,,서울특별시 양천구
달마을작은도서관,60,10899,0,37.360268,127.111265,서울특별시 양천구
꿈자람 작은도서관,50,10913,0,37.544704,126.864428,서울특별시 양천구
고운달 작은도서관,44,6393,0,,,서울특별시 양천구
고운맘 작은도서관,30,8832,0,,,서울특별시 양천구
달빛마을 작은도서관,33,7737,0,,,서울특별시 양천구
지양마을 작은도서관,20,4834,0,37.521826,126.826673,서울특별시 양천구
그린나래작은도서관,40,9419,0,,,서울특별시 양천구
호롱불작은도서관,35,7527,0,,,서울특별시 양천구
고맙습니다 작은도서관,50,9514,0,37.476791,126.919931,서울특별시 양천구
넓은들작은도서관,20,10830,0,,,서울특별시 양천구
갈산도서관,95,38782,0,37.517576,126.727362,서울특별시 양천구
신월디지털정보도서관,230,43709,0,37.566202,126.977819,서울특별시 양천구
미감 작은도서관,60,12682,0,,,서울특별시 양천구
중앙도서관,127,197865,35,34.979945,127.587502,전라남도 광양시
중마도서관,219,113545,0,34.937646,127.690298,전라남도 광양시
희망도서관,148,31525,15,34.963621,127.596049,전라남도 광양시
용강도서관,140,24937,0,34.974088,127.607322,전라남도 광양시
원미도서관,823,218654,67,37.4980133,126.7982434,경기도 부천시
북부도서관,568,142511,57,37.5204503,126.7944379,경기도 부천시
한울빛도서관,597,105986,63,37.4668998,126.7969944,경기도 부천시
꿈여울도서관,382,89509,61,37.5154239,126.8055481,경기도 부천시
오정도서관,556,56633,67,37.5279763,126.7959895,경기도 부천시
판타스틱큐브,32,9533,17,37.5028451,126.7658519,경기도 부천시
도당도서관,120,16076,32,37.5160367,126.7851071,경기도 부천시
꿈틀작은도서관,40,10532,25,35.8479555,128.5723398,대구광역시 남구
핑크드림도서관,6,5400,0,35.849252,128.5919719,대구광역시 남구
대명어울림도서관,184,9466,29,35.84157307,128.573785,대구광역시 남구
이천어울림도서관,203,18524,33,35.85240981,128.5987982,대구광역시 남구
정남진도서관,212,90493,0,34.6744033,126.9066368,전라남도 장흥군
함양도서관,197,93601,139,35.521357,127.727045,경상남도 함양군
문학마을작은도서관,60,8357,0,36.36080533,127.3592859,대전광역시 유성구
별똥별과학도서관,20,11808,0,36.36942799,127.3356576,대전광역시 유성구
영어마을도서관,20,19133,0,36.38680886,127.3079041,대전광역시 유성구
송강마을작은도서관,20,16511,0,36.43500958,127.3841005,대전광역시 유성구
신성마을작은도서관,20,18306,0,36.38644988,127.3480577,대전광역시 유성구
희망마을작은도서관,20,13908,0,36.35238021,127.3373491,대전광역시 유성구
자운마을작은도서관,20,12205,0,36.41441732,127.3384512,대전광역시 유성구
온천마을작은도서관,20,16775,0,36.35985367,127.3408353,대전광역시 유성구
관평도서관,68,32448,58,36.42318326,127.388391,대전광역시 유성구
구암도서관,138,46603,56,36.34926753,127.330255,대전광역시 유성구
구즉도서관,36,101787,62,36.42947012,127.3804467,대전광역시 유성구
진잠도서관,117,75780,70,36.30315562,127.3197685,대전광역시 유성구
유성도서관,186,142630,50,36.37866183,127.3760534,대전광역시 유성구
노은도서관,212,73661,68,36.33771587,127.3374864,대전광역시 유성구
원신흥도서관,98,16610,56,36.38210426,127.3204213,대전광역시 유성구
완도군립도서관,255,100063,17,34.31287186,126.754915,전라남도 완도군
경기화성교육도서관,357,115458,205,37.13305,126.92027,경기도교육청 경기화성교육도서관
생각마루도서관,40,7800,0,36.2393782,128.4881728,경상북도 군위군
온박물관 작은도서관,6,1037,0,36.2393782,128.4881728,경상북도 군위군
새마을문고,10,2000,0,36.2411906,128.5693541,경상북도 군위군
보성농어촌공공도서관,36,20883,0,34.779905,127.196775,전라남도 보성군
구미시립봉곡도서관(자료실),724,127025,127,36.1529195,128.3076996,구미시설공단
구미시립봉곡도서관(열람실),724,127025,127,36.1529195,128.3076996,구미시설공단
구미시립선산도서관(자료실),406,84564,145,36.2387879,128.3048705,구미시설공단
구미시립선산도서관(열람실),406,84564,145,36.2387879,128.3048705,구미시설공단
가좌도서관,122,41375,117,37.687034,126.719851,경기도 고양시
강촌공원작은도서관,0,5118,0,37.653332,126.781081,경기도 고양시
고양 포돌이 안전도서관,0,7521,0,37.628636,126.827599,경기도 고양시
고양윤창작은도서관,0,11540,0,37.705803,126.894709,경기도 고양시
고양작은도서관,0,23992,0,37.702518,126.901195,경기도 고양시
관산작은도서관,0,26818,0,37.688013,126.862536,경기도 고양시
대덕작은도서관,0,8603,0,37.587101,126.876666,경기도 고양시
대화도서관,190,138412,148,37.681022,126.753942,경기도 고양시
대화마을작은도서관,0,18448,0,37.672884,126.735397,경기도 고양시
덕이도서관,168,64790,121,37.702949,126.754554,경기도 고양시
마두도서관,397,175489,134,37.666716,126.782057,경기도 고양시
마상공원작은도서관,0,4663,0,37.393813,126.495854,경기도 고양시
모당공원작은도서관,0,3070,0,37.694344,126.784223,경기도 고양시
백석도서관,234,151369,110,37.647218,126.793626,경기도 고양시
사리현작은도서관,0,10778,0,37.699184,126.846436,경기도 고양시
삼송도서관,110,43105,99,37.648863,126.884854,경기도 고양시
식사도서관,194,69077,99,37.676212,126.815973,경기도 고양시
신도작은도서관,0,9930,0,37.653145,126.893909,경기도 고양시
신원도서관,170,51083,121,37.666383,126.886359,경기도 고양시
아람누리도서관,0,197168,157,37.661486,126.774456,경기도 고양시
원당도서관,270,117606,105,37.656294,126.838859,경기도 고양시
주엽어린이도서관,0,137750,38,37.668464,126.756504,경기도 고양시
탄현작은도서관,0,21042,0,37.700146,126.765549,경기도 고양시
푸른마을작은도서관,0,20244,0,37.712299,126.905321,경기도 고양시
풍동도서관,0,92453,87,37.670728,126.797125,경기도 고양시
한뫼도서관,129,142337,149,37.693557,126.776259,경기도 고양시
햇빛21작은도서관,0,10235,0,37.627322,126.841414,경기도 고양시
햇빛마을작은도서관,0,20859,0,37.624831,126.838474,경기도 고양시
행신도서관,342,157349,107,37.620759,126.828338,경기도 고양시
행신어린이도서관,0,111280,20,37.614791,126.843466,경기도 고양시
호수공원작은도서관,0,8330,0,37.653846,126.768781,경기도 고양시
화전작은도서관,0,18515,0,37.599469,126.872773,경기도 고양시
화정도서관,466,178978,144,37.637836,126.837104,경기도 고양시
화정어린이도서관,0,109422,25,37.632833,126.826303,경기도 고양시
평택시립도서관,554,284426,117,36.99574,127.093673,경기도 평택시
팽성도서관,215,116751,95,36.964858,127.051706,경기도 평택시
안중도서관,950,210602,75,36.989799,126.919883,경기도 평택시
지산초록도서관,430,146289,73,37.078929,127.060259,경기도 평택시
오성도서관,155,37665,38,37.007604,126.979715,경기도 평택시
장당도서관,571,95253,79,37.052796,127.065197,경기도 평택시
진위도서관,188,36986,22,37.106825,127.07744,경기도 평택시
청북도서관,90,25509,13,37.020514,126.917936,경기도 평택시
세교도서관,239,20295,32,37.006513,127.078511,경기도 평택시
비전작은도서관,50,33716,10,36.996075,127.103199,경기도 평택시
송탄작은도서관,46,30045,10,37.033292,127.099416,경기도 평택시
서정작은도서관,45,30252,13,37.066155,127.055729,경기도 평택시
포승작은도서관,65,24390,13,36.989744,126.847498,경기도 평택시
경기도립평택도서관,400,48198,315,37.072675,127.063504,경기도 평택시
북구디지털도서관,96,137374,89,35.2072331,129.0377821,부산광역시 북구
화명도서관,579,135222,107,35.2326915,129.0093427,부산광역시 북구
금곡도서관,97,38072,68,35.2553478,129.0159231,부산광역시 북구
포은중앙도서관,816,180777,168,36.0438708,129.3674875,경상북도 포항시
대잠도서관,130,140433,32,36.0192317,129.343568,경상북도 포항시
영암도서관,352,107134,29,36.012363,129.358188,경상북도 포항시
오천도서관,302,54539,33,35.9686415,129.4164469,경상북도 포항시
동해석곡도서관,130,34844,13,35.9908951,129.437424,경상북도 포항시
어린이영어도서관,43,20126,13,36.0069433,129.3557325,경상북도 포항시
죽장면 선바위 작은도서관,50,8727,0,36.1604931,129.094408,경상북도 포항시
흥해읍 이팝 작은도서관,30,9910,0,36.1100876,129.3470763,경상북도 포항시
해도동 바다섬,40,6918,0,36.0194094,129.3704602,경상북도 포항시
양학동 부학,50,12357,0,36.0254414,129.3505767,경상북도 포항시
두호동 두무치,50,9836,0,36.0573382,129.3747284,경상북도 포항시
청림동 푸른숲,50,7503,0,35.9951453,129.409443,경상북도 포항시
효곡동 행복,40,12349,0,36.0060364,129.3331382,경상북도 포항시
오천읍 해와달,30,9245,0,35.9639113,129.4016108,경상북도 포항시
장량동 참사랑,30,8207,0,36.0819393,129.3779321,경상북도 포항시
연일읍 미르,40,10597,0,36.0075324,129.3202045,경상북도 포항시
상대동 큰섬마을,30,8444,0,36.0236948,129.3641443,경상북도 포항시
대송면 큰솔,50,9627,0,35.978139,129.3622287,경상북도 포항시
신광면/비학산,40,7643,0,36.1297931,129.2615967,경상북도 포항시
죽도동 청암,50,8561,0,36.0330667,129.3694662,경상북도 포항시
효곡동 그린숲,50,8949,0,36.0296604,129.3230316,경상북도 포항시
송도동 솔향,30,6984,0,36.0390918,129.3759803,경상북도 포항시
오천읍 그루터기,40,8306,0,35.9629902,129.411762,경상북도 포항시
환여동 해맞이꿈터,30,7739,0,36.0692629,129.391288,경상북도 포항시
기계면 버드내,40,7903,0,36.0704122,129.2064917,경상북도 포항시
두호동 책이랑바다랑,10,4690,0,36.0608327,129.3801367,경상북도 포항시
환호동 환호어린이,30,7453,0,36.0677345,129.3931429,경상북도 포항시
청림동 찬내,30,6879,0,35.9926713,129.4043654,경상북도 포항시
죽도동 맑은물,40,4186,0,36.0329348,129.3647387,경상북도 포항시
구룡포 미르아라,40,6083,0,35.9911939,129.5525423,경상북도 포항시
청하면 해아,30,5008,0,36.2012958,129.3407003,경상북도 포항시
장량동 다솜,40,6358,0,36.0917528,129.3825572,경상북도 포항시
장량동 햇살,40,8288,0,36.0846036,129.4058505,경상북도 포항시
효곡동 열린,40,6159,0,36.0048681,129.3434059,경상북도 포항시
연일읍 해돋이,50,6035,0,35.9916047,129.3439854,경상북도 포항시
흥해읍 내맏이,40,5160,0,36.080576,129.3300217,경상북도 포항시
흥해읍 어리골,20,5074,0,36.0703072,129.3345198,경상북도 포항시
장량동 해뜰참,30,5829,0,36.0749449,129.3819991,경상북도 포항시
죽장면 참느리,25,3384,0,36.241568,129.2154541,경상북도 포항시
용흥동 솔개재,40,6255,0,36.0429914,129.352743,경상북도 포항시
장량동 꿈마루,30,4805,0,36.0896534,129.3947615,경상북도 포항시
흥해읍 참새미,24,4531,0,36.0762217,129.3391557,경상북도 포항시
장량동 바람숲,20,3581,0,36.0847554,129.4035043,경상북도 포항시
호미곶면 호미곶,12,2487,0,36.0776038,129.5618135,경상북도 포항시
우창동 어울,20,5388,0,36.05337908,129.3605209,경상북도 포항시
장기면 양포,15,2450,0,35.879731,129.518151,경상북도 포항시
그림책마을,30,5259,0,36.039322,129.366438,경상북도 포항시
수영구도서관,456,133820,65,35.144406,129.105182,부산광역시 수영구
수영구도서관 망미분관,109,77161,65,35.173415,129.104916,부산광역시 수영구
수영구도서관 민락작은도서관,20,10798,8,35.17344056,129.125434,부산광역시 수영구
홍산공공도서관,211,18826,14,36.2168569,126.7593445,충청남도 부여군
꿈나무도서관,183,145769,20,37.7923901,126.9871678,경기도 양주시
남면도서관,147,51646,22,37.8980773,126.9758804,경기도 양주시
덕계도서관,130,65043,27,37.821659,127.046729,경기도 양주시
광적도서관,187,32513,22,31.827261,126.982135,경기도 양주시
장흥작은도서관,70,20161,4,37.7137571,126.9693719,경기도 양주시
양주희망도서관,230,56359,33,37.795873,127.107391,경기도 양주시
덕정도서관,180,131509,34,37.842996,127.063047,경기도 양주시
고읍도서관,249,58416,43,37.792755,127.084281,경기도 양주시
경산시립도서관,504,96368,33,35.9132142,128.8129462,경상북도 경산시
경산시립장산도서관,154,100260,27,35.814531,128.730351,경상북도 경산시
오산시 중앙도서관,484,251262,116,37.1538369,127.0768604,경기도 오산시
오산시 초평도서관,235,44303,49,37.1424489,127.0465581,경기도 오산시
오산시 햇살마루도서관,110,48757,46,37.1384776,127.0718335,경기도 오산시
오산시 청학도서관,275,86324,43,37.155031,127.0639449,경기도 오산시
오산시 양산도서관,314,57659,48,37.1942201,127.0322247,경기도 오산시
오산시 꿈두레도서관,370,122247,99,37.2481271,127.0843941,경기도 오산시
경기평생교육학습관,2080,690065,407,37.2522964,127.0298955,경기도교육청 경기평생교육학습관
시립중앙도서관,798,329991,216,37.41063314,127.2531348,경기도 광주시
오포도서관,366,100802,117,37.3693774,127.2313694,경기도 광주시
초월도서관,549,92439,111,37.38741111,127.2910941,경기도 광주시
곤지암도서관,284,96541,111,37.34906936,127.3410158,경기도 광주시
능평도서관,360,58901,119,37.3502799,127.1668655,경기도 광주시
오포작은도서관,17,15654,9,37.3623933,127.1558041,경기도 광주시
대주작은도서관,35,12487,9,37.37619768,127.2609618,경기도 광주시
퇴촌작은도서관,19,12660,9,37.47065196,127.3092016,경기도 광주시
도척작은도서관,35,14160,9,37.3048153,127.3311699,경기도 광주시
광남작은도서관,40,15429,13,37.38522975,127.2358943,경기도 광주시
정읍중앙도서관,602,156387,39,35.5574636,126.8670688,전라북도 정읍시
신태인도서관,100,70359,19,35.689748,126.8898982,전라북도 정읍시
기적의도서관,78,32350,19,35.5844057,126.8607611,전라북도 정읍시
북면작은도서관,20,6994,0,35.6064496,126.8895788,전라북도 정읍시
상동작은도서관,25,10522,0,35.5592431,126.8740469,전라북도 정읍시
고부작은도서관,10,4890,0,35.6206106,126.7720446,전라북도 정읍시
수목토작은도서관,24,5834,0,35.5583647,126.8760159,전라북도 정읍시
문화의집작은도서관,12,5742,0,35.5684285,126.8459361,전라북도 정읍시
옹달샘작은도서관,19,6832,0,35.5723672,126.8464985,전라북도 정읍시
수성작은도서관,30,6241,0,35.5833401,126.8538969,전라북도 정읍시
감골작은도서관,16,3645,0,35.71336266,126.928137,전라북도 정읍시
초산작은도서관,11,5056,0,35.5618075,126.8525578,전라북도 정읍시
실버작은도서관,24,3880,0,35.5530563,126.8933134,전라북도 정읍시
상교작은도서관,36,4014,0,35.5644312,126.8357248,전라북도 정읍시
꿈꾸는작은도서관,33,5906,0,35.577217,126.8571615,전라북도 정읍시
다문화작은도서관,22,5124,0,35.567554,126.8529932,전라북도 정읍시
책향기작은도서관,30,4271,0,35.5726138,126.8660238,전라북도 정읍시
화순열린도서관,300,54475,18,35.0655124,126.9917538,전라남도 화순군
능주면민도서관,40,5948,0,34.9890688,126.9575585,전라남도 화순군
세빛도서관,30,3300,2,35.0647639,126.9940659,전라남도 화순군
화순작은도서관,10,1000,0,35.0430302,127.0317411,전라남도 화순군
다사랑작은도서관,20,5000,3,35.062381,126.9858847,전라남도 화순군
지혜샘어린이문고,10,1500,0,35.0604876,126.9961312,전라남도 화순군
늘푸른작은도서관,36,6370,2,35.013108,126.952056,전라남도 화순군
화순중앙도서관,28,3226,5,35.0578317,126.9773981,전라남도 화순군
꿈나무도서관,24,5454,0,35.0614303,126.984385,전라남도 화순군
빛나라도서관,40,5468,34,35.0539587,126.9654276,전라남도 화순군
해망마을도서관,24,3900,6,34.9643822,126.8889739,전라남도 화순군
안심 작은도서관,24,2807,1,35.106199,127.0420849,전라남도 화순군
잠정햇살마을도서관,39,1000,0,34.9828193,126.9590842,전라남도 화순군
능성예절도서관,15,2000,2,34.9895869,126.9513476,전라남도 화순군
광신프로그레시브작은도서관(너나들이도서관),12,1000,0,35.059664,126.979009,전라남도 화순군
행복미소작은도서관,15,9408,1,35.30138582,127.9744611,경상남도 산청군
선비마을작은도서관,12,5649,0,35.27613314,127.8447867,경상남도 산청군
사상도서관,95,142656,53,35.1781087,128.9897885,부산광역시 사상구
고맙습니다 보물섬 작은도서관,81,15723,6,,,부산광역시 사상구
꿈나래 작은도서관,12,6404,0,,,부산광역시 사상구
다문화도서관,28,3621,0,,,부산광역시 사상구
모라1동 작은도서관,40,4773,0,,,부산광역시 사상구
부산광역시 여성문화회관 도서정보자료실,10,5946,0,,,부산광역시 사상구
사상 작은도서관,25,13815,0,,,부산광역시 사상구
샘물 작은도서관,20,3300,0,,,부산광역시 사상구
어린이&가족도서관 꿈꾸는 글나라,70,12398,30,,,부산광역시 사상구
엄궁 쌈지 작은도서관,16,12215,0,,,부산광역시 사상구
주례쌈지작은도서관,30,14073,0,,,부산광역시 사상구
학마을작은도서관,30,5616,0,,,부산광역시 사상구
한울타리 작은도서관,10,1400,0,,,부산광역시 사상구
함께하는 작은도서관,30,1500,0,,,부산광역시 사상구
햇살나무작은도서관,40,10348,3,,,부산광역시 사상구
순창군립도서관,65,34441,30,35.373858,127.140802,전라북도 순창군
부곡글고운도서관,75,31295,9,37.3184847,126.9567291,경기도 의왕시
오전빛고운도서관,50,28345,9,37.3534761,126.9715047,경기도 의왕시
중앙도서관,1105,209067,127,37.3422039,126.9697264,경기도 의왕시
글로벌도서관,255,74398,41,37.3576385,126.9705887,경기도 의왕시
청계참고운도서관,50,25202,8,37.3885835,126.9960841,경기도 의왕시
내손책고운도서관,70,25547,8,37.3781919,126.9756154,경기도 의왕시
내손도서관,806,227662,129,37.3872754,126.9816985,경기도 의왕시
강서도서관,303,108098,119,35.1806278,128.9570987,부산광역시 강서구
극동스타클래스작은도서관,140,7300,0,,,부산광역시 강서구
링컨타운책벌레작은도서관,30,4100,0,,,부산광역시 강서구
아인슈타인타운책벌레작은도서관,40,3500,0,,,부산광역시 강서구
에디슨타운책벌레작은도서관,23,3100,0,,,부산광역시 강서구
작은도서관 시민책방,50,5000,0,,,부산광역시 강서구
책나무작은도서관,10,7200,0,,,부산광역시 강서구
명지한신휴플러스작은도서관,60,1500,0,,,부산광역시 강서구
솔마레작은도서관,107,1100,0,,,부산광역시 강서구
에일린의뜰작은도서관,30,1200,0,,,부산광역시 강서구
동행작은도서관,32,1200,0,,,부산광역시 강서구
지사꿈꾸는작은도서관,13,5000,0,,,부산광역시 강서구
대방2차Book적Book적작은도서관,62,2000,0,,,부산광역시 강서구
소담북카페,13,2500,0,,,부산광역시 강서구
호반베르디움작은도서관,15,1000,0,,,부산광역시 강서구
휴포레작은도서관,17,1010,0,,,부산광역시 강서구
