도서관명,열람좌석수,자료수(도서),자료수(연속간행물),위도,경도,제공기관명
엑슬루타워 북카페,50,5273,0,37.530941,126.651453,인천광역시 서구
연희주민 문고,20,4300,0,37.540932,126.672037,인천광역시 서구
원당 작은 영어도서관,35,8000,0,37.591031,126.692434,인천광역시 서구
자작나무도서관,20,2092,0,37.534864,126.641551,인천광역시 서구
정다운 도서관,20,5131,0,37.546309,126.678267,인천광역시 서구
조은생각 BOOK CAFE,12,2800,0,37.617022,126.6889361,인천광역시 서구
책노리 도서관,17,2500,3,37.528658,126.645657,인천광역시 서구
청라 책나누미 CAFE,30,11614,0,37.532572,126.644205,인천광역시 서구
청소년인문학도서관 느루,40,4904,0,37.488065,126.682064,인천광역시 서구
푸른 도서관,100,2800,0,37.535171,126.638433,인천광역시 서구
푸른샘 어린이도서관,16,12379,0,37.490764,126.684957,인천광역시 서구
푸른숲 작은도서관,20,8988,0,37.503068,126.677356,인천광역시 서구
풀뿌리 미디어 도서관,20,5120,0,37.550542,126.672489,인천광역시 서구
하늘샘 작은도서관,50,3100,0,37.497553,126.673801,인천광역시 서구
한국민들레도서관,60,30000,0,37.544584,126.672708,인천광역시 서구
행복한나라 문고,15,3100,0,37.605963,126.659704,인천광역시 서구
회화나무 도서관,20,11251,0,37.514608,126.672322,인천광역시 서구
힐데스 작은도서관,31,1337,0,37.528409,126.651454,인천광역시 서구
가재울 작은도서관,40,8644,0,37.487405,126.683489,인천광역시 서구
가정골 북카페,30,5504,0,37.515517,126.677826,인천광역시 서구
가정동 작은도서관,24,5000,0,37.520135,126.674295,인천광역시 서구
거북골 작은도서관,6,13705,0,37.5025911,126.674573,인천광역시 서구
건지골 마을문고,28,10448,0,37.492483,126.679895,인천광역시 서구
검4랑 꿈도서관,80,9816,0,37.592512,126.674914,인천광역시 서구
검단3동 작은도서관,50,11873,0,37.5948133,126.701694,인천광역시 서구
금곡하나아파트 문고,12,4991,0,37.604105,126.652421,인천광역시 서구
꿈꾸는 나무 도서관,30,3300,0,37.537163,126.657417,인천광역시 서구
꿈꾸는 작은도서관,8,4797,0,37.494703,126.685883,인천광역시 서구
꿈나무 작은도서관,25,11761,0,37.494311,126.672569,인천광역시 서구
꿈드림 작은도서관,30,1600,0,37.597958,126.635716,인천광역시 서구
꿈마을 작은도서관,15,1900,0,37.566352,126.681875,인천광역시 서구
꿈빛도서관,20,17000,0,37.496885,126.682351,인천광역시 서구
꿈사랑 작은도서관,40,9228,0,37.600125,126.655743,인천광역시 서구
느티나무 도서관,24,6525,0,37.495984,126.680365,인천광역시 서구
드림파크 어울림 1단지 문고,15,4000,0,37.594717,126.638323,인천광역시 서구
드림하이 작은도서관,26,3441,0,37.596244,126.673545,인천광역시 서구
물푸레 작은도서관,18,18116,0,37.591377,126.696787,인천광역시 서구
청초랑 북카페,50,3650,0,37.531922,126.653835,인천광역시 서구
푸른길 작은도서관,119,2500,0,37.613993,126.686739,인천광역시 서구
5B2F(빠삐뚜엡) 작은도서관,34,2334,0,37.589362,126.679112,인천광역시 서구
행복한 작은도서관,28,1406,0,37.513645,126.672956,인천광역시 서구
다복한작은도서관,10,1250,0,37.498809,126.676343,인천광역시 서구
블루힐도서관,30,1043,0,37.534122,126.667987,인천광역시 서구
베르힐도서관,28,1428,0,37.545421,126.675972,인천광역시 서구
풀잎 작은도서관,42,9547,0,35.0870119,129.0399058,부산광역시 영도구
한울마당 작은도서관,30,7899,0,35.0812049,129.056714,부산광역시 영도구
남항 작은도서관,32,10816,0,35.0882986,129.0303629,부산광역시 영도구
어울림마당 작은도서관,24,5457,0,35.0902778,129.0595189,부산광역시 영도구
해돋이 작은도서관,20,2215,0,35.0911179,129.0567269,부산광역시 영도구
영선나릿 작은도서관,20,6384,0,35.0902078,129.0425693,부산광역시 영도구
담쟁이 작은도서관,20,4685,0,35.0934852,129.042097,부산광역시 영도구
찬새미 작은도서관,12,4533,0,35.0938222,129.0439752,부산광역시 영도구
영도구청 도서자료관,20,10208,0,35.0905318,129.0677628,부산광역시 영도구
동일 작은도서관,50,8000,0,35.071521,129.0518044,부산광역시 영도구
꿈나무 작은도서관,60,1500,0,35.0897455,129.0352822,부산광역시 영도구
홀리조이 작은도서관,8,3000,0,35.0949674,129.0313852,부산광역시 영도구
은혜 작은도서관,50,3000,0,35.0942559,129.0439534,부산광역시 영도구
절영 작은도서관,30,1130,0,35.0790956,129.0364119,부산광역시 영도구
다문화 작은도서관 모두,26,6000,0,35.0893006,129.0583261,부산광역시 영도구
리빙스턴 작은도서관,18,1255,0,35.0890016,129.0289001,부산광역시 영도구
영도도서관,530,167827,46,35.0764402,129.0660342,부산광역시 영도구
영도어린이영어도서관,61,34211,8,35.0764402,129.0544814,부산광역시 영도구
청도어린이도서관,100,42750,32,35.6482786,128.7363307,경상북도 청도군
청도작은도서관,37,9984,2,35.642209,128.6178319,경상북도 청도군
중앙도서관,730,173872,33,37.348052,126.735568,경기도 시흥시
능곡도서관,325,88287,34,37.371372,126.813199,경기도 시흥시
대야도서관,422,182500,31,37.445264,126.796549,경기도 시흥시
군자도서관,195,68256,31,37.345624,126.784884,경기도 시흥시
대야어린이도서관,390,105859,16,37.443855,126.792596,경기도 시흥시
정왕어린이도서관,80,53965,12,37.345318,126.748076,경기도 시흥시
신천도서관,45,42793,13,37.438535,126.785024,경기도 시흥시
매화도서관,75,40238,10,37.417656,126.815539,경기도 시흥시
월곶도서관,129,31118,18,37.389041,126.736207,경기도 시흥시
장곡도서관,125,27750,20,37.377776,126.782894,경기도 시흥시
민들레작은도서관,36,11725,8,37.364487,126.737525,경기도 시흥시
꿈나무작은도서관,43,17521,6,37.347505,126.740618,경기도 시흥시
우리동네작은도서관,41,10106,8,37.433126,126.792732,경기도 시흥시
감나무골작은도서관,36,12461,12,37.386762,126.8584079,경기도 시흥시
학미숲작은도서관,40,12012,1,37.406062,126.7845218,경기도 시흥시
은행골작은도서관,20,7933,0,37.436326,126.797917,경기도 시흥시
오이도작은도서관,55,8492,7,37.343631,126.691451,경기도 시흥시
함현공원작은도서관,15,8709,0,37.365459,126.7322413,경기도 시흥시
늠내골실버작은도서관,36,6315,8,37.3685185,126.813466,경기도 시흥시
옥구공원숲속도서관,24,3155,5,37.351994,126.700967,경기도 시흥시
검바위초작은도서관,40,2423,5,37.432702,126.798407,경기도 시흥시
삼립식품작은도서관,36,3442,0,37.345842,126.715478,경기도 시흥시
평안골작은도서관,36,4982,3,37.340439,126.743846,경기도 시흥시
꿈빛작은도서관,27,3265,6,37.436975,126.832874,경기도 시흥시
새재골작은도서관,32,2712,3,37.381041,126.803205,경기도 시흥시
솔숲작은도서관,15,1823,1,37.419811,126.791681,경기도 시흥시
진안도서관,408,63996,81,37.21726805,127.0339774,경기도 화성시
비봉작은도서관,31,9280,9,37.23171269,126.8694955,경기도 화성시
병점도서관,357,145447,57,37.21127255,127.045556,경기도 화성시
봉담도서관,766,105904,72,37.21941336,126.9490155,경기도 화성시
삼괴도서관,192,103679,35,37.08930917,126.8145541,경기도 화성시
남양도서관,756,149194,81,37.21051615,126.8251357,경기도 화성시
송산도서관,622,69627,48,37.21693334,126.7390905,경기도 화성시
태안도서관,342,110935,51,37.20577438,127.0139552,경기도 화성시
정남도서관,103,37374,48,37.16824485,126.982987,경기도 화성시
동탄중앙이음터도서관,480,82932,83,37.19902174,127.1111041,경기도 화성시
두빛나래어린이도서관,62,74917,34,37.20935785,127.0566174,경기도 화성시
둥지나래어린이도서관,82,73354,48,37.12800663,126.924132,경기도 화성시
기아행복마루 작은도서관,30,13407,10,37.06461556,126.7955568,경기도 화성시
샘내작은도서관,26,16757,8,37.24456889,126.9461462,경기도 화성시
동탄복합문화센터도서관,936,173597,98,37.19999383,127.0773926,경기도 화성시
남산타운문화체육센터어린이도서관,65,23140,18,37.549546,127.011927,서울특별시 중구
중구구립신당도서관,130,53639,49,37.561699,127.018932,서울특별시 중구
중구구립도서관,94,50032,51,37.556382,127.010793,서울특별시 중구
손기정정보도서관,25,24595,15,37.555867,126.964479,서울특별시 중구
신장도서관,416,188320,157,37.5378505,127.2143657,경기도 하남시
덕풍도서관,170,16785,34,37.5334758,127.2006586,경기도 하남시
나룰도서관,575,165639,157,37.553494,127.2080673,경기도 하남시
울주옹기종기도서관,168,106435,55,35.493013,129.187001,울산광역시 울주군
울주선바위도서관,418,118915,182,35.574839,129.235136,울산광역시 울주군
울주도서관,532,223382,16711,35.558442,129.137736,울산광역시 울주군
한누리작은도서관,10,4210,0,35.560053,129.122717,울산광역시 울주군
동백작은도서관,16,13339,0,35.434635,129.314612,울산광역시 울주군
대덕도서관,63,20071,0,35.438494,129.31534,울산광역시 울주군
읍성작은도서관,26,4084,0,35.566942,129.121244,울산광역시 울주군
느티나무작은도서관,16,4092,0,35.523766,129.157584,울산광역시 울주군
작천정작은도서관,28,3349,0,35.542746,129.106929,울산광역시 울주군
가지산작은도서관,10,6976,0,35.590515,129.091325,울산광역시 울주군
웅촌작은도서관,6,6517,0,35.461375,129.208314,울산광역시 울주군
늘푸름작은도서관,16,7203,0,35.493194,129.306115,울산광역시 울주군
해오름작은도서관,15,8192,0,35.349965,129.325925,울산광역시 울주군
범서작은도서관,12,4288,0,35.568869,129.23025,울산광역시 울주군
온양작은도서관,38,3187,0,35.419399,129.280582,울산광역시 울주군
책마을작은도서관,30,5776,0,35.522623,129.242315,울산광역시 울주군
의창도서관,718,315232,309,35.23361,128.679172,경상남도 창원시
고향의봄도서관,496,148023,177,35.256632,128.618549,경상남도 창원시
명곡도서관,701,69993,115,35.253149,128.648577,경상남도 창원시
성산도서관,566,99390,162,35.201999,128.707232,경상남도 창원시
상남도서관,506,160563,163,35.213876,128.695308,경상남도 창원시
마산합포도서관,582,188541,189,35.183105,128.562917,경상남도 창원시
마산회원도서관,404,184668,197,35.224594,128.573538,경상남도 창원시
내서도서관,222,129931,139,35.232707,128.501223,경상남도 창원시
중리초등복합시설도서관,200,71051,25,35.255585,128.520138,경상남도 창원시
진해도서관,431,187928,211,35.152457,128.6675,경상남도 창원시
동부도서관,459,123802,163,35.100007,128.817141,경상남도 창원시
동읍평생교육센터,30,18528,4,35.284665,128.682413,경상남도 창원시
대산평생교육센터,82,13306,6,35.33241,128.707739,경상남도 창원시
소계평생교육센터,14,15067,171,35.257276,128.59997,경상남도 창원시
의창평생교육센터,34,16480,13,35.265238,128.620724,경상남도 창원시
천주평생교육센터,30,14247,8,35.266571,128.61747,경상남도 창원시
대원평생교육센터,33,16210,15,35.235035,128.651015,경상남도 창원시
팔룡평생교육센터,13,12311,5,35.256423,128.613635,경상남도 창원시
명곡평생교육센터,20,13911,5,35.255614,128.639333,경상남도 창원시
명서1평생교육센터,30,15000,608,35.245727,128.64909,경상남도 창원시
명서2평생교육센터,30,16224,5,35.243378,128.641731,경상남도 창원시
봉곡평생교육센터,38,16041,9,35.244693,128.655278,경상남도 창원시
봉림평생교육센터,30,7278,14,35.245406,128.658515,경상남도 창원시
사림평생교육센터,45,16400,27,35.244886,128.679146,경상남도 창원시
신월평생교육센터,30,15111,140,35.227648,128.692492,경상남도 창원시
용지평생교육센터,50,17527,8,35.235979,128.684136,경상남도 창원시
반지평생교육센터,20,18879,32,35.241006,128.658776,경상남도 창원시
내동평생교육센터,20,17086,4,35.217411,128.669492,경상남도 창원시
중앙평생교육센터,15,15308,4,35.225211,128.677169,경상남도 창원시
상남평생교육센터,12,14122,6,35.219243,128.688379,경상남도 창원시
대방평생교육센터,26,16155,6,35.211302,128.708686,경상남도 창원시
사파평생교육센터,27,16758,5,35.22181,128.698221,경상남도 창원시
가음정평생교육센터,51,20834,27,35.208574,128.697196,경상남도 창원시
남산평생교육센터,20,19528,2,35.205109,128.702613,경상남도 창원시
남양평생교육센터,36,15591,27,35.209522,128.701674,경상남도 창원시
성주평생교육센터,36,21982,8,35.189397,128.694858,경상남도 창원시
웅남평생교육센터,25,21186,9,35.205316,128.627154,경상남도 창원시
용잠마을도서관,18,13817,6,35.279752,128.688747,경상남도 창원시
자여마을도서관,22,14661,5,35.277235,128.700235,경상남도 창원시
반딧불이도서관,30,12141,0,35.347947,128.60723,경상남도 창원시
봉림작은도서관,23,16312,94,35.24783,128.666819,경상남도 창원시
용지호수어울림도서관,16,1700,6,35.234045,128.682604,경상남도 창원시
반림마을도서관,24,15884,6,35.238864,128.66802,경상남도 창원시
늘푸른도서관,20,13300,0,35.229753,128.674098,경상남도 창원시
대동디지털마을도서관,18,13540,6,35.206477,128.709061,경상남도 창원시
사파동성마을작은도서관,24,14924,5,35.220198,128.705786,경상남도 창원시
안민마을도서관,14,12290,8,35.18721,128.692676,경상남도 창원시
안민청솔마을도서관,28,15050,6,35.187216,128.69003,경상남도 창원시
반월작은도서관,63,11925,12,35.190291,128.562451,경상남도 창원시
부림희망작은도서관,24,6577,9,35.205873,128.572893,경상남도 창원시
무학산블루밍작은도서관,24,6809,1,35.215144,128.562425,경상남도 창원시
상곡어울림작은도서관,18,9298,0,35.242329,128.503334,경상남도 창원시
합성가고파작은도서관,35,8795,0,35.242165,128.583938,경상남도 창원시
봉암동작은도서관,21,8615,2,35.221143,128.597134,경상남도 창원시
위드파크환경도서관,45,11098,7,35.209616,128.704146,경상남도 창원시
숲속마을도서관,30,14149,2,35.231866,128.496249,경상남도 창원시
이미지작은도서관,16,17479,4,35.223867,128.503517,경상남도 창원시
책사랑내서마을도서관,40,21335,3,35.267867,128.524221,경상남도 창원시
하늘채문화의집,20,17320,12,35.265622,128.52435,경상남도 창원시
내서읍새마을문고,10,9370,3,35.245436,128.499628,경상남도 창원시
회원1동새마을문고,18,5960,7,35.21818,128.57421,경상남도 창원시
석전동새마을문고,22,9669,0,35.230282,128.573163,경상남도 창원시
회성동새마을문고,20,7051,0,35.233013,128.56168,경상남도 창원시
양덕1동새마을문고,6,7642,0,35.248812,128.603424,경상남도 창원시
양덕2동새마을문고,20,11180,0,35.229104,128.583811,경상남도 창원시
합성2동새마을문고,20,8209,0,35.238997,128.58675,경상남도 창원시
구암1동새마을문고,16,7118,0,35.249784,128.592718,경상남도 창원시
구암2동새마을문고,40,11418,0,35.24899,128.598426,경상남도 창원시
대동다숲새마을문고,15,7499,1,35.128422,128.706255,경상남도 창원시
우성아파트새마을문고,20,8100,1,35.138514,128.703818,경상남도 창원시
한림리츠빌새마을문고,12,7800,0,35.13879,128.709077,경상남도 창원시
신가도서관,500,54220,7,35.182797,126.826386,광주광역시
운남어린이도서관,203,35395,6,35.173025,126.819786,광주광역시
이야기꽃도서관,500,19823,15,35.148414,126.778992,광주광역시
장덕도서관,581,38787,36,35.187519,126.8133497,광주광역시
송정도서관,604,203952,58,35.145316,126.799604,광주광역시
첨단도서관,200,44236,27,35.217233,126.830102,광주광역시
사직도서관,656,216298,690,35.139737,126.913963,광주광역시
금호평생교육관,949,187938,39,35.145717,126.900543,광주광역시
문화정보도서관,350,87873,29,35.122033,126.917555,광주광역시
푸른길도서관,150,32260,22,35.129256,126.534254,광주광역시
산수도서관,565,164412,188,35.154691,126.928434,광주광역시
계림꿈나무도서관,108,22312,0,35.158532,126.919653,광주광역시
중앙도서관,790,239985,44,35.148503,126.925464,광주광역시
무등도서관,1004,335460,1106,35.176771,126.925339,광주광역시
중앙도서관 석봉분관,424,17583,18,35.189222,126.897722,광주광역시
운암도서관,275,53330,88,35.180182,126.873132,광주광역시
일곡도서관,468,135935,156,35.207934,126.893185,광주광역시
학생교육문화회관,696,182804,56,35.157053,126.858609,광주광역시
학생독립운동기념회관,351,196654,1212,35.140608,126.862856,광주광역시
상록도서관,238,33969,17,35.155229,126.888954,광주광역시
서구공공도서관,440,54200,4,35.130861,126.860269,광주광역시
어린이생태학습도서관,150,35842,10,35.1296898,126.881752,광주광역시
춘천시립도서관,690,215303,58,37.861602,127.755129,강원도 춘천시
시립청소년도서관,653,31082,36,37.87014,127.711157,강원도 춘천시
동내도서관,97,59525,25,37.83607,127.76288,강원도 춘천시
신사우도서관,186,68493,24,37.905546,127.728202,강원도 춘천시
소양도서관,38,36757,22,37.892736,127.745281,강원도 춘천시
남산도서관,76,46794,14,37.793196,127.643317,강원도 춘천시
서면도서관,92,30592,14,37.89962,127.695771,강원도 춘천시
평창군립대화도서관,90,43931,9,37.50150918,128.4580165,강원도 평창군
평창군립봉평도서관,75,22667,9,37.61610126,128.3793232,강원도 평창군
평창군립진부도서관,95,51904,9,37.63535537,128.554387,강원도 평창군
평창군립대관령도서관,79,4203,9,37.67409246,128.7064334,강원도 평창군
꿈여울도서관,25,3817,8,37.3427981,128.5001966,강원도 평창군
HAPPY700 용평도서관,40,4837,8,37.58913149,128.4173185,강원도 평창군
방림계촌도서관,50,3694,8,37.45232955,128.3060719,강원도 평창군
장성공공도서관,1000,102753,79,35.305137,126.784636,전라남도교육청 장성공공도서관
송파글마루도서관,414,66700,103,37.481029,127.130755,서울특별시 송파구
송파어린이도서관,60,84582,43,37.50357,127.103703,서울특별시 송파구
거마도서관,244,43658,64,37.493545,127.146948,서울특별시 송파구
소나무언덕1호,38,18317,7,37.527302,127.117676,서울특별시 송파구
소나무언덕2호,72,22084,10,37.5073,127.0943,서울특별시 송파구
소나무언덕3호,84,24512,17,37.492325,127.156619,서울특별시 송파구
소나무언덕4호,45,16988,30,37.502207,127.116836,서울특별시 송파구
소나무언덕 잠실본동,63,22534,29,37.50315,127.07867,서울특별시 송파구
송파어린이영어,60,18508,11,37.522551,127.101942,서울특별시 송파구
돌마리도서관,55,16360,20,37.50357,127.103703,서울특별시 송파구
송파위례도서관,140,15645,0,37.482438,127.142533,서울특별시 송파구
익산모현도서관,1087,127693,167,35.94983245,126.9364581,전라북도 익산시
익산마동도서관,968,196216,212,35.94007212,126.9686896,전라북도 익산시
익산영등도서관,838,140516,322,35.96291519,126.9777442,전라북도 익산시
익산부송도서관,718,69577,94,35.96449971,126.9945945,전라북도 익산시
익산황등도서관,100,8760,36,36.00458427,126.9433841,전라북도 익산시
새마을문고정촌지회(정촌글샘),8,8400,0,35.131546,128.102839,경상남도 진주시
가호동 새마을 작은도서관,10,8300,1,,,경상남도 진주시
금산 아이파크 새마을 작은도서관,36,15118,0,35.215842,128.145899,경상남도 진주시
꿈꾸는 도서관,15,5021,0,35.162239,128.182547,경상남도 진주시
동일스위트 혜윰 작은도서관,30,5000,0,35.175172,128.102944,경상남도 진주시
망경한보 도담 작은도서관,30,1500,0,,,경상남도 진주시
상대동 새마을 열린도서관,20,6673,0,35.183373,128.112144,경상남도 진주시
상대1동 새마을문고(현대분소),0,0,0,,,경상남도 진주시
상봉동 봉원 새마을작은도서관,6,2500,3,,,경상남도 진주시
상봉동 새마을 작은도서관,25,4750,6,35.198272,128.078058,경상남도 진주시
상평동 새마을 작은도서관,24,4589,950,35.176061,128.109078,경상남도 진주시
신안1차주공아파트새마을문고,13,2000,0,35.178136,128.069644,경상남도 진주시
이현 High Class 웰가 새마을문고,64,7034,3,35.194869,128.058503,경상남도 진주시
집현현대 작은도서관,36,8780,0,35.238478,128.091689,경상남도 진주시
푸르미 작은도서관,85,10557,2,35.221667,128.113411,경상남도 진주시
평거동 새마을작은도서관,20,8800,0,35.030503,128.065456,경상남도 진주시
하대1동 새마을작은도서관,16,3208,0,35.189764,128.12043,경상남도 진주시
글샘누리 작은도서관,24,7374,0,35.183855,128.051547,경상남도 진주시
초록에뜰 작은도서관,25,3800,2,35.164561,128.123889,경상남도 진주시
동산 새마을작은도서관,12,2650,0,35.193811,128.081836,경상남도 진주시
하곡인문도서관,30,5000,0,35.180605,128.081104,경상남도 진주시
혁신도시LH8단지 도서관,32,1000,0,,,경상남도 진주시
책읽는 푸른마을도서관,40,6948,3,35.149539,128.102258,경상남도 진주시
가좌3 주공 작은 도서관,30,7100,0,35.156894,128.108869,경상남도 진주시
금빛마을 작은 도서관,50,18553,4,35.200278,128.149081,경상남도 진주시
위브 글마루 도서관,74,7030,0,35.218942,128.14755,경상남도 진주시
꿈이있는 도서관,10,2000,2,35.187358,128.100278,경상남도 진주시
꿈아루 도서관,0,0,0,,,경상남도 진주시
주약현대아파트 마을도서관 다락,40,5435,0,35.170886,128.091927,경상남도 진주시
진주여성회 달팽이어린이 도서관,100,13169,2,35.188039,128.112425,경상남도 진주시
참좋은 작은도서관,10,3072,20,35.180605,128.121042,경상남도 진주시
하늘소 작은도서관,0,0,0,,,경상남도 진주시
행복소리 작은도서관,25,1250,3,,,경상남도 진주시
착한마음 도서관,10,6800,0,35.168697,128.052425,경상남도 진주시
진주YWCA 다문화작은도서관 ‘단비’,42,2000,0,35.181594,128.120383,경상남도 진주시
핑크드림 도서관,24,5898,1,35.168594,128.053919,경상남도 진주시
동진주 어린이 작은도서관,17,3317,0,,,경상남도 진주시
디딤돌 문고,45,11500,0,35.184964,128.017033,경상남도 진주시
제자교회부설 예닮 작은도서관,18,2012,0,35.191622,128.125205,경상남도 진주시
중앙성결 문고,15,1600,6,35.193556,128.079397,경상남도 진주시
초전푸르지오1단지 도서관,25,9469,0,35.203675,128.030569,경상남도 진주시
온새미로도서관,25,6080,0,35.173767,128.065425,경상남도 진주시
조은마음도서관,10,5757,24,35.248658,128.125125,경상남도 진주시
연세 작은도서관,0,0,0,,,경상남도 진주시
미누마루도서관,40,2819,0,35.172619,128.061592,경상남도 진주시
자이 작은도서관,30,6214,1,35.177692,128.104622,경상남도 진주시
빛나는 혁신LH 1단지 도서관,18,3300,0,35.18138,128.147278,경상남도 진주시
경남혁신 꿈꾸는 도서관,24,5219,0,35.181944,128.149417,경상남도 진주시
초전 해모로 루비채 2단지 북카페,50,4600,0,35.210958,128.113867,경상남도 진주시
숲소리 북카페,28,4000,0,,,경상남도 진주시
올리움 작은도서관,12,3182,0,35.150278,128.103028,경상남도 진주시
상대한보 작은도서관,0,0,0,,,경상남도 진주시
채움 작은도서관,100,2000,0,,,경상남도 진주시
정촌 작은도서관,8,3200,0,,,경상남도 진주시
더퀸즈웰가도서관,18,1800,0,,,경상남도 진주시
T.L.T작은도서관,10,1150,0,,,경상남도 진주시
진주은평도서관,0,2000,0,,,경상남도 진주시
새마을문고정촌지회(정촌글샘),8,8400,0,35.131546,128.102839,경상남도 진주시
가호동 새마을 작은도서관,10,8300,1,,,경상남도 진주시
금산 아이파크 새마을 작은도서관,36,15118,0,35.215842,128.145899,경상남도 진주시
꿈꾸는 도서관,15,5021,0,35.162239,128.182547,경상남도 진주시
동일스위트 혜윰 작은도서관,30,5000,0,35.175172,128.102944,경상남도 진주시
망경한보 도담 작은도서관,30,1500,0,,,경상남도 진주시
상대동 새마을 열린도서관,20,6673,0,35.183373,128.112144,경상남도 진주시
상대1동 새마을문고(현대분소),0,0,0,,,경상남도 진주시
상봉동 봉원 새마을작은도서관,6,2500,3,,,경상남도 진주시
상봉동 새마을 작은도서관,25,4750,6,35.198272,128.078058,경상남도 진주시
상평동 새마을 작은도서관,24,4589,950,35.176061,128.109078,경상남도 진주시
신안1차주공아파트새마을문고,13,2000,0,35.178136,128.069644,경상남도 진주시
이현 High Class 웰가 새마을문고,64,7034,3,35.194869,128.058503,경상남도 진주시
집현현대 작은도서관,36,8780,0,35.238478,128.091689,경상남도 진주시
푸르미 작은도서관,85,10557,2,35.221667,128.113411,경상남도 진주시
평거동 새마을작은도서관,20,8800,0,35.030503,128.065456,경상남도 진주시
하대1동 새마을작은도서관,16,3208,0,35.189764,128.12043,경상남도 진주시
글샘누리 작은도서관,24,7374,0,35.183855,128.051547,경상남도 진주시
초록에뜰 작은도서관,25,3800,2,35.164561,128.123889,경상남도 진주시
동산 새마을작은도서관,12,2650,0,35.193811,128.081836,경상남도 진주시
하곡인문도서관,30,5000,0,35.180605,128.081104,경상남도 진주시
혁신도시LH8단지 도서관,32,1000,0,,,경상남도 진주시
책읽는 푸른마을도서관,40,6948,3,35.149539,128.102258,경상남도 진주시
가좌3 주공 작은 도서관,30,7100,0,35.156894,128.108869,경상남도 진주시
금빛마을 작은 도서관,50,18553,4,35.200278,128.149081,경상남도 진주시
위브 글마루 도서관,74,7030,0,35.218942,128.14755,경상남도 진주시
꿈이있는 도서관,10,2000,2,35.187358,128.100278,경상남도 진주시
꿈아루 도서관,0,0,0,,,경상남도 진주시
주약현대아파트 마을도서관 다락,40,5435,0,35.170886,128.091927,경상남도 진주시
진주여성회 달팽이어린이 도서관,100,13169,2,35.188039,128.112425,경상남도 진주시
참좋은 작은도서관,10,3072,20,35.180605,128.121042,경상남도 진주시
하늘소 작은도서관,0,0,0,,,경상남도 진주시
행복소리 작은도서관,25,1250,3,,,경상남도 진주시
착한마음 도서관,10,6800,0,35.168697,128.052425,경상남도 진주시
진주YWCA 다문화작은도서관 ‘단비’,42,2000,0,35.181594,128.120383,경상남도 진주시
핑크드림 도서관,24,5898,1,35.168594,128.053919,경상남도 진주시
동진주 어린이 작은도서관,17,3317,0,,,경상남도 진주시
디딤돌 문고,45,11500,0,35.184964,128.017033,경상남도 진주시
제자교회부설 예닮 작은도서관,18,2012,0,35.191622,128.125205,경상남도 진주시
중앙성결 문고,15,1600,6,35.193556,128.079397,경상남도 진주시
초전푸르지오1단지 도서관,25,9469,0,35.203675,128.030569,경상남도 진주시
온새미로도서관,25,6080,0,35.173767,128.065425,경상남도 진주시
조은마음도서관,10,5757,24,35.248658,128.125125,경상남도 진주시
연세 작은도서관,0,0,0,,,경상남도 진주시
미누마루도서관,40,2819,0,35.172619,128.061592,경상남도 진주시
자이 작은도서관,30,6214,1,35.177692,128.104622,경상남도 진주시
빛나는 혁신LH 1단지 도서관,18,3300,0,35.18138,128.147278,경상남도 진주시
경남혁신 꿈꾸는 도서관,24,5219,0,35.181944,128.149417,경상남도 진주시
초전 해모로 루비채 2단지 북카페,50,4600,0,35.210958,128.113867,경상남도 진주시
숲소리 북카페,28,4000,0,,,경상남도 진주시
올리움 작은도서관,12,3182,0,35.150278,128.103028,경상남도 진주시
상대한보 작은도서관,0,0,0,,,경상남도 진주시
채움 작은도서관,100,2000,0,,,경상남도 진주시
정촌 작은도서관,8,3200,0,,,경상남도 진주시
더퀸즈웰가도서관,18,1800,0,,,경상남도 진주시
T.L.T작은도서관,10,1150,0,,,경상남도 진주시
진주은평도서관,0,2000,0,,,경상남도 진주시
다산도서관,193,14274,38,35.822692,128.4521132,경상북도 고령군
자은구영마을도서관,18,2885,0,34.88464739,126.0476053,전라남도 신안군
임자작은도서관,20,3573,1,35.08446974,126.1110045,전라남도 신안군
장산작은도서관,15,2126,1,34.64320139,126.1490018,전라남도 신안군
하의작은도서관,15,2029,1,34.60537278,126.0348759,전라남도 신안군
Wonderful english 작은도서관,10,1000,0,35.06095892,126.2121367,전라남도 신안군
도초 작은도서관,25,5859,8,34.70348996,125.9539529,전라남도 신안군
지도 작은도서관,25,5105,1,35.0608451,126.2073934,전라남도 신안군
증도 작은도서관,25,5141,1,35.00219502,126.1389522,전라남도 신안군
흑산자산문화도서관,30,14649,1,34.68415398,125.442615,전라남도 신안군
신안군립도서관,88,43156,34,34.8626493,126.3177649,전라남도 신안군
고성군립간성도서관,154,58173,14,38.381068,128.465832,강원도 고성군
토성공공도서관,193,41425,13,38.258649,128.556147,강원도 고성군
선경도서관,584,422499,346,37.283861,127.010433,경기도 수원시
중앙도서관,461,250308,266,37.273582,127.012132,경기도 수원시
창룡도서관,494,60354,137,37.290742,127.027549,경기도 수원시
화서다산도서관,348,43641,153,37.285646,126.997429,경기도 수원시
호매실도서관,616,83926,144,37.266338,126.957993,경기도 수원시
한림도서관,453,51940,154,37.237719,127.024869,경기도 수원시
버드내도서관,550,54510,162,37.257114,127.015168,경기도 수원시
북수원도서관,809,201576,255,37.297665,126.988306,경기도 수원시
대추골도서관,500,72094,145,37.306611,127.008094,경기도 수원시
일월도서관,635,59757,183,37.286894,126.977793,경기도 수원시
